"Gene_ID","GSM7102172","GSM7102173","GSM7102174"
"ENSMUSG00000002343",1423,1095,1372
"ENSMUSG00000002345",1035,951,893
"ENSMUSG00000002346",3621,3348,2865
"ENSMUSG00000002365",1059,1109,997
"ENSMUSG00000002372",5715,5344,4938
"ENSMUSG00000002379",2135,2169,1827
"ENSMUSG00000002384",38,29,54
"ENSMUSG00000002393",924,950,846
"ENSMUSG00000002395",2164,1906,1883
"ENSMUSG00000002396",1574,1411,995
"ENSMUSG00000002409",1440,1665,1226
"ENSMUSG00000002413",7161,6776,6103
"ENSMUSG00000002416",2789,2267,2300
"ENSMUSG00000002428",1053,829,1263
"ENSMUSG00000002455",4610,4265,4360
"ENSMUSG00000002458",704,795,967
"ENSMUSG00000002459",2939,2763,2028
"ENSMUSG00000002475",3733,3650,3108
"ENSMUSG00000002477",1757,1405,1760
"ENSMUSG00000002486",1090,1100,973
"ENSMUSG00000002489",5799,6855,4136
"ENSMUSG00000002496",9153,9337,7432
"ENSMUSG00000002500",42,36,23
"ENSMUSG00000002504",3517,1980,2999
"ENSMUSG00000002524",8889,8722,8403
"ENSMUSG00000002546",7304,6829,6204
"ENSMUSG00000002550",2447,2582,2187
"ENSMUSG00000002565",0,16,0
"ENSMUSG00000002578",1112,786,1173
"ENSMUSG00000002580",3115,2671,2252
"ENSMUSG00000002588",0,12,28
"ENSMUSG00000002602",3816,3794,3017
"ENSMUSG00000002603",443,458,365
"ENSMUSG00000002608",4207,4023,3809
"ENSMUSG00000002617",1442,1126,1206
"ENSMUSG00000002625",8967,8094,7219
"ENSMUSG00000002633",422,307,535
"ENSMUSG00000002635",378,312,347
"ENSMUSG00000002658",4078,4283,3897
"ENSMUSG00000002660",2883,2553,2780
"ENSMUSG00000002661",611,619,579
"ENSMUSG00000002664",27,24,6
"ENSMUSG00000002668",215,171,94
"ENSMUSG00000002679",593,558,517
"ENSMUSG00000002688",946,730,709
"ENSMUSG00000002699",301,205,284
"ENSMUSG00000002718",3432,3360,3199
"ENSMUSG00000002728",2050,1812,2012
"ENSMUSG00000002731",1301,969,1042
"ENSMUSG00000002732",118,107,136
"ENSMUSG00000002733",2619,2672,2174
"ENSMUSG00000002741",4819,4332,3636
"ENSMUSG00000002748",10466,9420,8930
"ENSMUSG00000002763",3483,3266,3052
"ENSMUSG00000002767",1270,1230,1203
"ENSMUSG00000002768",4044,3425,3526
"ENSMUSG00000002769",74,51,72
"ENSMUSG00000002771",2609,2536,3557
"ENSMUSG00000002778",2004,2054,2051
"ENSMUSG00000002781",1245,1352,992
"ENSMUSG00000002791",8,4,9
"ENSMUSG00000002797",784,647,602
"ENSMUSG00000002799",3528,3159,3392
"ENSMUSG00000002803",569,384,282
"ENSMUSG00000002804",182,143,189
"ENSMUSG00000002808",5697,5474,6307
"ENSMUSG00000002812",6097,5370,6222
"ENSMUSG00000002814",323,431,430
"ENSMUSG00000002820",2279,2404,1589
"ENSMUSG00000002825",765,809,703
"ENSMUSG00000002831",221,181,304
"ENSMUSG00000002833",4815,4616,4230
"ENSMUSG00000002835",390,558,274
"ENSMUSG00000002844",5312,4607,4631
"ENSMUSG00000002845",854,623,717
"ENSMUSG00000002846",1444,1130,1111
"ENSMUSG00000002847",102,60,98
"ENSMUSG00000002870",372,315,298
"ENSMUSG00000002871",1174,1218,1016
"ENSMUSG00000002881",1555,1545,1323
"ENSMUSG00000002885",1094,940,995
"ENSMUSG00000002897",700,863,522
"ENSMUSG00000002900",1639,1733,1240
"ENSMUSG00000002908",685,576,296
"ENSMUSG00000002910",607,551,542
"ENSMUSG00000002930",164,107,273
"ENSMUSG00000002944",42,27,112
"ENSMUSG00000002948",2588,3759,2649
"ENSMUSG00000002949",3085,2858,2588
"ENSMUSG00000002957",12309,11440,11609
"ENSMUSG00000002963",1127,1242,1042
"ENSMUSG00000002968",5105,5100,4375
"ENSMUSG00000002980",1781,1315,1724
"ENSMUSG00000002981",9930,11631,8666
"ENSMUSG00000002983",255,279,238
"ENSMUSG00000002984",4251,3959,3714
"ENSMUSG00000002985",70447,74553,42606
"ENSMUSG00000002992",0,0,0
"ENSMUSG00000002996",1179,1245,1223
"ENSMUSG00000002997",7124,2538,2257
"ENSMUSG00000003031",1973,2682,1749
"ENSMUSG00000003032",554,576,415
"ENSMUSG00000003033",5775,5459,5086
"ENSMUSG00000003037",2720,2417,2625
"ENSMUSG00000003038",2889,3050,2250
"ENSMUSG00000003039",5037,4776,4753
"ENSMUSG00000003051",0,15,23
"ENSMUSG00000003053",0,8,30
"ENSMUSG00000003062",2025,1880,2034
"ENSMUSG00000003068",2596,2596,2120
"ENSMUSG00000003070",501,473,406
"ENSMUSG00000003072",6994,6658,5383
"ENSMUSG00000003099",5828,5568,5074
"ENSMUSG00000003119",1529,1378,1317
"ENSMUSG00000003123",1031,823,907
"ENSMUSG00000003131",12936,10866,11907
"ENSMUSG00000003134",3437,3731,2426
"ENSMUSG00000003135",1781,1814,1562
"ENSMUSG00000003153",10087,9124,7992
"ENSMUSG00000003154",2879,3194,2407
"ENSMUSG00000003161",1513,1413,1473
"ENSMUSG00000003166",8299,6795,7870
"ENSMUSG00000003184",1659,1477,1210
"ENSMUSG00000003190",150,162,128
"ENSMUSG00000003198",310,284,48
"ENSMUSG00000003199",4388,3431,3544
"ENSMUSG00000003200",2366,2201,1952
"ENSMUSG00000003206",44,71,25
"ENSMUSG00000003208",576,565,538
"ENSMUSG00000003226",5749,5634,4851
"ENSMUSG00000003227",44,71,61
"ENSMUSG00000003228",1855,1858,1478
"ENSMUSG00000003233",4013,4799,3540
"ENSMUSG00000003234",3947,3313,3597
"ENSMUSG00000003235",3231,2798,2851
"ENSMUSG00000003269",3723,4110,3104
"ENSMUSG00000003271",364,435,328
"ENSMUSG00000003273",12205,11711,7565
"ENSMUSG00000003279",10721,13702,7319
"ENSMUSG00000003282",149,143,126
"ENSMUSG00000003283",167,144,133
"ENSMUSG00000003299",3001,3028,2319
"ENSMUSG00000003308",3027,2659,2690
"ENSMUSG00000003309",52,50,6
"ENSMUSG00000003316",13747,13463,13895
"ENSMUSG00000003341",49,21,61
"ENSMUSG00000003344",3026,5441,4701
"ENSMUSG00000003345",7123,6400,6037
"ENSMUSG00000003346",3978,3867,2960
"ENSMUSG00000003348",889,726,1185
"ENSMUSG00000003352",10252,12316,6524
"ENSMUSG00000003354",413,256,512
"ENSMUSG00000003355",68,56,132
"ENSMUSG00000003360",5090,4663,4432
"ENSMUSG00000003363",24087,20930,20047
"ENSMUSG00000003378",12930,11903,9070
"ENSMUSG00000003379",66,53,29
"ENSMUSG00000003380",4064,3578,4272
"ENSMUSG00000003382",2090,1794,1654
"ENSMUSG00000003402",5181,6077,5642
"ENSMUSG00000003410",18855,19339,16259
"ENSMUSG00000003411",6859,7013,4703
"ENSMUSG00000003418",416,313,360
"ENSMUSG00000003420",1202,1338,1090
"ENSMUSG00000003421",2571,2530,2398
"ENSMUSG00000003423",951,812,783
"ENSMUSG00000003429",7622,6825,6713
"ENSMUSG00000003435",11942,11361,9648
"ENSMUSG00000003436",139,79,138
"ENSMUSG00000003437",3914,3720,3696
"ENSMUSG00000003438",1548,1595,1365
"ENSMUSG00000003444",838,756,789
"ENSMUSG00000003452",1986,1785,1678
"ENSMUSG00000003458",4842,4551,4087
"ENSMUSG00000003464",5237,4476,4073
"ENSMUSG00000003469",26905,25578,19131
"ENSMUSG00000003476",325,311,191
"ENSMUSG00000003477",77,115,57
"ENSMUSG00000003484",4,18,16
"ENSMUSG00000003500",2531,3367,1986
"ENSMUSG00000003505",0,0,0
"ENSMUSG00000003518",5573,5452,5805
"ENSMUSG00000003526",2069,1841,1630
"ENSMUSG00000003527",1735,1730,1563
"ENSMUSG00000003528",3667,2837,2826
"ENSMUSG00000003531",1650,1460,1593
"ENSMUSG00000003534",5499,6072,6313
"ENSMUSG00000003541",380,346,285
"ENSMUSG00000003545",1006,1508,655
"ENSMUSG00000003546",1910,1687,1733
"ENSMUSG00000003549",1300,1142,901
"ENSMUSG00000003555",0,0,0
"ENSMUSG00000003559",1193,953,1289
"ENSMUSG00000003573",689,982,438
"ENSMUSG00000003575",13823,13457,10822
"ENSMUSG00000003581",1944,1884,1838
"ENSMUSG00000003585",2301,2141,1585
"ENSMUSG00000003604",569,487,462
"ENSMUSG00000003617",1072,1132,1113
"ENSMUSG00000003623",2045,1711,1247
"ENSMUSG00000003644",1004,975,929
"ENSMUSG00000003657",5753,11066,11180
"ENSMUSG00000003660",8528,8488,7826
"ENSMUSG00000003662",2741,3058,2601
"ENSMUSG00000003665",144,61,67
"ENSMUSG00000003680",728,669,749
"ENSMUSG00000003721",2378,2436,2208
"ENSMUSG00000003731",8233,7215,7397
"ENSMUSG00000003746",2550,2806,2197
"ENSMUSG00000003752",313,276,228
"ENSMUSG00000003762",2042,1265,1921
"ENSMUSG00000003778",3996,4548,3777
"ENSMUSG00000003779",172,79,122
"ENSMUSG00000003808",2196,2264,1757
"ENSMUSG00000003809",1748,1607,1337
"ENSMUSG00000003810",8837,8042,6589
"ENSMUSG00000003812",275,968,1042
"ENSMUSG00000003813",2854,2688,2411
"ENSMUSG00000003814",29665,27428,27252
"ENSMUSG00000003824",119,151,123
"ENSMUSG00000003847",1257,1754,1180
"ENSMUSG00000003848",1752,1317,1397
"ENSMUSG00000003849",321,308,253
"ENSMUSG00000003863",7871,6503,6098
"ENSMUSG00000003865",1250,1522,1158
"ENSMUSG00000003868",1892,2009,1794
"ENSMUSG00000003872",1573,1313,1048
"ENSMUSG00000003873",1768,1632,1261
"ENSMUSG00000003882",18,11,10
"ENSMUSG00000003923",1979,1481,1599
"ENSMUSG00000003929",1422,1491,1220
"ENSMUSG00000003934",13364,12526,12810
"ENSMUSG00000003948",10446,9174,7604
"ENSMUSG00000003949",7939,7556,3877
"ENSMUSG00000003955",1334,1252,1110
"ENSMUSG00000003970",16162,14665,14529
"ENSMUSG00000003974",2994,2462,2112
"ENSMUSG00000003992",4672,4732,3786
"ENSMUSG00000004018",494,355,531
"ENSMUSG00000004031",2031,5335,1555
"ENSMUSG00000004032",7455,6397,5401
"ENSMUSG00000004035",1584,1483,1758
"ENSMUSG00000004038",20,17,23
"ENSMUSG00000004040",3762,4092,3648
"ENSMUSG00000004043",223,235,254
"ENSMUSG00000004044",1929,1770,1666
"ENSMUSG00000004054",1821,1908,1713
"ENSMUSG00000004056",6796,6960,4610
"ENSMUSG00000004069",3988,3393,3606
"ENSMUSG00000004070",2733,2430,2837
"ENSMUSG00000004071",16706,15216,15263
"ENSMUSG00000004085",601,804,586
"ENSMUSG00000004096",3634,3083,2953
"ENSMUSG00000004098",417,282,602
