"Gene","GSM7509810","GSM7509811","GSM7509812"
"1600002D24Rik",0,0,0
"1600002H07Rik",92.91639083,87.59586078,70.75087359
"1600002K03Rik",17.24221686,20.55821222,19.14435403
"1600010M07Rik",0,0,0.832363219
"1600012H06Rik",285.454479,256.5307351,182.2875449
"1600014C10Rik",405.1920961,422.7841036,254.7031449
"1600014C23Rik",0.957900936,2.681505942,0.832363219
"1600014K23Rik",0,0,0
"1600015I10Rik",0,0,0
"1600019K03Rik",0,0,0
"1600020E01Rik",45.97924495,44.6917657,41.61816093
"1600023N17Rik",5.747405618,4.46917657,2.497089656
"1600025M17Rik",0,0,0
"1600027J07Rik",0,0,0
"1600029I14Rik",1.915801873,0,0
"1600029O15Rik",4.789504682,22.34588285,5.826542531
"1700001C02Rik",9.579009364,0.893835314,0
"1700001C19Rik",0,0,0.832363219
"1700001D01Rik",0,0,0
"1700001F09Rik",0,0.893835314,0
"1700001G01Rik",0,0,0
"1700001G11Rik",6.705306555,6.256847198,2.497089656
"1700001G17Rik",1.915801873,2.681505942,0.832363219
"1700001J03Rik",0,0.893835314,0
"1700001J11Rik",2.873702809,0,0
"1700001K19Rik",26.82122622,14.30136503,18.31199081
"1700001K23Rik",0,1.787670628,0.832363219
"1700001L05Rik",21.0738206,27.70889474,11.65308506
"1700001L19Rik",37.35813652,89.38353141,24.13853334
"1700001O22Rik",54.60035337,44.6917657,54.10360921
"1700001P01Rik",0,0.893835314,1.664726437
"1700003C15Rik",0,0,0
"1700003D09Rik",158.0536545,110.8355789,213.9173472
"1700003E16Rik",176.2537723,242.2293701,136.5075679
"1700003E24Rik",0,0,0
"1700003F12Rik",1.915801873,2.681505942,1.664726437
"1700003G13Rik",0,0,0
"1700003G18Rik",0,0,0
"1700003H04Rik",0,0,0
"1700003I22Rik",0,0,0
"1700003L19Rik",0,0.893835314,0
"1700003M02Rik",17.24221686,3.575341256,2.497089656
"1700003M07Rik",195.411791,246.6985467,159.813738
"1700003P14Rik",0,0,0
"1700006A11Rik",0,0,0
"1700006E09Rik",0,0,0
"1700006F04Rik",0,0.893835314,0
"1700006H21Rik",0,0,0
"1700007B14Rik",0.957900936,0.893835314,1.664726437
"1700007F19Rik",5.747405618,4.46917657,5.826542531
"1700007G11Rik",6.705306555,3.575341256,0
"1700007J10Rik",1.915801873,0.893835314,0
"1700007K09Rik",0,0,0.832363219
"1700007K13Rik",12.45271217,11.61985908,1.664726437
"1700007L15Rik",7.663207491,5.363011884,0.832363219
"1700007P06Rik",2.873702809,0,0.832363219
"1700008C04Rik",0,0,0
"1700008J07Rik",23.94752341,39.32875382,26.635623
"1700008K24Rik",0,2.681505942,0
"1700008O03Rik",9.579009364,12.5136944,13.3178115
"1700008P02Rik",0,0,0
"1700009C05Rik",0,0,1.664726437
"1700009J07Rik",0.957900936,0.893835314,0.832363219
"1700009N14Rik",0,0,0
"1700010B08Rik",0,0,0
"1700010D01Rik",0,0,0
"1700010I02Rik",0,0,0
"1700010I14Rik",11.49481124,12.5136944,4.161816093
"1700010J16Rik",0,0,0
"1700010K23Rik",0,0,0
"1700011A15Rik",0,0,0
"1700011B04Rik",0,0,0
"1700011C11Rik",0,0,0
"1700011E24Rik",0.957900936,0,1.664726437
"1700011H14Rik",0,0,0.832363219
"1700011I03Rik",0.957900936,1.787670628,0
"1700011L22Rik",0,0,0
"1700011M02Rik",0,0.893835314,0
"1700012A03Rik",0,0,0
"1700012B07Rik",0,0,0
"1700012B09Rik",3.831603746,0,0
"1700012C14Rik",0,1.787670628,0.832363219
"1700012D01Rik",8.621108428,4.46917657,7.491268968
"1700012D14Rik",0.957900936,0,0.832363219
"1700012D16Rik",0,0,0
"1700012H19Rik",0,0,0
"1700012I11Rik",0,0,0
"1700012L04Rik",0,0,0
"1700012P22Rik",0,0,0
"1700013D24Rik",0,0,0
"1700013F07Rik",26.82122622,8.938353141,9.155995405
"1700013G24Rik",0,0,0
"1700013H16Rik",0.957900936,2.681505942,0.832363219
"1700015E13Rik",0.957900936,0,1.664726437
"1700015F17Rik",0.957900936,0,0
"1700015G11Rik",0,0,0
"1700016C15Rik",0.957900936,0,0
"1700016D06Rik",0,0,0
"1700016G22Rik",0,0,0
"1700016H13Rik",0,0.893835314,0
"1700016K19Rik",13.41061311,13.40752971,2.497089656
"1700016L04Rik",0,1.787670628,0
"1700016L21Rik",0,0,0
"1700016P04Rik",0,0,0
"1700017B05Rik",166.6747629,176.9793922,106.542492
"1700017D01Rik",0,0,0
"1700017G19Rik",0,0,0
"1700017J07Rik",0,0,0
"1700017L05Rik",0,0,0
"1700017N19Rik",0,0.893835314,0
"1700018A04Rik",0,1.787670628,0.832363219
"1700018B08Rik",0,0,0
"1700018B24Rik",0,0,0
"1700018C11Rik",0.957900936,0,0
"1700018F24Rik",0,0,0
"1700018G05Rik",0.957900936,0,0
"1700018L02Rik",17.24221686,7.150682513,2.497089656
"1700019A02Rik",0.957900936,0,0
"1700019B03Rik",1.915801873,4.46917657,0
"1700019B21Rik",0,0,0
"1700019C18Rik",0,0,0
"1700019D03Rik",20.11591966,26.81505942,15.81490115
"1700019E08Rik",0,0,0
"1700019G17Rik",245.2226397,194.8560985,140.669384
"1700019G24Rik",0,0,0
"1700019L03Rik",10.5369103,1.787670628,4.161816093
"1700019M22Rik",0,0,0
"1700019N19Rik",1.915801873,0,0
"1700019O17Rik",0,0.893835314,0
"1700020A23Rik",3.831603746,0.893835314,0.832363219
"1700020D05Rik",11.49481124,14.30136503,6.658905749
"1700020D14Rik",0,0,0
"1700020G17Rik",0,0,0
"1700020I14Rik",1017.290794,1012.715411,781.5890623
"1700020L24Rik",25.86332528,12.5136944,11.65308506
"1700020M21Rik",0,0,0
"1700020N01Rik",0,2.681505942,0
"1700020N15Rik",0,0,0
"1700020N18Rik",0.957900936,0,0
"1700021F05Rik",182.0011779,243.1232054,132.3457518
"1700021F07Rik",0,0,0
"1700021K19Rik",1417.693386,1300.530382,1117.031439
"1700021N21Rik",1.915801873,3.575341256,0.832363219
"1700022A21Rik",0,0,0
"1700022A22Rik",0,0,0
"1700022E09Rik",0,0,0
"1700022H01Rik",0.957900936,2.681505942,2.497089656
"1700022H16Rik",0,0,0
"1700022I11Rik",1.915801873,0,0
"1700023C21Rik",0,0,0
"1700023F02Rik",0,0,0
"1700023F06Rik",12.45271217,17.87670628,19.97671725
"1700024B18Rik",0.957900936,0,0
"1700024F13Rik",5.747405618,0.893835314,2.497089656
"1700024G13Rik",4.789504682,0,0
"1700024I08Rik",0,0,0
"1700024N05Rik",0,0,0
"1700024P04Rik",0,0,0
"1700024P16Rik",3.831603746,2.681505942,0.832363219
"1700025B11Rik",0,0,0
"1700025C18Rik",0,0,0
"1700025F22Rik",0,0,0
"1700025F24Rik",1.915801873,1.787670628,1.664726437
"1700025G04Rik",894.6794746,1144.109202,567.6717151
"1700025J12Rik",0,0,0
"1700025K24Rik",0,0,0
"1700025M24Rik",0,0,0
"1700025N23Rik",1.915801873,0,0
"1700026D08Rik",18.20011779,2.681505942,1.664726437
"1700026D11Rik",0,0,0
"1700026F02Rik",0,0,0
"1700026J14Rik",0.957900936,0,0.832363219
"1700026L06Rik",2.873702809,2.681505942,0
"1700027A15Rik",0,0,0
"1700027F06Rik",0,0,0
"1700027F09Rik",0,0,0
"1700027H10Rik",0.957900936,0.893835314,0
"1700027I24Rik",0,0,0
"1700027J07Rik",0,0,0
"1700028B04Rik",0,0,0
"1700028D13Rik",0,0,0
"1700028E10Rik",2.873702809,4.46917657,0.832363219
"1700028I16Rik",0.957900936,0,0
"1700028J19Rik",12.45271217,13.40752971,4.161816093
"1700028K03Rik",19.15801873,11.61985908,9.155995405
"1700028M03Rik",0,0,0
"1700028P14Rik",5.747405618,0.893835314,0
"1700028P15Rik",0,0,0
"1700029B22Rik",0,0,0
"1700029F12Rik",0,0,0
"1700029H14Rik",0.957900936,0,0
"1700029I15Rik",5.747405618,3.575341256,1.664726437
"1700029J03Rik",0,0,0
"1700029J07Rik",50.76874963,43.79793039,26.635623
"1700029M20Rik",1.915801873,0.893835314,0.832363219
"1700029N11Rik",0,0,0
"1700029P11Rik",0,0,0
"1700030A11Rik",0,0,0
"1700030C10Rik",15.32641498,8.044517827,2.497089656
"1700030F04Rik",0,0,0
"1700030F18Rik",0,0.893835314,0
"1700030J22Rik",124.5271217,140.3321443,101.5483127
"1700030K09Rik",130.2745273,116.1985908,89.89522761
"1700030L20Rik",0,0,0
"1700030M09Rik",0,0,0
"1700030N03Rik",0,0,0
"1700030O20Rik",0,0,0
"1700031A10Rik",0,0.893835314,0
"1700031F05Rik",0,0,0
"1700031M16Rik",0,0,0
"1700031P21Rik",0,0,0
"1700034E13Rik",0,0,0
"1700034G24Rik",3.831603746,6.256847198,0.832363219
"1700034H15Rik",22.03172154,23.23971817,14.98253794
"1700034I23Rik",0.957900936,0.893835314,0.832363219
"1700034J05Rik",0,0,0
"1700034K08Rik",0,0,0
"1700034O15Rik",0,0,0
"1700034P13Rik",1.915801873,0.893835314,0
"1700036G14Rik",0,0,0
"1700037C18Rik",41.18974026,38.4349185,35.7916184
"1700037H04Rik",732.7942163,771.379876,656.7345795
"1700039E15Rik",0,0,0
"1700039E22Rik",0,0,0
"1700040L02Rik",28.73702809,25.92122411,41.61816093
"1700041A01Rik",0,0,0
"1700041C23Rik",0,0,0
"1700041M19Rik",0,0,0
"1700042G07Rik",0,0,0
"1700042G15Rik",0,0,0
"1700042O10Rik",0,0,0
"1700044C05Rik",0,0,0
"1700044K03Rik",0,0,0
"1700045H11Rik",0,0,0
"1700046C09Rik",0,0,0
"1700047A11Rik",0,0,0
"1700047E10Rik",0,0,0
"1700047G03Rik",0,0,0
"1700047I17Rik2",428.1817186,461.2190221,265.5238667
"1700047L14Rik",0,0,0
"1700047M11Rik",76.63207491,59.88696604,44.11525059
"1700048M11Rik",0.957900936,1.787670628,3.329452875
"1700048O20Rik",93.87429177,99.21571986,145.6635633
"1700049E15Rik",0,0,0
"1700049E22Rik",0,0,0
"1700049G17Rik",126.4429236,132.2876265,114.8661242
"1700049L16Rik",0,0,0
"1700051A21Rik",0.957900936,0.893835314,0
"1700052I22Rik",0,0,0
"1700052K11Rik",108.2428058,101.0033905,83.23632186
"1700054A03Rik",0,0,0
"1700054K19Rik",0,0,0
"1700054M17Rik",0.957900936,0,0
"1700055C04Rik",0,0,0
"1700056E22Rik",0.957900936,0.893835314,0.832363219
"1700057G04Rik",0,0,0
"1700057H15Rik",0,0,0
"1700057H21Rik",0,0,0
"1700060C16Rik",0,0,0
"1700060C20Rik",0,0,0
"1700061F12Rik",0,0,0
"1700061G19Rik",1.915801873,1.787670628,0
"1700061I17Rik",0,0,0
"1700061J23Rik",0,0,0
"1700063A18Rik",0,0,0
"1700063D05Rik",22.98962247,9.832188455,4.161816093
"1700063O14Rik",0,0,0.832363219
"1700064J06Rik",0,0,0
"1700064M15Rik",0,1.787670628,0
"1700065D16Rik",0,0,0
"1700065I16Rik",0,0,0
"1700065J11Rik",0,0,0
"1700065J18Rik",4.789504682,0,0.832363219
"1700065L07Rik",0,0,0
"1700065O20Rik",0,0,0
"1700066B17Rik",0,0,0
"1700066B19Rik",0.957900936,0.893835314,0
"1700066J03Rik",0,0,0
"1700066M21Rik",417.6448083,433.5101273,261.3620507
"1700066N21Rik",0,0,0
"1700066O22Rik",0,0,0
"1700067G17Rik",0,0,0
"1700067K01Rik",1.915801873,0,0.832363219
"1700067P10Rik",0,0,0.832363219
"1700069L16Rik",0,0,0
"1700069P05Rik",0,0,0
"1700071K01Rik",0,0,0
"1700071M16Rik",10.5369103,12.5136944,9.988358624
"1700072B07Rik",0,0,0
"1700072I22Rik",0,0,0.832363219
"1700072O05Rik",0,0,0
"1700073E17Rik",0.957900936,0.893835314,0.832363219
"1700074H08Rik",0,0,0
"1700074P13Rik",0,0,0
"1700080E11Rik",0,0,0
"1700080N15Rik",0,0,0
"1700080O16Rik",0,0,0
"1700081H04Rik",0,0,0
"1700084C01Rik",128.3587255,109.9417436,68.25378393
"1700084D21Rik",0,0,0
"1700084E18Rik",3.831603746,1.787670628,1.664726437
"1700084F23Rik",0,0,0
"1700084J12Rik",0,0,0
"1700084M14Rik",0,0,0
"1700085C21Rik",0,0,0
"1700086L19Rik",284.4965781,269.9382648,232.229338
"1700086O06Rik",27.77912716,42.90409508,38.28870806
"1700088E04Rik",58.43195712,28.60273005,6.658905749
"1700091H14Rik",0,0,0
"1700092C02Rik",0,0,0
"1700092C10Rik",0,0,0
"1700092E19Rik",0,0,0
"1700092K14Rik",0,1.787670628,0
"1700092M07Rik",0,0,0
"1700093K21Rik",0,0,0.832363219
"1700094D03Rik",84.2952824,64.35614261,43.28288737
"1700094J05Rik",0,0,0
"1700094M24Rik",0,0,0
"1700095A21Rik",0,0,0
"1700095B10Rik",0,0,0
"1700095J12Rik",0,0,0
"1700096J18Rik",0.957900936,0.893835314,0
"1700096K18Rik",20.11591966,26.81505942,22.4738069
"1700096P03Rik",0,0,0
"1700097N02Rik",0,0,0
"1700099I09Rik",0.957900936,0,0
"1700100I10Rik",0,0,0
"1700100L14Rik",0,0,0
"1700101E01Rik",1.915801873,0,0
"1700101I11Rik",31.6107309,19.66437691,16.64726437
"1700101O22Rik",0,0,0
"1700102H20Rik",1.915801873,0,0
"1700102P08Rik",9.579009364,6.256847198,4.994179312
"1700104L18Rik",0,0,0
"1700105P06Rik",2.873702809,1.787670628,1.664726437
"1700106J16Rik",0,0,0
"1700108F19Rik",0,0,0
"1700108J01Rik",0,0,0
"1700109G14Rik",1.915801873,0,0
"1700109G15Rik",0,0,0
"1700109H08Rik",2.873702809,4.46917657,3.329452875
"1700109I08Rik",0,0,0
"1700109K24Rik",5.747405618,10.72602377,12.48544828
"1700110C19Rik",2.873702809,3.575341256,1.664726437
"1700110I01Rik",2.873702809,2.681505942,0.832363219
"1700110I07Rik",0,0,0
"1700110K17Rik",0,0,0
"1700111N16Rik",0,0,0
"1700112E06Rik",3.831603746,5.363011884,3.329452875
"1700112H15Rik",0,0,0
"1700112J05Rik",0,0,0
"1700112J16Rik",11.49481124,10.72602377,10.82072184
"1700113A16Rik",214.5698098,219.8834873,170.6344598
"1700113B09Rik",0,0,0
"1700113H08Rik",0,0,0
"1700116B05Rik",0,0,0
"1700119H24Rik",0,0,0
"1700120C14Rik",2.873702809,0,0.832363219
"1700120E14Rik",0,0,0
"1700120G07Rik",0,0,0
"1700120K04Rik",4.789504682,4.46917657,1.664726437
"1700121L16Rik",0,0,0
"1700121N20Rik",0.957900936,0.893835314,0
"1700122C19Rik",0,0,0
"1700122O11Rik",0,0,0
"1700123I01Rik",0.957900936,0.893835314,0
"1700123J17Rik",0,0,0
"1700123K08Rik",0.957900936,0.893835314,0.832363219
"1700123L14Rik",0,0,0
"1700123M08Rik",35.44233465,18.7705416,14.98253794
"1700123O12Rik",0,0,0
"1700123O20Rik",143.6851405,146.5889915,117.3632138
"1700123O21Rik",0,0,0
"1700124L16Rik",3.831603746,5.363011884,4.994179312
"1700125G02Rik",0.957900936,1.787670628,0
"1700125G22Rik",0,0,1.664726437
"1700125H03Rik",0,0.893835314,0
"1700125H20Rik",0.957900936,3.575341256,0
"1700126H18Rik",0,0,0
"1700128A07Rik",0,0,0
"1700128F08Rik",0,0,0
"1700129C05Rik",0,0,0
"1810006J02Rik",0,0,0
"1810007C17Rik",2.873702809,1.787670628,0.832363219
"1810007D17Rik",0.957900936,0,0
"1810008I18Rik",0,0,0
"1810009A15Rik",173.3800695,145.6951562,96.55413336
"1810009J06Rik",0,0,0
"1810010D01Rik",0,0.893835314,0
"1810010H24Rik",27.77912716,42.01025976,18.31199081
"1810011H11Rik",4.789504682,12.5136944,4.994179312
"1810011O10Rik",10.5369103,10.72602377,9.988358624
"1810012K16Rik",0,0.893835314,0
"1810013A23Rik",0,0,0
"1810013L24Rik",819.9632015,779.4243939,604.2956967
"1810014B01Rik",52.6845515,42.01025976,31.62980231
"1810018F18Rik",0,0,0.832363219
"1810019D21Rik",0.957900936,0,0
"1810020O05Rik",19.15801873,25.02738879,19.14435403
"1810021B22Rik",6.705306555,8.044517827,4.994179312
"1810022K09Rik",279.7070734,263.6814176,170.6344598
"1810024B03Rik",3.831603746,3.575341256,2.497089656
"1810026B05Rik",135.064032,123.3492733,106.542492
"1810026J23Rik",1055.606832,1035.955129,913.9348141
"1810030O07Rik",363.0444549,351.2772784,297.1536691
"1810032O08Rik",21.0738206,24.13355348,17.47962759
"1810034E14Rik",2.873702809,2.681505942,1.664726437
"1810037I17Rik",620.7198068,563.1162479,469.4528553
"1810041H14Rik",0.957900936,0.893835314,0.832363219
"1810041L15Rik",700.2255845,724.0066044,362.9103633
"1810043G02Rik",300.780894,319.0992071,192.2759035
"1810043H04Rik",88.12688615,92.06503735,78.24214255
"1810044D09Rik",2.873702809,10.72602377,0
"1810046K07Rik",0,0,0
"1810053B23Rik",0,0,0
"1810055G02Rik",201.1591966,197.5376044,158.1490115
"1810058I24Rik",163.8010601,160.8903565,112.3690345
"1810062G17Rik",0.957900936,2.681505942,0
"1810062O18Rik",7.663207491,5.363011884,2.497089656
"1810063I02Rik",0,0,0
"1810064F22Rik",0.957900936,0,0
"1810065E05Rik",0,0,0
"2-Mar",694.4781789,696.29770965,531.8800967
"2-Sep",1260.597632,1009.14007,743.3003543
"2010001A14Rik",41.18974026,38.4349185,22.4738069
"2010001E11Rik",2.873702809,5.363011884,2.497089656
"2010003K11Rik",0,0,0
"2010005H15Rik",0,0,0
"2010009K17Rik",0,0,0
"2010010A06Rik",0,1.787670628,0.832363219
"2010012O05Rik",239.4752341,258.3184058,158.1490115
"2010016I18Rik",0,0,0
"2010106C02Rik",0,0,0
"2010106E10Rik",0,0.893835314,0.832363219
"2010107E04Rik",701.1834854,702.5545569,505.2444737
"2010107G12Rik",8.621108428,5.363011884,7.491268968
"2010107G23Rik",145.6009423,182.3424041,136.5075679
"2010109A12Rik",0,0,1.664726437
"2010109I03Rik",0.957900936,0,0
"2010111I01Rik",465.5398551,345.9142665,366.2398162
"2010204K13Rik",102.4954002,106.3664024,87.39813796
"2010300C02Rik",6853.7812,5674.960409,6087.904581
"2010308F09Rik",0.957900936,0.893835314,0
"2010310C07Rik",0,0,0
"2010315B03Rik",203.0749985,177.8732275,134.0104782
"2010320M18Rik",52.6845515,32.17807131,31.62980231
"2200002D01Rik",2.873702809,1.787670628,1.664726437
"2200002J24Rik",0,0,0
"2210010C04Rik",0,0,0
"2210011C24Rik",0.957900936,5.363011884,5.826542531
"2210013O21Rik",221.2751163,244.9108761,170.6344598
"2210015D19Rik",136.9798339,121.5616027,108.2072184
"2210016F16Rik",178.1695742,162.6780272,139.8370207
"2210016L21Rik",1100.628176,1153.047555,852.3399359
"2210018M11Rik",748.1206313,674.8456621,592.6426117
"2210019I11Rik",0,0,0
"2210039B01Rik",0,0,0
"2210404E10Rik",0,0,0
"2210404O09Rik",81.42157959,62.56847198,58.26542531
"2210406O10Rik",9.579009364,22.34588285,10.82072184
"2210407C18Rik",0.957900936,1.787670628,0
"2210408F21Rik",88.12688615,101.0033905,64.92433105
"2210408I21Rik",128.3587255,166.2533684,92.39231727
"2210409D07Rik",2.873702809,1.787670628,0.832363219
"2210409E12Rik",0,0,0
"2210414B05Rik",0,0,0
"2210416O15Rik",5.747405618,11.61985908,1.664726437
"2210417A02Rik",0,0,0
"2210420H20Rik",0,0,0
"2300002M23Rik",0,0,0
"2300003K06Rik",0,0,0
"2300005B03Rik",0,0.893835314,0
"2300009A05Rik",62.26356087,57.2054601,34.95925518
"2310001H17Rik",0,0.893835314,1.664726437
"2310001K24Rik",0,0,0
"2310002D06Rik",0.957900936,3.575341256,1.664726437
"2310002F09Rik",0,0,0
"2310002L09Rik",0.957900936,0,0.832363219
"2310003N18Rik",0,0,0
"2310005A03Rik",0,0,0.832363219
"2310005E17Rik",0.957900936,0.893835314,0
"2310007B03Rik",0,1.787670628,0.832363219
"2310008N11Rik",0,0,0
"2310009A05Rik",49.81084869,52.73628353,34.12689196
"2310009B15Rik",56.51615525,49.16094227,40.78579771
"2310010G23Rik",7.663207491,5.363011884,4.994179312
"2310010J17Rik",10.5369103,13.40752971,8.323632186
"2310011J03Rik",374.5392661,300.3286655,268.0209564
"2310015A10Rik",191.5801873,137.6506384,94.88940693
"2310015D24Rik",0.957900936,0.893835314,1.664726437
"2310016D03Rik",0,0.893835314,0
"2310020H05Rik",0,0.893835314,0.832363219
"2310022A10Rik",262.4648566,267.2567589,210.5878943
"2310022B05Rik",1070.933247,1309.468735,525.221191
"2310030A07Rik",0,0,0
"2310030G06Rik",23.94752341,28.60273005,16.64726437
"2310033P09Rik",138.8956358,133.1814618,122.3573931
"2310034C09Rik",0,0,0
"2310034G01Rik",7.663207491,7.150682513,7.491268968
"2310034O05Rik",2.873702809,0.893835314,0
"2310035C23Rik",958.8588373,976.9619983,774.9301566
"2310036O22Rik",591.9827787,555.07173,428.6670576
"2310039H08Rik",28.73702809,34.85957725,20.80908047
"2310039L15Rik",0.957900936,0,0
"2310040G24Rik",1.915801873,2.681505942,5.826542531
"2310043L19Rik",0,0,0
"2310043O21Rik",0,0,0
"2310045N01Rik",323.7705165,320.8868777,205.593715
"2310045n01rik-mef2b",0,0,0
"2310047M10Rik",356.3391483,325.3560543,238.8882438
"2310050C09Rik",0,0,0
"2310057J18Rik",0,0,0
"2310057M21Rik",204.0328995,236.8663582,158.9813748
"2310057N15Rik",0,0,0
"2310061I04Rik",559.4141469,594.4004839,414.5168829
"2310061N02Rik",0,0,0
"2310065F04Rik",0,0,0
"2310067B10Rik",1606.39987,1284.441346,1452.473817
"2310068J16Rik",2.873702809,3.575341256,4.994179312
"2310069B03Rik",0,0,0
"2310069G16Rik",54.60035337,33.96574193,27.46798622
"2310075C17Rik",15.32641498,8.044517827,7.491268968
"2310079G19Rik",0,0,0
"2310081J21Rik",0.957900936,0.893835314,2.497089656
"2400006E01Rik",0,0,0
"2410002F23Rik",781.6471641,780.3182292,559.3480829
"2410003L11Rik",0,0,0
"2410004B18Rik",210.738206,212.7328047,142.3341104
"2410004I01Rik",1.915801873,0.893835314,2.497089656
"2410004P03Rik",24.90542435,10.72602377,3.329452875
"2410006H16Rik",144.6430414,148.3766621,99.05122302
"2410012E07Rik",0,0,0
"2410015M20Rik",486.6136757,445.1299864,345.4307357
"2410016O06Rik",175.2958714,159.9965212,121.5250299
"2410017I17Rik",0,0,0
"2410018L13Rik",30.65282996,27.70889474,21.64144368
"2410021H03Rik",11.49481124,9.832188455,8.323632186
"2410089E03Rik",695.4360798,699.8730509,520.2270117
"2410124H12Rik",0,0.893835314,0.832363219
"2410127L17Rik",214.5698098,170.722545,124.0221196
"2410131K14Rik",332.3916249,301.2225008,288.8300369
"2410137M14Rik",1.915801873,0,0
"2410141K09Rik",0,0,0
"2500002B13Rik",2.873702809,5.363011884,7.491268968
"2500004C02Rik",106.3270039,91.17120203,86.56577474
"2510002D24Rik",104.4112021,107.2602377,68.25378393
"2510003B16Rik",3.831603746,4.46917657,1.664726437
"2510009E07Rik",1743.379704,1455.163891,1300.983711
"2510039O18Rik",337.1811296,284.2396299,222.2409794
"2610001J05Rik",252.8858472,301.2225008,212.2526208
"2610002M06Rik",1163.849638,1205.783839,849.8428462
"2610005L07Rik",550.7930384,528.2566706,375.3958116
"2610008E11Rik",591.0248778,474.6265518,348.7601886
"2610015P09Rik",84.2952824,79.55134295,43.28288737
"2610016A17Rik",0,0,0
"2610020C07Rik",22.98962247,20.55821222,22.4738069
"2610020H08Rik",9.579009364,7.150682513,1.664726437
