"Gene_ID","GSM4960153","GSM4960154","GSM4960155"
"1190003J15Rik",13,89,9
"1190005F20Rik",441,418,436
"1190005I06Rik",161,80,120
"1190007F08Rik",212,164,153
"1190007I07Rik",95,69,61
"1200007C13Rik",0,0,1
"1200009I06Rik",40,54,42
"1200011I18Rik",1391,1047,1223
"1200011M11Rik",371,301,322
"1200014J11Rik",641,478,453
"1200016B10Rik",357,363,399
"1300001I01Rik",2093,1625,1615
"1300002E11Rik",102,82,93
"1300002K09Rik",6,119,6
"1300010F03Rik",1785,1550,1469
"1300014I06Rik",118,125,96
"1300015D01Rik",3,2,2
"1300017J02Rik",6,332,5
"1300018I17Rik",547,311,394
"1300018J18Rik",431,340,307
"1500001M20Rik",158,128,139
"1500002C15Rik",14,12,11
"1500002F19Rik",3,5,2
"1500002O10Rik",1,0,0
"1500002O20Rik",482,306,291
"1500003O03Rik",2380,1937,2055
"1500009C09Rik",1614,1246,1264
"1500009L16Rik",215,165,128
"1500010J02Rik",638,397,488
"1500011B03Rik",838,533,641
"1500011H22Rik",466,354,468
"1500011K16Rik",657,390,482
"1500012F01Rik",488,310,337
"1500012K07Rik",7,5,7
"1500015O10Rik",404,377,143
"1500016L03Rik",13,70,48
"1500017E21Rik",20,17,12
"1500026H17Rik",101,95,67
"1500031L02Rik",1389,1017,1364
"1500032L24Rik",1285,876,933
"1500035N22Rik",21,14,23
"1520401A03Rik",4,1,1
"1520402A15Rik",583,799,744
"1600002D24Rik",2,0,0
"1600002H07Rik",144,166,120
"1600002K03Rik",53,36,41
"1600010F14Rik",0,0,0
"1600012F09Rik",402,297,276
"1600012H06Rik",372,298,304
"1600012P17Rik",1,0,1
"1600014C10Rik",701,603,596
"1600014K23Rik",0,0,0
"1600015I10Rik",0,0,0
"1600016N20Rik",2,2,1
"1600020E01Rik",139,100,127
"1600021P15Rik",1006,657,721
"1600025M17Rik",0,0,0
"1600027N09Rik",404,288,312
"1600029D21Rik",7,2,0
"1600029I14Rik",13,8,7
"1600029O15Rik",15,5,8
"1700001C02Rik",8,12,6
"1700001C19Rik",1,9,1
"1700001F09Rik",0,0,0
"1700001G01Rik",0,0,1
"1700001G11Rik",10,7,10
"1700001G17Rik",12,2,6
"1700001J04Rik",1,0,0
"1700001J11Rik",1,1,0
"1700001K19Rik",20,14,22
"1700001L05Rik",58,34,31
"1700001L19Rik",219,119,157
"1700001O22Rik",63,25,34
"1700001P01Rik",3,4,2
"1700003D09Rik",21,12,31
"1700003E16Rik",287,180,175
"1700003E24Rik",0,0,0
"1700003F12Rik",16,8,9
"1700003F17Rik",0,0,0
"1700003G13Rik",0,0,0
"1700003G18Rik",2,0,0
"1700003H04Rik",0,0,0
"1700003M02Rik",88,43,46
"1700003M07Rik",59,23,25
"1700006A11Rik",1,0,0
"1700006D18Rik",3,0,0
"1700006E09Rik",2,0,0
"1700006J14Rik",0,0,0
"1700006P19Rik",37,35,32
"1700007B14Rik",25,5,13
"1700007E06Rik",1,1,0
"1700007G11Rik",19,13,7
"1700007I08Rik",27,15,23
"1700007J10Rik",12,4,6
"1700007K09Rik",0,0,2
"1700007K13Rik",29,25,30
"1700007L15Rik",20,14,11
"1700007M16Rik",1,0,0
"1700007P06Rik",6,2,1
"1700008A04Rik",0,0,0
"1700008F21Rik",5,6,10
"1700008I05Rik",1,0,0
"1700008O03Rik",37,24,29
"1700008P02Rik",0,0,1
"1700008P20Rik",0,0,0
"1700009N14Rik",0,0,0
"1700009P17Rik",16,11,11
"1700010B08Rik",0,0,1
"1700010D01Rik",0,0,0
"1700010H22Rik",0,0,0
"1700010I14Rik",19,7,11
"1700010K10Rik",3,0,1
"1700010K24Rik",2,0,2
"1700010L04Rik",0,0,0
"1700010M22Rik",0,0,0
"1700011A15Rik",0,0,0
"1700011E24Rik",0,1,0
"1700011F03Rik",0,0,0
"1700011F14Rik",2,5,2
"1700011H14Rik",4,7,7
"1700011I03Rik",20,11,7
"1700011J10Rik",80,63,61
"1700011L22Rik",0,0,1
"1700011M02Rik",2,0,0
"1700012A03Rik",0,0,1
"1700012A16Rik",20,19,26
"1700012B07Rik",0,0,0
"1700012B09Rik",39,9,6
"1700012B15Rik",235,191,219
"1700012C08Rik",0,0,0
"1700012C14Rik",1,0,1
"1700012L04Rik",0,0,1
"1700012P22Rik",0,0,0
"1700013D24Rik",0,0,1
"1700013F07Rik",20,8,8
"1700013G23Rik",21,14,11
"1700013G24Rik",0,0,0
"1700013H16Rik",0,0,0
"1700013N06Rik",0,0,0
"1700013N18Rik",4,6,2
"1700014D04Rik",7,2,7
"1700014N06Rik",0,0,0
"1700015E13Rik",3,2,3
"1700015F17Rik",11,7,9
"1700015O11Rik",0,0,0
"1700016C15Rik",4,2,2
"1700016D06Rik",2,0,0
"1700016G14Rik",0,1,1
"1700016H13Rik",0,2,0
"1700016K19Rik",51,28,17
"1700016M24Rik",4,0,3
"1700016P03Rik",62,23,36
"1700017B05Rik",180,120,94
"1700017D01Rik",1,0,0
"1700017G19Rik",3,0,1
"1700017J07Rik",0,0,0
"1700017N19Rik",2,1,0
"1700018A04Rik",0,1,1
"1700018A14Rik",2,1,0
"1700018B08Rik",0,0,0
"1700018B24Rik",0,1,0
"1700018C11Rik",1,0,0
"1700018F24Rik",0,0,0
"1700018L24Rik",3,1,0
"1700018M17Rik",3,0,0
"1700019A02Rik",1,0,0
"1700019B03Rik",3,0,2
"1700019B21Rik",0,0,0
"1700019D03Rik",304,205,192
"1700019E08Rik",0,2,0
"1700019E19Rik",189,116,118
"1700019G06Rik",0,0,0
"1700019G17Rik",422,237,299
"1700019G24Rik",7,3,8
"1700019L03Rik",32,20,13
"1700019M22Rik",0,0,0
"1700019N12Rik",54,50,44
"1700019N19Rik",2,0,2
"1700019O17Rik",0,1,0
"1700020A23Rik",3,2,2
"1700020C07Rik",6,0,0
"1700020I14Rik",13839,12090,12753
"1700020L24Rik",6,9,5
"1700020N01Rik",1,1,0
"1700020N15Rik",0,0,0
"1700020O03Rik",1101,794,855
"1700021A07Rik",0,0,0
"1700021C14Rik",15,13,13
"1700021F05Rik",381,258,246
"1700021F07Rik",0,0,1
"1700021J08Rik",7,1,4
"1700021K19Rik",2289,1627,1980
"1700021L23Rik",0,0,0
"1700021N21Rik",2,1,5
"1700021O21Rik",1,2,1
"1700022A21Rik",0,0,0
"1700022I11Rik",10,6,10
"1700022K14Rik",4,3,3
"1700022N22Rik",11,9,6
"1700022P22Rik",3,1,1
"1700023A16Rik",0,2,0
"1700023C21Rik",0,0,0
"1700023E05Rik",5,5,3
"1700023F06Rik",9,4,4
"1700023H06Rik",89,72,53
"1700023I07Rik",0,0,0
"1700023L04Rik",6,3,4
"1700024B05Rik",0,0,0
"1700024G13Rik",7,8,2
"1700024J04Rik",1,0,0
"1700024N20Rik",5,2,2
"1700024P03Rik",3,2,2
"1700024P04Rik",0,0,0
"1700024P16Rik",19,14,26
"1700025C18Rik",0,0,0
"1700025D23Rik",0,0,0
"1700025E21Rik",3,8,9
"1700025F22Rik",0,0,0
"1700025G04Rik",1901,1409,1670
"1700025K23Rik",203,151,160
"1700025N21Rik",1,0,2
"1700025O08Rik",1,0,0
"1700026D08Rik",53,19,20
"1700026D11Rik",1,1,0
"1700026J04Rik",14,9,9
"1700026J12Rik",0,1,0
"1700026J14Rik",12,7,5
"1700026L06Rik",5,6,1
"1700027A07Rik",5,1,3
"1700027A23Rik",30,17,17
"1700027D21Rik",0,2,0
"1700027L20Rik",13,5,5
"1700028E10Rik",13,3,4
"1700028I16Rik",0,0,0
"1700028J19Rik",17,4,9
"1700028K03Rik",90,60,57
"1700028N14Rik",4,0,1
"1700028P14Rik",30,14,14
"1700028P15Rik",0,0,0
"1700029F09Rik",95,90,64
"1700029F12Rik",0,0,0
"1700029G01Rik",11,8,9
"1700029H14Rik",1,1,2
"1700029I01Rik",23,18,27
"1700029I15Rik",15,16,18
"1700029J07Rik",76,47,46
"1700029J11Rik",1,2,2
"1700029M20Rik",0,0,0
"1700029P11Rik",0,0,0
"1700030A11Rik",2,0,0
"1700030C10Rik",9,7,6
"1700030C12Rik",1,2,4
"1700030C14Rik",2,2,0
"1700030F18Rik",1,1,2
"1700030G06Rik",112,81,95
"1700030J22Rik",125,58,87
"1700030K09Rik",213,142,157
"1700031F05Rik",0,0,0
"1700031F10Rik",0,0,0
"1700034E13Rik",0,1,1
"1700034F02Rik",11,5,9
"1700034H14Rik",218,181,193
"1700034H15Rik",31,20,25
"1700034I23Rik",8,10,9
"1700034J04Rik",0,0,0
"1700034J05Rik",9,6,7
"1700034O15Rik",0,0,0
"1700034P13Rik",9,5,3
"1700036A12Rik",1,5,0
"1700036O09Rik",0,0,0
"1700037C06Rik",0,0,0
"1700037C18Rik",72,48,56
"1700037F24Rik",11,4,4
"1700037H04Rik",476,288,467
"1700039E15Rik",0,0,1
"1700039M10Rik",1,1,2
"1700040D17Rik",34,25,20
"1700040I03Rik",140,107,133
"1700040L02Rik",22,13,22
"1700040N02Rik",14,4,7
"1700041G16Rik",1,1,1
"1700041M05Rik",0,0,0
"1700042B14Rik",1,1,0
"1700042G07Rik",0,0,0
"1700042G15Rik",0,0,0
"1700042O10Rik",2,2,2
"1700045H11Rik",0,0,1
"1700045I11Rik",0,0,0
"1700045I19Rik",16,10,15
"1700046C09Rik",0,0,0
"1700047A11Rik",13,10,8
"1700047F07Rik",14,9,10
"1700047G07Rik",0,0,0
"1700047I17Rik2",0,0,0
"1700047K16Rik",36,32,31
"1700048O20Rik",57,54,109
"1700049E15Rik",0,0,0
"1700049E17Rik1",0,0,0
"1700049E17Rik2",0,0,0
"1700049G17Rik",365,295,270
"1700049J03Rik",4,0,2
"1700049L16Rik",1,0,0
"1700051A21Rik",5,5,3
"1700052N19Rik",535,354,476
"1700054M17Rik",1,2,0
"1700054N08Rik",964,523,757
"1700054O13Rik",0,0,0
"1700054O19Rik",0,0,0
"1700055D18Rik",9,7,4
"1700055N04Rik",2,0,0
"1700056E22Rik",0,0,2
"1700056N10Rik",39,21,23
"1700057G04Rik",0,1,0
"1700057H15Rik",0,0,1
"1700057H21Rik",1,0,0
"1700057K13Rik",2,1,1
"1700058C13Rik",0,0,0
"1700058G18Rik",1,1,0
"1700058P15Rik",4,3,1
"1700060C16Rik",0,0,0
"1700060C20Rik",1,0,0
"1700060J05Rik",15,9,15
"1700061E18Rik",0,0,0
"1700061F12Rik",0,0,0
"1700061G19Rik",3,1,2
"1700061H18Rik",0,0,0
"1700061I17Rik",0,0,0
"1700061J05Rik",0,1,2
"1700061J23Rik",0,0,0
"1700062I23Rik",0,2,0
"1700063H04Rik",2,0,0
"1700064E03Rik",3,5,3
"1700064H15Rik",13,8,11
"1700065D16Rik",1,1,0
"1700065I17Rik",0,1,4
"1700066B19Rik",2,3,2
"1700066J03Rik",0,1,2
"1700066J24Rik",0,0,1
"1700066M21Rik",939,754,777
"1700066O22Rik",4,0,2
"1700067G03Rik",0,0,1
"1700067K01Rik",23,22,14
"1700067P10Rik",0,1,0
"1700069B07Rik",31,23,15
"1700069L16Rik",0,2,1
"1700071G01Rik",1,0,0
"1700071K01Rik",10,4,4
"1700071M16Rik",33,12,33
"1700072E05Rik",0,0,0
"1700073E17Rik",3,1,1
"1700074P13Rik",0,0,1
"1700080E11Rik",0,0,0
"1700080G11Rik",1,2,2
"1700080N15Rik",20,14,17
"1700080O16Rik",0,0,0
"1700081H22Rik",4,4,2
"1700081L11Rik",2342,1706,1966
"1700082M22Rik",0,2,3
"1700084C01Rik",224,136,171
"1700084C06Rik",3,1,5
"1700084E18Rik",8,6,3
"1700084J12Rik",2,4,2
"1700084M14Rik",0,0,0
"1700085B03Rik",1,2,1
"1700086D15Rik",15,10,9
"1700086L19Rik",502,274,532
"1700086O06Rik",54,40,34
"1700086P04Rik",0,2,4
"1700087M22Rik",2,0,0
"1700088E04Rik",26,21,13
"1700090G07Rik",0,1,0
"1700091E21Rik",34,24,27
"1700091H14Rik",0,0,0
"1700092C02Rik",0,0,0
"1700092C17Rik",0,0,0
"1700092E19Rik",0,0,0
"1700092K14Rik",0,0,0
"1700092M07Rik",3,1,3
"1700093J21Rik",2,0,2
"1700093K21Rik",1,1,3
"1700094C10Rik",1,0,2
"1700094D03Rik",132,100,104
"1700095A21Rik",1,0,0
"1700095B22Rik",30,16,13
"1700095J03Rik",16,4,6
"1700095J07Rik",1,0,0
"1700095J12Rik",3,1,2
"1700099I09Rik",1,5,0
"1700101E01Rik",5,3,0
"1700101G07Rik",0,0,0
"1700101I11Rik",24,14,17
"1700101I19Rik",0,0,0
"1700102P08Rik",23,20,22
"1700104A03Rik",0,0,0
"1700104B16Rik",0,0,0
"1700106J16Rik",0,0,2
"1700106N22Rik",126,87,120
"1700108M19Rik",0,0,0
"1700108N11Rik",1,0,1
"1700109F18Rik",0,0,0
"1700109G15Rik",0,0,1
"1700109H08Rik",30,38,36
"1700109K24Rik",45,49,33
"1700110I01Rik",1,0,0
"1700110K17Rik",14,4,10
"1700110M21Rik",2,0,0
"1700111E14Rik",14,12,10
"1700112D23Rik",10,5,9
"1700112E06Rik",16,18,12
"1700112J05Rik",0,0,0
"1700112J16Rik",18,12,20
"1700112K13Rik",0,0,0
"1700112M01Rik",1,0,1
"1700113A16Rik",8,9,6
"1700113H08Rik",1,1,1
"1700119I11Rik",0,1,0
"1700120B22Rik",12,9,7
"1700120E14Rik",0,0,1
"1700120G11Rik",0,0,0
"1700121C08Rik",0,0,1
"1700121F15Rik",10,4,7
"1700121N20Rik",0,0,0
"1700122E12Rik",1,0,2
"1700123I01Rik",1,0,0
"1700123K08Rik",3,0,0
"1700123L14Rik",19,5,14
"1700123M08Rik",30,9,21
"1700123O12Rik",0,0,0
"1700123O20Rik",363,307,339
"1700125D06Rik",4,0,0
"1700125G02Rik",3,2,2
"1700125G22Rik",1,1,0
"1700125H03Rik",7,1,4
"1700125H20Rik",2,0,1
"1700128E19Rik",1,0,1
"1700128F08Rik",3,1,0
"1700129C05Rik",0,0,0
"1810006K21Rik",382,250,334
"1810007I06Rik",0,0,0
"1810008A18Rik",587,376,431
"1810008B01Rik",4,3,0
"1810009A15Rik",264,213,222
"1810009J06Rik",0,0,0
"1810009N23Rik",2,2,3
"1810010H24Rik",52,40,23
"1810010K12Rik",6,4,6
"1810011H11Rik",15,5,8
"1810011O10Rik",24,34,15
"1810012K08Rik",7,5,10
"1810012P15Rik",1111,725,811
"1810013D10Rik",1174,825,931
"1810013D15Rik",1,2,0
"1810013L24Rik",1519,1120,1230
"1810014B01Rik",49,30,32
"1810014F10Rik",468,339,414
"1810019D21Rik",1,3,0
"1810019J16Rik",1,3,1
"1810019N24Rik",6,5,6
"1810020D17Rik",411,325,349
"1810020O05Rik",4,0,2
"1810021B22Rik",17,21,17
"1810022K09Rik",74,43,49
"1810024B03Rik",22,13,8
"1810026J23Rik",1065,795,804
"1810027O10Rik",684,493,500
"1810029B16Rik",180,122,140
"1810030J14Rik",0,0,0
"1810030N24Rik",259,164,194
"1810030O07Rik",539,385,434
"1810031K17Rik",476,340,360
"1810032O08Rik",51,25,34
"1810033B17Rik",6,3,3
"1810034E14Rik",15,16,9
"1810035I16Rik",0,0,0
"1810035L17Rik",492,450,552
"1810037I17Rik",600,438,390
"1810041L15Rik",881,520,505
"1810043G02Rik",493,354,443
"1810043H04Rik",232,143,165
"1810046J19Rik",540,402,442
"1810046K07Rik",0,3,0
"1810048J11Rik",1115,746,943
"1810049H13Rik",155,77,98
"1810055G02Rik",212,143,166
"1810058I24Rik",172,139,127
"1810058N05Rik",2,0,1
"1810059C17Rik",1,1,3
"1810059H22Rik",17,9,16
"1810062G17Rik",4,2,1
"1810062O18Rik",25,16,13
"1810063B05Rik",342,266,292
"1810063B07Rik",177,119,133
"1810063I02Rik",0,1,0
"1810064F22Rik",0,1,0
"1810065E05Rik",0,0,1
"1810074P20Rik",943,610,732
"2010001A14Rik",46,31,41
"2010001E11Rik",0,0,2
"2010001K21Rik",36,31,27
"2010001M06Rik",21,30,51
"2010001M09Rik",2,0,2
"2010002M12Rik",47,39,42
"2010002N04Rik",153,113,107
"2010003K11Rik",1,3,0
"2010003O02Rik",67,46,46
"2010005H15Rik",0,0,1
"2010007H06Rik",2,0,5
"2010007H12Rik",236,158,160
"2010011I20Rik",325,169,183
"2010012O05Rik",298,184,192
"2010012P19Rik",4,6,9
"2010013B24Rik",2,0,0
"2010015L04Rik",264,151,204
"2010015M23Rik",10,8,6
"2010016I18Rik",0,1,0
"2010106E10Rik",0,0,3
"2010106G01Rik",1330,1189,1318
"2010107E04Rik",1806,1407,1514
"2010107G12Rik",5,6,9
"2010107G23Rik",517,419,447
"2010107H07Rik",122,94,79
"2010109A12Rik",2,1,1
"2010109I03Rik",6,2,6
"2010109K11Rik",575,341,361
"2010110K18Rik",0,0,0
"2010110P09Rik",18,8,14
"2010111I01Rik",1187,965,1051
"2010204K13Rik",186,79,140
"2010300C02Rik",3963,1532,2622
"2010300F17Rik",1,1,2
"2010305A19Rik",367,293,354
"2010317E24Rik",39,22,23
"2010320O07Rik",5,3,2
"2010321M09Rik",363,331,318
"2200002D01Rik",3,3,3
"2200002J24Rik",0,0,0
"2200002K05Rik",231,166,173
"2210008F06Rik",44,18,31
"2210009G21Rik",242,173,210
"2210010C04Rik",2,0,0
"2210010C17Rik",0,0,1
"2210011C24Rik",6,8,13
"2210012G02Rik",252,166,184
"2210013O21Rik",333,263,285
"2210015D19Rik",448,322,331
"2210016F16Rik",331,243,243
"2210016L21Rik",1588,877,1040
"2210018M11Rik",769,573,746
"2210020M01Rik",37,17,24
"2210021J22Rik",229,154,126
"2210403K04Rik",391,253,293
"2210404J11Rik",99,90,100
"2210404O07Rik",3,6,5
"2210404O09Rik",140,96,126
"2210406O10Rik",44,22,29
"2210407C18Rik",0,1,0
"2210408F21Rik",289,152,178
"2210408I21Rik",749,570,704
"2210409E12Rik",0,0,0
"2210411K11Rik",42,49,29
"2210411M09Rik",1,1,3
"2210414B05Rik",0,1,0
"2210415F13Rik",0,0,3
"2210416O15Rik",10,5,12
"2210417A02Rik",0,0,0
"2210417K05Rik",3,2,4
"2210418O10Rik",0,0,0
"2300002M23Rik",0,0,1
"2300003K06Rik",0,0,0
"2300005B03Rik",0,0,0
"2300009A05Rik",101,74,81
"2310001A20Rik",1365,1086,1220
"2310001H17Rik",8,17,4
"2310001H18Rik",0,0,0
"2310001K24Rik",0,0,1
"2310002F09Rik",33,5,16
"2310002J15Rik",3,0,3
"2310002L09Rik",0,0,0
"2310002L13Rik",0,0,1
"2310003C23Rik",609,469,466
"2310003F16Rik",52,37,46
"2310003H01Rik",226,163,159
"2310003L06Rik",4,0,3
"2310003L22Rik",904,734,730
"2310004I24Rik",300,259,283
"2310004N24Rik",360,231,238
"2310005A03Rik",0,1,2
"2310005G13Rik",0,1,0
"2310006M14Rik",4,2,7
"2310007B03Rik",4,2,1
"2310007L24Rik",3,1,2
"2310008H04Rik",147,71,72
"2310008H09Rik",626,486,536
"2310009B15Rik",71,55,48
"2310010G23Rik",0,0,0
"2310010J17Rik",34,36,31
"2310010M20Rik",1,2,2
"2310011J03Rik",589,369,436
"2310014F06Rik",5,3,3
"2310014H01Rik",86,48,68
"2310014L17Rik",25,21,12
"2310015A10Rik",184,153,149
"2310015B20Rik",4,19,10
"2310016C08Rik",102,71,77
"2310016D23Rik",0,0,0
"2310016G11Rik",3,1,1
"2310016M24Rik",857,602,673
"2310021H06Rik",1,0,0
"2310021P13Rik",2065,1233,1485
"2310022A10Rik",125,57,68
"2310022B05Rik",596,318,375
"2310026I22Rik",6,5,3
"2310026L22Rik",13,12,17
"2310028H24Rik",1171,602,732
"2310028O11Rik",991,660,755
"2310030G06Rik",27,21,24
"2310030N02Rik",192,144,143
"2310031A07Rik",6,1,2
"2310033E01Rik",1,0,1
"2310033P09Rik",107,49,52
"2310034C09Rik",0,0,0
"2310035C23Rik",2879,2049,2598
"2310035K24Rik",274,176,183
"2310036O22Rik",955,679,753
"2310037I24Rik",225,128,145
"2310039H08Rik",79,67,45
"2310040G07Rik",8,1,8
"2310042D19Rik",34,30,36
"2310042E22Rik",6,3,4
"2310043D23Rik",7,4,4
"2310043J07Rik",0,2,2
"2310043M15Rik",3,2,9
"2310044G17Rik",2170,1931,1995
"2310044H10Rik",2146,1264,1526
"2310044K18Rik",3,12,7
"2310045N01Rik",551,390,391
"2310046A06Rik",682,367,476
"2310046K01Rik",16,11,15
"2310046O06Rik",457,337,370
"2310047B19Rik",256,168,163
"2310047M10Rik",299,190,202
"2310050B05Rik",18,20,19
"2310050C09Rik",1,0,0
"2310057J16Rik",275,169,177
"2310057J18Rik",1,1,0
"2310057M21Rik",379,238,260
"2310057N15Rik",0,0,0
"2310058D17Rik",57,40,57
"2310061C15Rik",230,190,204
"2310061I04Rik",210,91,148
"2310061N02Rik",0,0,0
"2310065F04Rik",4,0,1
"2310067B10Rik",722,425,519
"2310069G16Rik",101,67,61
"2310075C17Rik",13,10,16
"2310079F23Rik",161,131,123
"2310079G19Rik",0,0,0
"2310081O03Rik",1,0,0
"2400001E08Rik",713,409,494
"2400003C14Rik",1619,1383,1605
"2400009B08Rik",53,57,63
"2410001C21Rik",1642,1288,1335
"2410002F23Rik",818,529,608
"2410002I01Rik",245,185,205
"2410002O22Rik",2285,1728,2077
"2410003K15Rik",288,218,235
"2410003L11Rik",0,0,1
"2410004A20Rik",3,3,5
"2410004B18Rik",667,579,543
"2410004I01Rik",10,3,3
"2410004N09Rik",77,51,53
"2410004P03Rik",54,47,37
"2410006H16Rik",348,243,219
"2410012M07Rik",0,0,0
"2410015M20Rik",922,720,778
"2410016O06Rik",365,201,276
"2410017I17Rik",2,0,1
"2410017P09Rik",91,65,86
"2410018L13Rik",14,24,20
"2410018M08Rik",179,133,157
"2410019O14Rik",1,0,0
"2410022L05Rik",616,474,500
"2410024N13Rik",0,0,0
"2410042D21Rik",236,159,208
"2410057H14Rik",3,0,5
"2410066E13Rik",3210,2403,2380
"2410075B13Rik",138,96,88
"2410076I21Rik",24,10,20
"2410080I02Rik",10,9,4
"2410089E03Rik",1415,1089,1230
"2410091C18Rik",711,560,610
"2410114N07Rik",0,0,2
"2410124H12Rik",1,19,8
"2410127L17Rik",11,8,8
"2410131K14Rik",624,606,532
"2410133F24Rik",35,34,34
"2410137F16Rik",37,60,46
"2410137M14Rik",0,0,1
"2410141K09Rik",0,0,0
"2410152P15Rik",0,2,0
"2500002B13Rik",13,9,16
"2500003M10Rik",3270,2323,2685
"2500004C02Rik",138,76,93
"2510002D24Rik",221,157,177
"2510003D18Rik",0,0,0
"2510003E04Rik",3638,2325,2841
"2510006D16Rik",1236,801,1001
"2510009E07Rik",1218,810,989
"2510012J08Rik",414,263,290
"2510039O18Rik",534,358,418
"2510046G10Rik",8,6,7
"2510049J12Rik",23,22,22
"2600006K01Rik",12,4,7
"2610001J05Rik",311,211,237
"2610002D18Rik",2,3,5
"2610002I17Rik",216,137,154
"2610002J02Rik",276,236,234
"2610002M06Rik",1522,1117,1327
"2610005L07Rik",252,215,208
"2610008E11Rik",1011,783,824
"2610015P09Rik",153,91,88
"2610017I09Rik",367,174,258
"2610018G03Rik",237,108,325
"2610019F03Rik",329,249,358
"2610020C07Rik",48,47,28
"2610020F03Rik",2,0,2
"2610020H08Rik",46,29,26
"2610021A01Rik",635,586,601
"2610021K21Rik",3,8,2
"2610024D14Rik",4,5,7
"2610024G14Rik",189,131,133
"2610027K06Rik",5,9,4
"2610027L16Rik",266,176,219
"2610028E06Rik",6,4,12
"2610028H24Rik",3,0,1
"2610029G23Rik",568,407,428
"2610029I01Rik",400,301,309
"2610034B18Rik",521,400,417
"2610034M16Rik",80,44,71
"2610035D17Rik",234,169,207
"2610035F20Rik",9,7,11
"2610036A22Rik",1,1,4
"2610037D02Rik",28,15,24
"2610039C10Rik",97,54,63
"2610042L04Rik",4,1,3
"2610044O15Rik",101,46,92
"2610101N10Rik",3080,2438,2656
"2610109H07Rik",13,10,5
"2610203C20Rik",355,293,280
"2610203C22Rik",42,41,37
"2610204G07Rik",4,4,1
"2610204G22Rik",25,11,16
"2610206C17Rik",2,6,2
"2610301B20Rik",969,674,753
"2610301G19Rik",2137,1435,1651
"2610303G11Rik",0,0,0
"2610305D13Rik",15,38,15
"2610307P16Rik",24,12,11
