"Gene_ID","GSM6964918","GSM6964919","GSM6964920"
"ENSMUSG00000000416",6989,6132,6193
"ENSMUSG00000000420",2164,2203,2275
"ENSMUSG00000000435",0,0,0
"ENSMUSG00000000439",860,966,862
"ENSMUSG00000000440",44,83,55
"ENSMUSG00000000441",950,982,870
"ENSMUSG00000000486",62,38,52
"ENSMUSG00000000489",1203,1261,1220
"ENSMUSG00000000530",425,460,476
"ENSMUSG00000000531",1822,1795,1933
"ENSMUSG00000000532",4715,4581,4664
"ENSMUSG00000000538",9549,9716,10013
"ENSMUSG00000000544",0,0,0
"ENSMUSG00000000552",1610,1710,1857
"ENSMUSG00000000555",65,101,97
"ENSMUSG00000000560",2928,2522,3055
"ENSMUSG00000000561",1216,1153,1315
"ENSMUSG00000000562",18,13,24
"ENSMUSG00000000563",8216,8571,9320
"ENSMUSG00000000567",1233,1303,1197
"ENSMUSG00000000568",4936,4676,5087
"ENSMUSG00000000579",40,49,23
"ENSMUSG00000000581",1446,1490,1755
"ENSMUSG00000000594",2214,2482,2423
"ENSMUSG00000000600",1936,1570,1710
"ENSMUSG00000000605",8036,7986,8561
"ENSMUSG00000000606",0,0,0
"ENSMUSG00000000617",0,0,0
"ENSMUSG00000000627",1678,1509,1764
"ENSMUSG00000000628",215,218,192
"ENSMUSG00000000631",4863,4982,4378
"ENSMUSG00000000632",8111,6643,9525
"ENSMUSG00000000673",14,23,9
"ENSMUSG00000000682",34,55,55
"ENSMUSG00000000686",5,23,18
"ENSMUSG00000000690",0,0,0
"ENSMUSG00000000693",192,213,144
"ENSMUSG00000000701",0,0,0
"ENSMUSG00000000706",0,2,5
"ENSMUSG00000000708",1050,1135,898
"ENSMUSG00000000711",5432,5273,5399
"ENSMUSG00000000724",3,0,4
"ENSMUSG00000000730",8,13,10
"ENSMUSG00000000731",10,15,18
"ENSMUSG00000000732",400,385,472
"ENSMUSG00000000738",1706,2132,1827
"ENSMUSG00000000739",40,42,54
"ENSMUSG00000000740",10242,10564,11733
"ENSMUSG00000000743",3896,3872,4165
"ENSMUSG00000000751",2302,2202,2404
"ENSMUSG00000000753",395,376,466
"ENSMUSG00000000759",1541,1640,1553
"ENSMUSG00000000766",21,12,14
"ENSMUSG00000000776",617,584,585
"ENSMUSG00000000782",137,118,175
"ENSMUSG00000000787",9907,10508,10350
"ENSMUSG00000000791",17,21,22
"ENSMUSG00000000792",968,841,1143
"ENSMUSG00000000794",750,697,814
"ENSMUSG00000000804",5149,5274,5185
"ENSMUSG00000000805",1444,1295,1533
"ENSMUSG00000000811",132,167,192
"ENSMUSG00000000817",2,2,0
"ENSMUSG00000000823",2293,2176,2170
"ENSMUSG00000000826",13076,13128,13385
"ENSMUSG00000000827",1682,1766,1877
"ENSMUSG00000000838",2939,2775,2974
"ENSMUSG00000000861",3834,3706,4008
"ENSMUSG00000000869",515,421,573
"ENSMUSG00000000876",483,606,574
"ENSMUSG00000000881",7572,7375,7085
"ENSMUSG00000000884",97,128,160
"ENSMUSG00000000889",24,26,15
"ENSMUSG00000000901",86,113,75
"ENSMUSG00000000902",2060,2237,2373
"ENSMUSG00000000903",15,2,3
"ENSMUSG00000000915",2247,2213,2134
"ENSMUSG00000000916",303,252,298
"ENSMUSG00000000934",431,439,574
"ENSMUSG00000000938",0,0,0
"ENSMUSG00000000942",0,0,0
"ENSMUSG00000000948",397,311,356
"ENSMUSG00000000957",568,553,550
"ENSMUSG00000000958",68,72,79
"ENSMUSG00000000959",1529,1603,1712
"ENSMUSG00000000976",850,686,668
"ENSMUSG00000000982",3,2,1
"ENSMUSG00000000983",18,15,16
"ENSMUSG00000001014",0,0,0
"ENSMUSG00000001016",2232,2293,2300
"ENSMUSG00000001017",5831,5824,6010
"ENSMUSG00000001018",1805,1844,1956
"ENSMUSG00000001020",0,0,0
"ENSMUSG00000001021",15,8,3
"ENSMUSG00000001023",0,0,0
"ENSMUSG00000001025",283,189,243
"ENSMUSG00000001027",2,9,0
"ENSMUSG00000001029",62,88,107
"ENSMUSG00000001034",893,802,896
"ENSMUSG00000001036",6030,6000,5871
"ENSMUSG00000001039",369,353,386
"ENSMUSG00000001052",2030,1791,1989
"ENSMUSG00000001053",556,555,536
"ENSMUSG00000001054",1750,1841,2011
"ENSMUSG00000001056",1042,1010,1180
"ENSMUSG00000001062",1987,1892,1946
"ENSMUSG00000001065",414,464,460
"ENSMUSG00000001076",0,0,0
"ENSMUSG00000001082",618,539,668
"ENSMUSG00000001089",3755,3967,3297
"ENSMUSG00000001095",0,0,0
"ENSMUSG00000001098",806,804,791
"ENSMUSG00000001100",3196,3425,3615
"ENSMUSG00000001103",152,238,193
"ENSMUSG00000001105",1361,1284,1386
"ENSMUSG00000001119",1051,736,1264
"ENSMUSG00000001120",1550,1676,2011
"ENSMUSG00000001123",230,237,296
"ENSMUSG00000001127",5927,5704,6246
"ENSMUSG00000001128",267,216,232
"ENSMUSG00000001131",15,7,4
"ENSMUSG00000001134",74,66,48
"ENSMUSG00000001138",1194,1184,1291
"ENSMUSG00000001143",2087,1774,1848
"ENSMUSG00000001150",1987,1778,1715
"ENSMUSG00000001151",1057,1098,955
"ENSMUSG00000001155",3,0,6
"ENSMUSG00000001156",777,926,895
"ENSMUSG00000001157",1113,1062,1146
"ENSMUSG00000001158",727,724,878
"ENSMUSG00000001166",27,27,24
"ENSMUSG00000001168",0,0,6
"ENSMUSG00000001173",3066,2830,3115
"ENSMUSG00000001175",83101,82703,85646
"ENSMUSG00000001211",9521,9442,8813
"ENSMUSG00000001225",13,5,14
"ENSMUSG00000001227",5026,5098,5380
"ENSMUSG00000001228",73,30,32
"ENSMUSG00000001229",2897,2430,2908
"ENSMUSG00000001240",662,677,763
"ENSMUSG00000001247",115,192,147
"ENSMUSG00000001248",3107,2845,3306
"ENSMUSG00000001249",34,41,25
"ENSMUSG00000001260",931,963,1177
"ENSMUSG00000001270",34281,38583,39837
"ENSMUSG00000001280",1144,1088,949
"ENSMUSG00000001281",27,22,24
"ENSMUSG00000001285",784,914,919
"ENSMUSG00000001288",319,277,404
"ENSMUSG00000001289",3039,2830,3226
"ENSMUSG00000001300",1623,1451,1974
"ENSMUSG00000001305",259,271,254
"ENSMUSG00000001313",2274,2332,2718
"ENSMUSG00000001323",1714,1554,1609
"ENSMUSG00000001333",15,16,11
"ENSMUSG00000001334",2978,3127,3101
"ENSMUSG00000001348",13,11,5
"ENSMUSG00000001349",34,22,97
"ENSMUSG00000001366",3597,3800,4095
"ENSMUSG00000001376",2667,2717,2963
"ENSMUSG00000001380",2102,2266,2551
"ENSMUSG00000001383",4831,4864,4856
"ENSMUSG00000001403",8,15,11
"ENSMUSG00000001415",2799,2651,2515
"ENSMUSG00000001416",3427,3553,3629
"ENSMUSG00000001418",1010,1172,1138
"ENSMUSG00000001419",7650,7904,7618
"ENSMUSG00000001420",42,30,36
"ENSMUSG00000001424",2805,3021,3547
"ENSMUSG00000001435",227,373,296
"ENSMUSG00000001436",558,754,775
"ENSMUSG00000001440",5920,5843,6133
"ENSMUSG00000001441",5398,4841,5316
"ENSMUSG00000001444",6,8,2
"ENSMUSG00000001445",1418,1483,1756
"ENSMUSG00000001467",2371,2318,2519
"ENSMUSG00000001472",18785,19636,21108
"ENSMUSG00000001473",212,207,188
"ENSMUSG00000001482",1618,1448,1467
"ENSMUSG00000001493",55,26,49
"ENSMUSG00000001494",13,2,0
"ENSMUSG00000001496",27,22,14
"ENSMUSG00000001497",0,0,0
"ENSMUSG00000001504",12,2,6
"ENSMUSG00000001506",394,307,716
"ENSMUSG00000001507",639,680,719
"ENSMUSG00000001508",10,16,15
"ENSMUSG00000001510",4,2,0
"ENSMUSG00000001517",60,63,61
"ENSMUSG00000001518",547,556,541
"ENSMUSG00000001520",489,415,460
"ENSMUSG00000001521",798,597,761
"ENSMUSG00000001524",432,496,509
"ENSMUSG00000001525",12662,13346,14695
"ENSMUSG00000001542",943,928,961
"ENSMUSG00000001552",1308,1265,1318
"ENSMUSG00000001555",214,247,247
"ENSMUSG00000001558",17,8,23
"ENSMUSG00000001566",0,0,0
"ENSMUSG00000001569",963,1045,1059
"ENSMUSG00000001576",4107,4079,4200
"ENSMUSG00000001583",0,4,2
"ENSMUSG00000001588",3,12,16
"ENSMUSG00000001604",64,63,51
"ENSMUSG00000001622",0,0,0
"ENSMUSG00000001627",1029,1107,1321
"ENSMUSG00000001630",1073,962,1018
"ENSMUSG00000001632",1174,1120,1004
"ENSMUSG00000001642",1150,1150,1273
"ENSMUSG00000001655",0,0,0
"ENSMUSG00000001656",0,0,0
"ENSMUSG00000001657",0,0,2
"ENSMUSG00000001661",0,0,0
"ENSMUSG00000001663",217,260,275
"ENSMUSG00000001665",59,74,48
"ENSMUSG00000001666",146,123,183
"ENSMUSG00000001670",6,10,1
"ENSMUSG00000001672",19,34,17
"ENSMUSG00000001674",649,732,602
"ENSMUSG00000001687",7331,7270,7462
"ENSMUSG00000001700",809,696,783
"ENSMUSG00000001707",821,732,847
"ENSMUSG00000001729",5904,6280,6619
"ENSMUSG00000001739",11,3,8
"ENSMUSG00000001741",699,616,589
"ENSMUSG00000001750",463,444,487
"ENSMUSG00000001751",372,438,388
"ENSMUSG00000001755",831,830,783
"ENSMUSG00000001761",812,845,794
"ENSMUSG00000001763",1067,1370,1044
"ENSMUSG00000001767",643,640,557
"ENSMUSG00000001768",1141,1135,958
"ENSMUSG00000001773",253,171,203
"ENSMUSG00000001774",3273,2749,2895
"ENSMUSG00000001783",3029,3048,3426
"ENSMUSG00000001785",731,850,865
"ENSMUSG00000001786",1545,1442,1529
"ENSMUSG00000001794",5166,4875,5791
"ENSMUSG00000001802",3296,3203,3386
"ENSMUSG00000001804",0,0,0
"ENSMUSG00000001815",0,0,0
"ENSMUSG00000001819",0,0,0
"ENSMUSG00000001823",0,0,0
"ENSMUSG00000001827",166,1020,23
"ENSMUSG00000001829",1956,1746,1837
"ENSMUSG00000001833",13453,12726,14057
"ENSMUSG00000001844",791,787,964
"ENSMUSG00000001847",11481,11292,12406
"ENSMUSG00000001855",997,973,1037
"ENSMUSG00000001864",389,402,385
"ENSMUSG00000001865",2,0,0
"ENSMUSG00000001870",258,260,319
"ENSMUSG00000001891",3327,3424,3514
"ENSMUSG00000001901",77,60,88
"ENSMUSG00000001909",2112,1922,2241
"ENSMUSG00000001910",4568,4714,4465
"ENSMUSG00000001911",8833,8722,8335
"ENSMUSG00000001918",97,86,109
"ENSMUSG00000001924",10428,11154,11669
"ENSMUSG00000001930",684,469,791
"ENSMUSG00000001942",654,549,601
"ENSMUSG00000001943",369,383,298
"ENSMUSG00000001946",534,513,586
"ENSMUSG00000001948",29,46,26
"ENSMUSG00000001962",640,700,754
"ENSMUSG00000001964",927,973,956
"ENSMUSG00000001983",351,343,328
"ENSMUSG00000001985",1912,1745,1657
"ENSMUSG00000001986",7887,7122,7744
"ENSMUSG00000001988",598,503,564
"ENSMUSG00000001995",2291,2317,1947
"ENSMUSG00000001998",552,439,387
"ENSMUSG00000001999",358,404,483
"ENSMUSG00000002006",3567,3378,3859
"ENSMUSG00000002007",176,149,130
"ENSMUSG00000002010",4323,4534,5117
"ENSMUSG00000002012",2152,2220,2737
"ENSMUSG00000002014",1112,1080,1410
"ENSMUSG00000002015",1708,1912,2073
"ENSMUSG00000002017",1225,1224,1195
"ENSMUSG00000002020",21,23,13
"ENSMUSG00000002028",4718,4324,4351
"ENSMUSG00000002031",1078,1282,1110
"ENSMUSG00000002032",2123,2039,2324
"ENSMUSG00000002033",2,2,4
"ENSMUSG00000002043",191,214,217
"ENSMUSG00000002052",6156,5879,5920
"ENSMUSG00000002055",263,189,265
"ENSMUSG00000002057",2,2,3
"ENSMUSG00000002058",870,1138,1122
"ENSMUSG00000002059",732,810,828
"ENSMUSG00000002064",1289,1290,1425
"ENSMUSG00000002068",429,454,497
"ENSMUSG00000002076",20,9,9
"ENSMUSG00000002083",382,339,474
"ENSMUSG00000002100",3,15,7
"ENSMUSG00000002102",4045,4509,4773
"ENSMUSG00000002103",2225,2375,2379
"ENSMUSG00000002104",9,11,17
"ENSMUSG00000002105",777,828,812
"ENSMUSG00000002107",15296,14096,15104
"ENSMUSG00000002108",190,108,145
"ENSMUSG00000002109",279,193,226
"ENSMUSG00000002111",110,111,202
"ENSMUSG00000002129",2205,2322,2317
"ENSMUSG00000002147",345,382,328
"ENSMUSG00000002190",479,411,472
"ENSMUSG00000002204",26,43,21
"ENSMUSG00000002205",787,734,795
"ENSMUSG00000002210",756,896,984
"ENSMUSG00000002221",1892,1890,1840
"ENSMUSG00000002222",5635,5470,5161
"ENSMUSG00000002227",382,355,356
"ENSMUSG00000002228",14,10,8
"ENSMUSG00000002233",347,345,375
"ENSMUSG00000002240",0,0,0
"ENSMUSG00000002249",93,95,118
"ENSMUSG00000002250",644,740,607
"ENSMUSG00000002257",80,34,57
"ENSMUSG00000002265",10275,9360,9361
"ENSMUSG00000002266",248,167,164
"ENSMUSG00000002274",89,66,62
"ENSMUSG00000002279",451,523,548
"ENSMUSG00000002280",854,860,927
"ENSMUSG00000002289",78,65,84
"ENSMUSG00000002297",51,40,58
"ENSMUSG00000002307",852,934,809
"ENSMUSG00000002308",392,462,473
"ENSMUSG00000002319",1225,1073,1440
"ENSMUSG00000002320",850,925,973
"ENSMUSG00000002324",77,99,84
"ENSMUSG00000002325",323,318,343
"ENSMUSG00000002326",153,188,163
"ENSMUSG00000002329",1348,1440,1426
"ENSMUSG00000002332",1723,1772,2002
"ENSMUSG00000002341",5786,5245,5245
"ENSMUSG00000002342",834,776,935
"ENSMUSG00000002343",1056,997,1159
"ENSMUSG00000002345",515,514,524
"ENSMUSG00000002346",1177,1152,953
"ENSMUSG00000002365",610,624,567
"ENSMUSG00000002372",2725,2676,3212
"ENSMUSG00000002379",921,970,1061
"ENSMUSG00000002384",7,2,4
"ENSMUSG00000002393",608,740,769
"ENSMUSG00000002395",1546,1828,1736
"ENSMUSG00000002396",501,489,525
"ENSMUSG00000002409",758,672,740
"ENSMUSG00000002413",5620,5344,5214
"ENSMUSG00000002416",594,499,516
"ENSMUSG00000002428",1045,1035,979
"ENSMUSG00000002455",1894,1976,2084
"ENSMUSG00000002458",692,703,798
"ENSMUSG00000002459",716,728,706
"ENSMUSG00000002475",1801,1881,2032
"ENSMUSG00000002477",936,939,992
"ENSMUSG00000002486",335,260,288
"ENSMUSG00000002489",3582,4049,3014
"ENSMUSG00000002496",4232,3788,3977
"ENSMUSG00000002500",11,12,10
"ENSMUSG00000002504",1346,1242,1634
"ENSMUSG00000002524",4071,4355,4935
"ENSMUSG00000002546",3350,3432,3200
"ENSMUSG00000002550",1304,1313,1272
"ENSMUSG00000002565",18,22,12
"ENSMUSG00000002578",496,549,497
"ENSMUSG00000002580",191,184,213
"ENSMUSG00000002588",0,50,2
"ENSMUSG00000002602",1623,1729,1699
"ENSMUSG00000002603",271,200,317
"ENSMUSG00000002608",1761,1578,1726
"ENSMUSG00000002617",881,785,767
"ENSMUSG00000002625",2582,2366,2362
"ENSMUSG00000002633",57,63,56
"ENSMUSG00000002635",461,470,521
"ENSMUSG00000002658",1659,1768,1943
"ENSMUSG00000002660",1550,1650,1693
"ENSMUSG00000002661",340,316,412
"ENSMUSG00000002664",13,5,6
"ENSMUSG00000002668",41,62,48
"ENSMUSG00000002679",442,459,441
"ENSMUSG00000002688",582,532,536
"ENSMUSG00000002699",119,105,92
"ENSMUSG00000002718",2386,2495,2435
"ENSMUSG00000002728",1480,1628,1717
"ENSMUSG00000002731",679,636,675
"ENSMUSG00000002732",95,67,68
"ENSMUSG00000002733",1771,1896,1829
"ENSMUSG00000002741",3058,2908,3130
"ENSMUSG00000002748",4484,4163,3826
"ENSMUSG00000002763",2915,2550,2758
"ENSMUSG00000002767",817,857,921
"ENSMUSG00000002768",1009,1031,1173
"ENSMUSG00000002769",17,43,34
"ENSMUSG00000002771",613,703,732
"ENSMUSG00000002778",1784,1832,1873
"ENSMUSG00000002781",651,584,665
"ENSMUSG00000002791",2,0,2
"ENSMUSG00000002797",623,593,559
"ENSMUSG00000002799",1621,1684,1819
"ENSMUSG00000002803",1867,2035,2304
"ENSMUSG00000002804",213,192,185
"ENSMUSG00000002808",5714,5978,6297
"ENSMUSG00000002812",1696,1506,1646
"ENSMUSG00000002814",219,206,199
"ENSMUSG00000002820",741,890,882
"ENSMUSG00000002825",341,345,344
"ENSMUSG00000002831",69,73,69
"ENSMUSG00000002833",2214,2217,2220
"ENSMUSG00000002835",123,135,114
"ENSMUSG00000002844",2574,2685,2993
"ENSMUSG00000002845",320,308,323
"ENSMUSG00000002846",639,565,606
"ENSMUSG00000002847",29,37,43
"ENSMUSG00000002870",218,213,224
"ENSMUSG00000002871",975,839,1006
"ENSMUSG00000002881",1178,1325,1232
"ENSMUSG00000002885",237,280,275
"ENSMUSG00000002897",388,360,344
"ENSMUSG00000002900",1214,1318,1166
"ENSMUSG00000002908",687,671,720
"ENSMUSG00000002910",485,394,467
"ENSMUSG00000002930",9,0,2
"ENSMUSG00000002944",66,56,86
"ENSMUSG00000002948",1739,1572,1734
"ENSMUSG00000002949",1417,1473,1522
"ENSMUSG00000002957",9174,8922,10206
"ENSMUSG00000002963",688,609,680
"ENSMUSG00000002968",2948,3185,3322
"ENSMUSG00000002980",664,803,733
"ENSMUSG00000002981",5968,6206,6590
"ENSMUSG00000002983",295,242,399
"ENSMUSG00000002984",1796,1940,2285
"ENSMUSG00000002985",50111,56530,58424
"ENSMUSG00000002992",0,0,0
"ENSMUSG00000002996",559,582,562
"ENSMUSG00000002997",1732,1833,1919
"ENSMUSG00000003031",1920,1838,1628
"ENSMUSG00000003032",166,179,215
"ENSMUSG00000003033",2211,2271,2302
"ENSMUSG00000003037",1209,1179,1401
"ENSMUSG00000003038",2446,2355,2761
"ENSMUSG00000003039",2878,2926,2738
"ENSMUSG00000003051",10,2,7
"ENSMUSG00000003053",0,0,0
"ENSMUSG00000003062",1409,1342,1597
"ENSMUSG00000003068",2977,2820,2813
"ENSMUSG00000003070",382,346,383
"ENSMUSG00000003072",5540,6638,7157
"ENSMUSG00000003099",3901,3996,4536
"ENSMUSG00000003119",734,879,722
"ENSMUSG00000003123",274,283,245
"ENSMUSG00000003131",8171,8075,8558
"ENSMUSG00000003134",542,506,571
"ENSMUSG00000003135",1183,1134,1198
"ENSMUSG00000003153",4833,4655,5267
"ENSMUSG00000003154",1129,1021,1060
"ENSMUSG00000003161",2208,2118,2413
"ENSMUSG00000003166",2612,2836,3015
"ENSMUSG00000003184",495,569,530
"ENSMUSG00000003190",35,42,40
"ENSMUSG00000003198",255,185,281
"ENSMUSG00000003199",2295,2369,2560
"ENSMUSG00000003200",1375,1351,1315
"ENSMUSG00000003206",21,12,7
"ENSMUSG00000003208",246,288,272
"ENSMUSG00000003226",5092,4875,4163
"ENSMUSG00000003227",18,18,8
"ENSMUSG00000003228",332,299,265
"ENSMUSG00000003233",1667,1779,1539
"ENSMUSG00000003234",1674,1834,2186
"ENSMUSG00000003235",1770,1934,1934
"ENSMUSG00000003269",1740,1774,1873
"ENSMUSG00000003271",300,242,343
"ENSMUSG00000003273",3972,3818,3941
"ENSMUSG00000003279",20524,20030,19704
"ENSMUSG00000003282",92,116,75
"ENSMUSG00000003283",39,69,60
"ENSMUSG00000003299",1489,1437,1673
"ENSMUSG00000003308",2006,1966,2078
"ENSMUSG00000003309",17,24,40
"ENSMUSG00000003316",6650,6217,5859
"ENSMUSG00000003341",3,15,13
"ENSMUSG00000003344",3118,3146,3605
"ENSMUSG00000003345",6613,6433,6914
"ENSMUSG00000003346",4964,5294,6067
"ENSMUSG00000003348",78,80,89
"ENSMUSG00000003352",7305,7464,8020
"ENSMUSG00000003354",222,200,240
"ENSMUSG00000003355",29,15,20
"ENSMUSG00000003360",2566,2469,2488
"ENSMUSG00000003363",14197,14344,17236
"ENSMUSG00000003378",8942,9022,10141
"ENSMUSG00000003379",5,20,6
"ENSMUSG00000003380",4177,4990,5313
"ENSMUSG00000003382",1118,1206,1133
"ENSMUSG00000003402",2300,2355,2366
"ENSMUSG00000003410",7537,7041,7749
"ENSMUSG00000003411",1816,1800,2318
"ENSMUSG00000003418",189,168,165
"ENSMUSG00000003420",572,546,644
"ENSMUSG00000003421",1365,1467,1619
"ENSMUSG00000003423",614,586,713
"ENSMUSG00000003429",1949,2070,2318
"ENSMUSG00000003435",3555,3646,3575
"ENSMUSG00000003436",96,79,65
"ENSMUSG00000003437",1672,1584,1758
"ENSMUSG00000003438",890,1061,1095
"ENSMUSG00000003444",260,306,331
"ENSMUSG00000003452",1897,1673,1873
"ENSMUSG00000003458",1920,2275,2122
"ENSMUSG00000003464",2514,2735,2874
"ENSMUSG00000003469",16815,17576,17804
"ENSMUSG00000003476",118,222,63
"ENSMUSG00000003477",41,74,29
"ENSMUSG00000003484",3,3,7
"ENSMUSG00000003500",1216,1392,1473
"ENSMUSG00000003505",0,0,0
"ENSMUSG00000003518",4408,4338,4204
"ENSMUSG00000003526",946,1044,974
"ENSMUSG00000003527",891,1039,954
"ENSMUSG00000003528",1252,1160,1301
"ENSMUSG00000003531",1383,1604,1701
"ENSMUSG00000003534",3432,3878,3314
"ENSMUSG00000003541",146,178,214
"ENSMUSG00000003545",264,280,269
"ENSMUSG00000003546",734,737,649
"ENSMUSG00000003549",529,441,441
"ENSMUSG00000003555",0,0,0
"ENSMUSG00000003559",337,320,341
"ENSMUSG00000003573",929,1061,992
"ENSMUSG00000003575",8564,8369,7938
"ENSMUSG00000003581",815,826,821
"ENSMUSG00000003585",1798,1822,1668
"ENSMUSG00000003604",258,261,260
"ENSMUSG00000003617",578,547,698
"ENSMUSG00000003623",1158,1043,1011
"ENSMUSG00000003644",569,539,582
"ENSMUSG00000003657",1190,1171,1191
"ENSMUSG00000003660",4103,4287,3901
"ENSMUSG00000003662",1697,1847,1966
"ENSMUSG00000003665",14,21,37
"ENSMUSG00000003680",539,527,600
"ENSMUSG00000003721",2144,2170,2393
"ENSMUSG00000003731",3764,3431,3263
"ENSMUSG00000003746",3928,3073,3801
"ENSMUSG00000003752",146,96,106
"ENSMUSG00000003762",495,486,489
"ENSMUSG00000003778",1456,1704,1593
"ENSMUSG00000003779",66,60,87
"ENSMUSG00000003808",957,1024,1043
"ENSMUSG00000003809",966,914,902
"ENSMUSG00000003810",3944,3731,3597
"ENSMUSG00000003812",150,156,162
"ENSMUSG00000003813",1274,1252,1461
"ENSMUSG00000003814",10183,9401,9569
"ENSMUSG00000003824",162,147,162
"ENSMUSG00000003847",3843,3939,3639
"ENSMUSG00000003848",934,915,938
"ENSMUSG00000003849",155,259,133
"ENSMUSG00000003863",6168,6273,6271
"ENSMUSG00000003865",655,730,605
"ENSMUSG00000003868",796,776,924
"ENSMUSG00000003872",861,875,989
"ENSMUSG00000003873",608,677,783
"ENSMUSG00000003882",28,9,7
"ENSMUSG00000003923",1408,1461,1479
"ENSMUSG00000003929",1203,1148,1152
"ENSMUSG00000003934",5665,5180,5485
"ENSMUSG00000003948",14544,13209,15404
"ENSMUSG00000003949",5502,6786,5893
"ENSMUSG00000003955",865,798,865
"ENSMUSG00000003970",9175,9666,10604
"ENSMUSG00000003974",1631,1550,1484
"ENSMUSG00000003992",1805,1850,2115
"ENSMUSG00000004018",253,239,257
"ENSMUSG00000004031",2854,2800,2861
"ENSMUSG00000004032",3316,3440,3656
"ENSMUSG00000004035",755,968,922
"ENSMUSG00000004038",2,7,9
"ENSMUSG00000004040",1723,1735,1575
"ENSMUSG00000004043",75,52,57
"ENSMUSG00000004044",795,842,1066
"ENSMUSG00000004054",901,997,964
"ENSMUSG00000004056",3191,3383,3234
"ENSMUSG00000004069",2303,2173,2337
"ENSMUSG00000004070",1693,1692,2033
"ENSMUSG00000004071",8227,8163,8823
"ENSMUSG00000004085",350,236,296
"ENSMUSG00000004096",1515,1680,1753
"ENSMUSG00000004098",106,113,122
"ENSMUSG00000004099",1413,1417,1453
"ENSMUSG00000004100",541,540,564
"ENSMUSG00000004105",154,355,176
"ENSMUSG00000004110",12683,11054,10516
"ENSMUSG00000004113",3879,3471,3636
"ENSMUSG00000004127",249,242,249
"ENSMUSG00000004151",5557,4769,5391
"ENSMUSG00000004187",16018,17419,18001
"ENSMUSG00000004207",46535,52410,49570
"ENSMUSG00000004221",1671,1513,1643
"ENSMUSG00000004231",7,13,14
"ENSMUSG00000004233",253,200,180
"ENSMUSG00000004263",190,206,198
"ENSMUSG00000004264",1585,1752,1766
"ENSMUSG00000004266",171,134,117
