"Gene_ID","GSM6435238","GSM6435239","GSM6435240","GSM6435241"
"ENSMUSG00000048581",147,134,129,97
"ENSMUSG00000048582",2,0,7,2
"ENSMUSG00000048583",39,65,69,36
"ENSMUSG00000048592",1,0,1,0
"ENSMUSG00000048600",6,4,2,5
"ENSMUSG00000048602",55,26,43,40
"ENSMUSG00000048603",70,73,98,96
"ENSMUSG00000048612",99,109,122,125
"ENSMUSG00000048616",287,184,233,203
"ENSMUSG00000048617",61,34,42,30
"ENSMUSG00000048620",0,0,0,0
"ENSMUSG00000048621",0,2,2,0
"ENSMUSG00000048626",0,0,0,0
"ENSMUSG00000048628",0,0,0,0
"ENSMUSG00000048636",4,0,0,0
"ENSMUSG00000048643",0,0,0,0
"ENSMUSG00000048644",6512,6131,6261,5962
"ENSMUSG00000048647",31,28,42,16
"ENSMUSG00000048652",4,4,2,2
"ENSMUSG00000048655",1,2,1,0
"ENSMUSG00000048661",1161,1031,965,1184
"ENSMUSG00000048668",181,159,134,148
"ENSMUSG00000048677",70,64,66,58
"ENSMUSG00000048686",0,0,0,0
"ENSMUSG00000048693",0,0,0,0
"ENSMUSG00000048696",491,530,635,401
"ENSMUSG00000048697",0,0,0,0
"ENSMUSG00000048699",0,0,0,0
"ENSMUSG00000048701",781,777,974,821
"ENSMUSG00000048703",1,0,1,1
"ENSMUSG00000048706",252,231,240,267
"ENSMUSG00000048707",376,280,286,308
"ENSMUSG00000048709",4,1,0,8
"ENSMUSG00000048720",420,404,433,394
"ENSMUSG00000048721",37,72,82,46
"ENSMUSG00000048728",65,68,83,64
"ENSMUSG00000048731",53,49,57,56
"ENSMUSG00000048732",504,528,644,508
"ENSMUSG00000048745",0,0,0,0
"ENSMUSG00000048747",58,46,55,64
"ENSMUSG00000048752",7,7,11,7
"ENSMUSG00000048755",357,316,317,296
"ENSMUSG00000048756",2534,1955,1915,1876
"ENSMUSG00000048758",1551,1511,1492,1526
"ENSMUSG00000048763",0,0,0,0
"ENSMUSG00000048764",0,0,0,0
"ENSMUSG00000048766",1,0,0,0
"ENSMUSG00000048772",21,20,18,35
"ENSMUSG00000048775",0,0,0,0
"ENSMUSG00000048776",65,26,77,39
"ENSMUSG00000048779",73,32,51,46
"ENSMUSG00000048782",87,70,80,93
"ENSMUSG00000048787",368,362,410,350
"ENSMUSG00000048794",76,70,64,42
"ENSMUSG00000048796",593,496,420,520
"ENSMUSG00000048799",887,863,935,1000
"ENSMUSG00000048806",0,0,0,0
"ENSMUSG00000048807",525,481,420,449
"ENSMUSG00000048810",0,0,0,0
"ENSMUSG00000048814",3757,3908,4651,3917
"ENSMUSG00000048824",0,0,0,0
"ENSMUSG00000048826",2012,1698,1206,1476
"ENSMUSG00000048827",77,40,69,43
"ENSMUSG00000048830",0,0,0,0
"ENSMUSG00000048832",442,383,350,423
"ENSMUSG00000048833",1106,1025,1134,1040
"ENSMUSG00000048834",2503,2431,2726,2633
"ENSMUSG00000048852",3,4,4,7
"ENSMUSG00000048856",79,74,68,69
"ENSMUSG00000048865",84,74,61,53
"ENSMUSG00000048874",1743,1487,1730,1819
"ENSMUSG00000048875",0,0,0,0
"ENSMUSG00000048878",1094,973,1036,1093
"ENSMUSG00000048895",6399,6062,7092,6454
"ENSMUSG00000048897",368,445,384,398
"ENSMUSG00000048899",235,216,231,230
"ENSMUSG00000048904",4,3,9,0
"ENSMUSG00000048905",239,224,251,194
"ENSMUSG00000048911",988,890,965,904
"ENSMUSG00000048915",557,419,420,472
"ENSMUSG00000048916",3,2,0,6
"ENSMUSG00000048919",0,0,0,0
"ENSMUSG00000048920",1407,1268,1290,1197
"ENSMUSG00000048921",101,88,93,126
"ENSMUSG00000048922",0,8,0,4
"ENSMUSG00000048924",77,59,77,44
"ENSMUSG00000048930",630,585,589,577
"ENSMUSG00000048933",0,0,0,0
"ENSMUSG00000048938",0,0,0,0
"ENSMUSG00000048939",356,324,316,230
"ENSMUSG00000048949",255,254,254,212
"ENSMUSG00000048960",2129,1739,1764,1658
"ENSMUSG00000048965",194,187,216,188
"ENSMUSG00000048967",236,181,151,179
"ENSMUSG00000048970",316,314,321,287
"ENSMUSG00000048978",10143,8628,7619,8680
"ENSMUSG00000048981",0,0,0,0
"ENSMUSG00000048982",0,0,0,0
"ENSMUSG00000048988",655,601,658,573
"ENSMUSG00000048992",0,0,0,0
"ENSMUSG00000048994",0,0,0,0
"ENSMUSG00000048996",2,4,10,6
"ENSMUSG00000048997",377,255,264,330
"ENSMUSG00000049001",322,508,423,644
"ENSMUSG00000049008",0,0,0,0
"ENSMUSG00000049010",0,0,0,0
"ENSMUSG00000049011",0,0,0,0
"ENSMUSG00000049013",0,0,0,0
"ENSMUSG00000049015",0,0,0,0
"ENSMUSG00000049018",0,0,0,0
"ENSMUSG00000049028",0,0,0,0
"ENSMUSG00000049036",383,438,409,369
"ENSMUSG00000049037",8,0,3,4
"ENSMUSG00000049038",135,143,159,145
"ENSMUSG00000049041",0,0,0,0
"ENSMUSG00000049044",17901,13881,10413,13562
"ENSMUSG00000049047",1088,935,998,1061
"ENSMUSG00000049052",0,0,0,0
"ENSMUSG00000049057",0,0,0,0
"ENSMUSG00000049062",0,0,0,0
"ENSMUSG00000049073",0,0,0,0
"ENSMUSG00000049076",2289,1957,2316,2417
"ENSMUSG00000049086",257,264,206,210
"ENSMUSG00000049090",695,569,548,602
"ENSMUSG00000049091",492,466,503,365
"ENSMUSG00000049092",905,859,1057,747
"ENSMUSG00000049093",0,0,0,0
"ENSMUSG00000049094",0,0,0,0
"ENSMUSG00000049097",1323,1070,1237,1230
"ENSMUSG00000049098",0,0,0,0
"ENSMUSG00000049100",5554,5307,5305,5537
"ENSMUSG00000049103",7,21,15,6
"ENSMUSG00000049106",2168,1974,1980,1943
"ENSMUSG00000049107",12,24,38,4
"ENSMUSG00000049109",0,0,0,3
"ENSMUSG00000049112",109,140,286,169
"ENSMUSG00000049115",9,8,11,9
"ENSMUSG00000049119",620,682,742,670
"ENSMUSG00000049122",128,126,144,125
"ENSMUSG00000049123",2,0,1,1
"ENSMUSG00000049124",14,9,4,3
"ENSMUSG00000049128",0,0,0,0
"ENSMUSG00000049130",10,5,12,17
"ENSMUSG00000049133",0,0,0,0
"ENSMUSG00000049134",26,27,44,29
"ENSMUSG00000049148",133,172,334,163
"ENSMUSG00000049149",0,0,0,0
"ENSMUSG00000049152",0,0,0,0
"ENSMUSG00000049154",12,13,24,30
"ENSMUSG00000049160",10,3,21,8
"ENSMUSG00000049164",313,365,333,345
"ENSMUSG00000049168",0,0,0,0
"ENSMUSG00000049173",0,0,0,0
"ENSMUSG00000049176",1984,1819,1838,1928
"ENSMUSG00000049184",343,304,330,375
"ENSMUSG00000049191",381,373,520,427
"ENSMUSG00000049202",0,0,0,0
"ENSMUSG00000049214",0,6,0,3
"ENSMUSG00000049217",0,0,0,0
"ENSMUSG00000049225",2801,2577,2545,3075
"ENSMUSG00000049229",0,0,0,0
"ENSMUSG00000049230",147,146,192,152
"ENSMUSG00000049231",0,2,0,0
"ENSMUSG00000049232",237,217,280,199
"ENSMUSG00000049233",12,25,35,28
"ENSMUSG00000049235",7,4,0,2
"ENSMUSG00000049241",28,36,28,25
"ENSMUSG00000049246",0,0,0,0
"ENSMUSG00000049249",0,0,0,0
"ENSMUSG00000049252",1053,1006,1296,1009
"ENSMUSG00000049265",732,557,470,501
"ENSMUSG00000049280",0,0,0,0
"ENSMUSG00000049281",1479,1750,2663,1928
"ENSMUSG00000049285",62,48,59,55
"ENSMUSG00000049287",136,146,164,140
"ENSMUSG00000049288",436,436,412,426
"ENSMUSG00000049291",0,0,0,0
"ENSMUSG00000049295",715,621,610,714
"ENSMUSG00000049299",301,300,279,296
"ENSMUSG00000049300",184,182,225,204
"ENSMUSG00000049303",475,473,385,481
"ENSMUSG00000049305",473,470,482,495
"ENSMUSG00000049307",4,9,14,2
"ENSMUSG00000049313",9157,8079,6543,8433
"ENSMUSG00000049314",0,2,0,0
"ENSMUSG00000049315",0,0,0,0
"ENSMUSG00000049321",469,426,383,423
"ENSMUSG00000049323",1016,925,1042,874
"ENSMUSG00000049327",740,703,751,733
"ENSMUSG00000049334",0,0,0,0
"ENSMUSG00000049336",1723,1666,2162,1275
"ENSMUSG00000049339",4066,3676,3742,3602
"ENSMUSG00000049349",7,7,13,6
"ENSMUSG00000049350",0,0,0,0
"ENSMUSG00000049353",7,9,19,9
"ENSMUSG00000049354",5046,4819,5893,4837
"ENSMUSG00000049357",10,12,0,7
"ENSMUSG00000049362",0,0,0,0
"ENSMUSG00000049372",0,0,0,0
"ENSMUSG00000049382",4,4,23,0
"ENSMUSG00000049387",2,0,3,3
"ENSMUSG00000049396",10,8,2,10
"ENSMUSG00000049401",516,507,475,528
"ENSMUSG00000049404",16,11,23,6
"ENSMUSG00000049409",0,1,3,1
"ENSMUSG00000049410",0,0,0,1
"ENSMUSG00000049411",144,120,175,126
"ENSMUSG00000049414",22,82,35,15
"ENSMUSG00000049420",342,315,342,375
"ENSMUSG00000049421",1215,1048,1268,1251
"ENSMUSG00000049422",1694,1518,1279,1481
"ENSMUSG00000049427",0,4,3,4
"ENSMUSG00000049436",16,18,51,20
"ENSMUSG00000049439",237,208,167,159
"ENSMUSG00000049456",0,0,0,0
"ENSMUSG00000049460",0,0,0,0
"ENSMUSG00000049470",4371,4206,5428,4283
"ENSMUSG00000049476",2,0,0,0
"ENSMUSG00000049477",10,5,2,12
"ENSMUSG00000049482",289,241,252,211
"ENSMUSG00000049488",210,177,213,225
"ENSMUSG00000049489",230,185,225,208
"ENSMUSG00000049491",0,0,0,0
"ENSMUSG00000049493",288,292,178,310
"ENSMUSG00000049498",0,0,0,0
"ENSMUSG00000049502",146,106,98,120
"ENSMUSG00000049504",435,361,428,436
"ENSMUSG00000049506",0,0,0,0
"ENSMUSG00000049511",125,164,164,131
"ENSMUSG00000049515",18,21,19,14
"ENSMUSG00000049516",360,420,639,434
"ENSMUSG00000049517",1938,1773,1570,1651
"ENSMUSG00000049521",435,401,316,360
"ENSMUSG00000049526",24,36,20,16
"ENSMUSG00000049528",0,0,0,0
"ENSMUSG00000049530",3,3,5,6
"ENSMUSG00000049532",881,955,1007,1029
"ENSMUSG00000049536",554,519,501,531
"ENSMUSG00000049537",4,8,6,11
"ENSMUSG00000049538",71,86,70,78
"ENSMUSG00000049539",0,0,0,1
"ENSMUSG00000049548",0,0,0,0
"ENSMUSG00000049550",2633,2454,2846,2751
"ENSMUSG00000049551",154,133,124,115
"ENSMUSG00000049553",621,548,655,608
"ENSMUSG00000049555",68,57,127,56
"ENSMUSG00000049556",9001,7873,8068,7970
"ENSMUSG00000049560",0,0,0,2
"ENSMUSG00000049561",0,0,0,0
"ENSMUSG00000049562",111,97,91,84
"ENSMUSG00000049565",0,3,2,0
"ENSMUSG00000049571",57,80,83,59
"ENSMUSG00000049573",0,0,0,0
"ENSMUSG00000049576",0,0,0,0
"ENSMUSG00000049577",1192,1020,598,964
"ENSMUSG00000049580",44,57,43,38
"ENSMUSG00000049583",3804,4060,5238,3605
"ENSMUSG00000049588",5,5,9,3
"ENSMUSG00000049593",0,0,0,0
"ENSMUSG00000049598",17,5,8,1
"ENSMUSG00000049600",612,484,509,530
"ENSMUSG00000049604",0,0,0,0
"ENSMUSG00000049605",0,0,0,0
"ENSMUSG00000049606",1210,1159,1429,1259
"ENSMUSG00000049608",47,24,36,23
"ENSMUSG00000049612",3052,2528,2782,2552
"ENSMUSG00000049618",0,0,0,1
"ENSMUSG00000049620",0,0,0,0
"ENSMUSG00000049624",511,485,499,477
"ENSMUSG00000049625",81,43,50,55
"ENSMUSG00000049630",1051,1096,1344,1119
"ENSMUSG00000049641",0,5,1,3
"ENSMUSG00000049643",458,341,410,342
"ENSMUSG00000049648",0,0,0,0
"ENSMUSG00000049649",80,91,87,95
"ENSMUSG00000049653",0,5,1,0
"ENSMUSG00000049657",185,172,268,199
"ENSMUSG00000049658",779,706,784,733
"ENSMUSG00000049659",1716,1657,1817,1726
"ENSMUSG00000049670",833,899,1044,1001
"ENSMUSG00000049672",580,517,532,603
"ENSMUSG00000049674",0,0,0,0
"ENSMUSG00000049676",14,4,27,22
"ENSMUSG00000049680",1452,1280,1210,1303
"ENSMUSG00000049685",0,3,0,0
"ENSMUSG00000049686",92,108,126,132
"ENSMUSG00000049687",14,8,13,8
"ENSMUSG00000049690",79,80,109,67
"ENSMUSG00000049691",0,0,0,0
"ENSMUSG00000049692",3,6,7,4
"ENSMUSG00000049694",0,0,0,0
"ENSMUSG00000049699",0,0,0,0
"ENSMUSG00000049708",0,0,0,0
"ENSMUSG00000049709",1,6,0,13
"ENSMUSG00000049717",188,210,284,205
"ENSMUSG00000049719",2,0,0,0
"ENSMUSG00000049721",376,227,190,234
"ENSMUSG00000049723",6,4,0,1
"ENSMUSG00000049728",328,367,335,274
"ENSMUSG00000049734",0,0,0,0
"ENSMUSG00000049737",0,0,0,0
"ENSMUSG00000049739",527,484,552,501
"ENSMUSG00000049740",0,0,0,0
"ENSMUSG00000049741",0,0,0,0
"ENSMUSG00000049744",372,327,244,365
"ENSMUSG00000049751",11,10,7,6
"ENSMUSG00000049755",545,467,548,492
"ENSMUSG00000049758",0,2,0,0
"ENSMUSG00000049760",263,261,197,261
"ENSMUSG00000049761",0,0,0,0
"ENSMUSG00000049764",409,357,501,423
"ENSMUSG00000049775",7801,7439,6905,7275
"ENSMUSG00000049791",347,262,361,219
"ENSMUSG00000049792",1006,798,769,928
"ENSMUSG00000049796",128,116,160,110
"ENSMUSG00000049797",0,0,0,0
"ENSMUSG00000049799",3,2,4,1
"ENSMUSG00000049800",738,633,650,652
"ENSMUSG00000049804",1424,1312,1736,1223
"ENSMUSG00000049806",0,0,0,0
"ENSMUSG00000049807",3101,2482,2150,2667
"ENSMUSG00000049809",0,0,0,0
"ENSMUSG00000049811",48,44,78,53
"ENSMUSG00000049815",0,0,0,0
"ENSMUSG00000049823",92,72,73,82
"ENSMUSG00000049832",2,2,3,1
"ENSMUSG00000049843",0,0,0,0
"ENSMUSG00000049848",0,0,0,0
"ENSMUSG00000049858",211,152,188,193
"ENSMUSG00000049864",0,0,0,0
"ENSMUSG00000049866",1649,1367,1403,1316
"ENSMUSG00000049871",24,14,24,16
"ENSMUSG00000049872",165,131,123,164
"ENSMUSG00000049878",792,716,827,710
"ENSMUSG00000049881",239,233,193,249
"ENSMUSG00000049882",339,202,179,207
"ENSMUSG00000049891",9,4,9,5
"ENSMUSG00000049892",56,75,66,58
"ENSMUSG00000049894",0,0,0,0
"ENSMUSG00000049897",9,4,4,4
"ENSMUSG00000049902",0,0,0,0
"ENSMUSG00000049904",88,78,109,109
"ENSMUSG00000049907",1542,1351,1344,1512
"ENSMUSG00000049908",0,0,0,0
"ENSMUSG00000049916",6,17,17,13
"ENSMUSG00000049922",338,365,333,321
"ENSMUSG00000049926",0,1,0,0
"ENSMUSG00000049928",97,59,101,54
"ENSMUSG00000049929",31,44,34,42
"ENSMUSG00000049932",645,562,586,576
"ENSMUSG00000049939",2547,1928,2145,2157
"ENSMUSG00000049940",1628,1575,1732,1563
"ENSMUSG00000049946",163,127,134,167
"ENSMUSG00000049950",72,51,74,62
"ENSMUSG00000049957",315,322,423,396
"ENSMUSG00000049960",219,181,190,198
"ENSMUSG00000049969",159,145,158,162
"ENSMUSG00000049971",405,353,366,371
"ENSMUSG00000049972",0,0,0,0
"ENSMUSG00000049985",44,46,62,52
"ENSMUSG00000049988",7,22,18,17
"ENSMUSG00000049999",227,225,219,174
"ENSMUSG00000050002",252,223,197,209
"ENSMUSG00000050010",45,52,35,227
"ENSMUSG00000050014",9,8,14,14
"ENSMUSG00000050015",0,0,0,0
"ENSMUSG00000050017",1149,1019,1046,1100
"ENSMUSG00000050022",188,243,316,210
"ENSMUSG00000050023",0,0,0,0
"ENSMUSG00000050028",0,0,0,0
"ENSMUSG00000050029",1024,829,920,842
"ENSMUSG00000050030",0,0,0,0
"ENSMUSG00000050035",22,15,18,16
"ENSMUSG00000050043",3049,2689,2809,2985
"ENSMUSG00000050050",9,10,9,13
"ENSMUSG00000050052",363,286,392,346
"ENSMUSG00000050058",0,0,0,0
"ENSMUSG00000050063",30,53,11,57
"ENSMUSG00000050064",504,483,562,401
"ENSMUSG00000050066",0,0,0,0
"ENSMUSG00000050069",451,528,715,408
"ENSMUSG00000050071",504,512,652,497
"ENSMUSG00000050074",24,11,26,14
"ENSMUSG00000050075",3,0,4,1
"ENSMUSG00000050079",460,363,440,384
"ENSMUSG00000050085",0,0,0,0
"ENSMUSG00000050087",10,1,6,3
"ENSMUSG00000050088",360,361,445,362
"ENSMUSG00000050089",0,0,0,0
"ENSMUSG00000050092",0,0,0,0
"ENSMUSG00000050097",1,1,0,1
"ENSMUSG00000050100",0,0,0,0
"ENSMUSG00000050102",0,0,0,0
"ENSMUSG00000050103",132,117,79,127
"ENSMUSG00000050105",74,52,65,46
"ENSMUSG00000050106",20,12,31,6
"ENSMUSG00000050107",4,0,3,4
"ENSMUSG00000050108",4,5,1,2
"ENSMUSG00000050114",0,2,1,0
"ENSMUSG00000050121",596,577,363,451
"ENSMUSG00000050122",16,19,28,16
"ENSMUSG00000050128",0,0,0,0
"ENSMUSG00000050132",596,522,537,641
"ENSMUSG00000050134",0,0,0,0
"ENSMUSG00000050138",432,353,247,350
"ENSMUSG00000050141",191,208,153,222
"ENSMUSG00000050144",1710,1692,1773,1721
"ENSMUSG00000050147",3,10,9,5
"ENSMUSG00000050148",4723,4446,4871,4306
"ENSMUSG00000050150",11,3,9,10
"ENSMUSG00000050157",7,8,14,4
"ENSMUSG00000050158",0,0,0,0
"ENSMUSG00000050164",389,351,338,319
"ENSMUSG00000050174",31,30,30,32
"ENSMUSG00000050179",0,0,1,0
"ENSMUSG00000050188",82,85,89,80
"ENSMUSG00000050189",0,0,0,0
"ENSMUSG00000050190",0,0,0,0
"ENSMUSG00000050192",1540,1384,1467,1396
"ENSMUSG00000050195",3,10,14,9
"ENSMUSG00000050197",0,0,0,0
"ENSMUSG00000050198",0,0,0,0
"ENSMUSG00000050199",746,704,744,736
"ENSMUSG00000050201",41,24,13,55
"ENSMUSG00000050211",325,240,244,178
"ENSMUSG00000050212",32,54,32,52
"ENSMUSG00000050213",201,223,263,251
"ENSMUSG00000050215",2,0,0,0
"ENSMUSG00000050217",0,0,0,0
"ENSMUSG00000050222",831,669,644,721
"ENSMUSG00000050224",0,0,0,0
"ENSMUSG00000050229",345,337,401,352
"ENSMUSG00000050232",2,3,0,1
"ENSMUSG00000050234",96,65,50,68
"ENSMUSG00000050239",0,0,0,0
"ENSMUSG00000050240",100,75,86,90
"ENSMUSG00000050241",0,0,0,1
"ENSMUSG00000050243",3,0,0,0
"ENSMUSG00000050244",393,401,434,356
"ENSMUSG00000050248",468,436,416,436
"ENSMUSG00000050251",0,0,0,0
"ENSMUSG00000050266",4,1,0,4
"ENSMUSG00000050270",29,26,45,26
"ENSMUSG00000050271",648,648,843,735
"ENSMUSG00000050272",1741,1562,1588,1518
"ENSMUSG00000050276",0,0,0,0
"ENSMUSG00000050281",0,0,0,0
"ENSMUSG00000050288",259,254,256,238
"ENSMUSG00000050295",180,208,176,214
"ENSMUSG00000050296",8,3,16,2
"ENSMUSG00000050299",28,22,20,23
"ENSMUSG00000050304",1,1,5,2
"ENSMUSG00000050310",1418,1131,1431,1254
"ENSMUSG00000050312",302,307,281,293
"ENSMUSG00000050315",196,171,180,181
"ENSMUSG00000050321",1430,1386,1292,1433
"ENSMUSG00000050323",115,105,98,109
"ENSMUSG00000050328",0,0,0,0
"ENSMUSG00000050332",227,190,270,186
"ENSMUSG00000050334",963,1011,1175,1132
"ENSMUSG00000050335",6,9,10,1
"ENSMUSG00000050343",0,0,0,0
"ENSMUSG00000050345",0,0,0,0
"ENSMUSG00000050350",3,1,3,1
"ENSMUSG00000050357",888,585,635,704
"ENSMUSG00000050359",0,1,0,7
"ENSMUSG00000050366",0,0,0,0
"ENSMUSG00000050368",0,0,0,0
"ENSMUSG00000050370",8,19,13,7
"ENSMUSG00000050373",801,726,666,722
"ENSMUSG00000050377",3,6,3,11
"ENSMUSG00000050379",1980,1699,1577,1591
"ENSMUSG00000050382",52,59,35,45
"ENSMUSG00000050383",0,0,0,0
"ENSMUSG00000050390",686,515,505,611
"ENSMUSG00000050394",44,51,59,60
"ENSMUSG00000050395",0,3,0,0
"ENSMUSG00000050397",45,21,11,27
"ENSMUSG00000050410",138,123,76,110
"ENSMUSG00000050423",172,153,197,162
"ENSMUSG00000050424",1,3,2,4
"ENSMUSG00000050425",0,0,0,0
"ENSMUSG00000050428",215,163,246,208
"ENSMUSG00000050435",0,0,0,0
"ENSMUSG00000050439",0,2,0,0
"ENSMUSG00000050440",0,1,0,0
"ENSMUSG00000050445",4,7,3,4
"ENSMUSG00000050447",848,708,681,690
"ENSMUSG00000050463",0,0,0,0
"ENSMUSG00000050468",0,0,0,0
"ENSMUSG00000050471",276,218,249,216
"ENSMUSG00000050473",28,73,30,55
"ENSMUSG00000050478",0,0,0,0
"ENSMUSG00000050490",50,57,70,65
"ENSMUSG00000050493",1,7,2,3
"ENSMUSG00000050503",10,11,25,9
"ENSMUSG00000050504",0,0,0,0
"ENSMUSG00000050505",768,519,803,519
"ENSMUSG00000050511",538,455,306,440
"ENSMUSG00000050520",0,0,0,1
"ENSMUSG00000050526",0,0,0,0
"ENSMUSG00000050530",1514,1548,1750,1679
"ENSMUSG00000050533",5,1,12,4
"ENSMUSG00000050534",18,12,33,22
"ENSMUSG00000050538",1629,1178,1112,1151
"ENSMUSG00000050541",642,607,329,734
"ENSMUSG00000050545",121,105,124,119
"ENSMUSG00000050549",93,79,84,94
"ENSMUSG00000050550",1,6,0,7
"ENSMUSG00000050552",313,277,240,233
"ENSMUSG00000050553",0,0,0,0
"ENSMUSG00000050555",110,121,98,113
"ENSMUSG00000050556",7741,6143,5615,6974
"ENSMUSG00000050558",25,34,77,76
"ENSMUSG00000050565",954,890,856,932
"ENSMUSG00000050567",278,251,328,240
"ENSMUSG00000050577",0,0,0,0
"ENSMUSG00000050578",2,1,1,0
"ENSMUSG00000050587",3359,3058,3291,2662
"ENSMUSG00000050592",161,102,152,117
"ENSMUSG00000050600",430,513,590,496
"ENSMUSG00000050603",0,0,0,0
"ENSMUSG00000050605",205,213,252,180
"ENSMUSG00000050608",1010,856,876,812
"ENSMUSG00000050612",7,4,3,2
"ENSMUSG00000050613",0,0,0,0
"ENSMUSG00000050619",165,152,160,179
"ENSMUSG00000050621",128,74,85,72
"ENSMUSG00000050623",131,115,65,108
"ENSMUSG00000050625",9,11,26,13
"ENSMUSG00000050627",3071,2955,3182,2825
"ENSMUSG00000050628",253,205,223,205
"ENSMUSG00000050635",0,0,0,0
"ENSMUSG00000050640",526,544,751,555
"ENSMUSG00000050641",0,0,0,0
"ENSMUSG00000050645",0,0,0,0
"ENSMUSG00000050650",0,0,0,0
"ENSMUSG00000050654",0,0,0,0
"ENSMUSG00000050663",976,778,923,765
"ENSMUSG00000050666",115,85,104,81
"ENSMUSG00000050668",475,447,548,491
"ENSMUSG00000050671",7,2,3,4
"ENSMUSG00000050675",19,17,9,6
"ENSMUSG00000050677",42,38,25,42
"ENSMUSG00000050685",0,0,0,0
"ENSMUSG00000050697",723,665,741,723
"ENSMUSG00000050700",9,6,4,4
"ENSMUSG00000050702",1,2,2,0
"ENSMUSG00000050704",0,0,0,0
"ENSMUSG00000050705",672,628,665,697
"ENSMUSG00000050708",1832,1699,1588,1595
"ENSMUSG00000050711",3650,4019,3952,3517
"ENSMUSG00000050714",181,117,189,161
"ENSMUSG00000050721",385,291,247,386
"ENSMUSG00000050730",568,419,460,423
"ENSMUSG00000050732",112,103,94,96
"ENSMUSG00000050737",104,114,69,94
"ENSMUSG00000050742",0,0,0,0
"ENSMUSG00000050747",2,10,9,4
"ENSMUSG00000050751",3358,2821,3142,3078
"ENSMUSG00000050756",0,0,0,0
"ENSMUSG00000050761",0,0,0,0
"ENSMUSG00000050762",0,0,0,3
"ENSMUSG00000050763",0,0,0,3
"ENSMUSG00000050765",1,6,1,2
"ENSMUSG00000050766",0,0,0,0
"ENSMUSG00000050772",0,0,0,0
"ENSMUSG00000050776",0,0,0,0
"ENSMUSG00000050777",13,9,4,22
"ENSMUSG00000050783",79,43,63,68
"ENSMUSG00000050786",266,223,269,222
"ENSMUSG00000050788",0,0,0,0
"ENSMUSG00000050796",414,400,437,384
"ENSMUSG00000050799",0,0,0,0
"ENSMUSG00000050803",0,0,0,0
"ENSMUSG00000050808",18,13,12,8
"ENSMUSG00000050810",0,0,0,0
"ENSMUSG00000050812",2307,1954,2196,2220
"ENSMUSG00000050813",0,0,0,0
"ENSMUSG00000050815",0,0,0,0
"ENSMUSG00000050818",0,0,0,0
"ENSMUSG00000050821",5759,5174,5123,4972
"ENSMUSG00000050822",72,111,360,123
"ENSMUSG00000050824",4,1,17,1
"ENSMUSG00000050830",204,205,215,208
"ENSMUSG00000050840",511,490,459,461
"ENSMUSG00000050844",1,3,3,0
"ENSMUSG00000050846",153,136,203,153
"ENSMUSG00000050853",0,0,0,0
"ENSMUSG00000050854",219,195,107,158
"ENSMUSG00000050855",304,273,249,291
"ENSMUSG00000050856",174,163,119,135
"ENSMUSG00000050860",35,46,19,37
"ENSMUSG00000050865",0,0,0,0
"ENSMUSG00000050866",0,0,0,0
"ENSMUSG00000050870",0,0,0,0
"ENSMUSG00000050875",665,655,743,688
"ENSMUSG00000050876",0,0,0,0
"ENSMUSG00000050890",309,315,354,348
"ENSMUSG00000050891",169,142,154,153
"ENSMUSG00000050896",1125,958,1021,1030
"ENSMUSG00000050900",57,5,43,11
"ENSMUSG00000050901",0,0,0,0
"ENSMUSG00000050908",376,367,404,375
"ENSMUSG00000050910",571,403,470,469
"ENSMUSG00000050912",409,372,381,336
"ENSMUSG00000050914",48,55,61,48
"ENSMUSG00000050917",0,0,0,0
"ENSMUSG00000050919",132,143,118,191
"ENSMUSG00000050921",0,2,1,0
"ENSMUSG00000050926",23,31,61,32
"ENSMUSG00000050930",116,81,90,83
"ENSMUSG00000050931",90,95,136,68
"ENSMUSG00000050933",0,0,0,0
"ENSMUSG00000050936",17,14,11,10
"ENSMUSG00000050944",93,56,77,83
"ENSMUSG00000050945",118,78,133,104
"ENSMUSG00000050947",2410,2285,2015,2449
"ENSMUSG00000050953",3563,3274,3422,3112
"ENSMUSG00000050954",151,184,230,159
"ENSMUSG00000050957",1,3,4,0
"ENSMUSG00000050961",0,0,0,0
"ENSMUSG00000050963",1136,942,837,774
"ENSMUSG00000050965",4979,4462,4053,5124
"ENSMUSG00000050966",0,0,0,0
"ENSMUSG00000050967",3670,3354,3660,3312
"ENSMUSG00000050973",169,201,183,203
"ENSMUSG00000050974",0,0,0,0
"ENSMUSG00000050978",0,0,0,0
"ENSMUSG00000050982",0,0,0,0
"ENSMUSG00000050989",473,443,471,455
"ENSMUSG00000050994",9,10,25,25
"ENSMUSG00000050996",0,0,0,0
"ENSMUSG00000051000",120,86,117,63
"ENSMUSG00000051002",0,0,0,0
"ENSMUSG00000051003",0,0,0,0
"ENSMUSG00000051007",509,451,452,375
"ENSMUSG00000051008",1,0,1,5
"ENSMUSG00000051022",588,482,504,471
"ENSMUSG00000051029",12,16,17,11
"ENSMUSG00000051034",127,115,178,147
"ENSMUSG00000051036",3,0,0,1
"ENSMUSG00000051037",47,61,59,58
"ENSMUSG00000051038",0,0,0,0
"ENSMUSG00000051041",279,213,190,230
"ENSMUSG00000051043",88,96,98,103
"ENSMUSG00000051046",0,0,0,0
"ENSMUSG00000051048",67,42,63,57
"ENSMUSG00000051050",0,0,0,0
"ENSMUSG00000051051",0,0,0,1
