"Gene","GSM7083658","GSM7083659","GSM7083660"
"1700001O22Rik",22,31,31
"1700001P01Rik",0,0,4
"1700003C15Rik",0,0,0
"1700003D09Rik",1,4,4
"1700003E16Rik",100,67,97
"1700003E24Rik",0,0,0
"1700003F12Rik",1,8,3
"1700003G13Rik",0,0,0
"1700003G18Rik",0,3,0
"1700003H04Rik",0,0,0
"1700003I22Rik",0,0,0
"1700003L19Rik",0,0,0
"1700003M02Rik",0,1,6
"1700003M07Rik",126,174,208
"1700003P14Rik",0,0,0
"1700006A11Rik",0,0,0
"1700006E09Rik",0,0,0
"1700006F04Rik",1,2,0
"1700006H21Rik",0,0,0
"1700007B14Rik",0,1,0
"1700007F19Rik",18,17,18
"1700007G11Rik",3,1,12
"1700007J10Rik",34,34,54
"1700007K09Rik",3,5,0
"1700007K13Rik",21,21,20
"1700007L15Rik",8,3,3
"1700007P06Rik",0,1,1
"1700008C04Rik",0,0,0
"1700008J07Rik",22,22,25
"1700008K24Rik",0,0,0
"1700008O03Rik",799,859,768
"1700008P02Rik",0,0,0
"1700009C05Rik",0,0,0
"1700009J07Rik",0,0,0
"1700009N14Rik",0,0,0
"1700010B08Rik",0,0,0
"1700010D01Rik",0,0,0
"1700010I02Rik",0,0,0
"1700010I14Rik",6,13,10
"1700010J16Rik",1,0,0
"1700010K23Rik",581,576,520
"1700011A15Rik",0,0,0
"1700011B04Rik",0,0,0
"1700011C11Rik",0,0,0
"1700011E24Rik",0,0,0
"1700011H14Rik",0,0,1
"1700011I03Rik",5,1,5
"1700011L22Rik",0,0,0
"1700011M02Rik",0,0,0
"1700012A03Rik",0,0,0
"1700012B07Rik",0,0,0
"1700012B09Rik",11,10,13
"1700012C14Rik",2,0,0
"1700012D01Rik",29,30,26
"1700012D14Rik",2,1,2
"1700012D16Rik",0,0,0
"1700012H19Rik",0,0,0
"1700012I11Rik",3,0,0
"1700012L04Rik",3,0,0
"1700012P22Rik",0,0,0
"1700013D24Rik",0,0,0
"1700013F07Rik",6,5,1
"1700013G24Rik",0,0,0
"1700013H16Rik",0,0,0
"1700015E13Rik",0,0,0
"1700015F17Rik",0,0,1
"1700015G11Rik",0,0,0
"1700016C15Rik",0,0,0
"1700016D06Rik",1,3,0
"1700016G22Rik",0,0,0
"1700016H13Rik",0,0,0
"1700016K19Rik",48,45,43
"1700016L04Rik",0,0,0
"1700016L21Rik",0,0,0
"1700016P04Rik",0,0,0
"1700017B05Rik",51,62,66
"1700017D01Rik",0,0,0
"1700017G19Rik",0,0,0
"1700017J07Rik",0,0,0
"1700017L05Rik",0,0,0
"1700017N19Rik",1,7,0
"1700018A04Rik",0,0,0
"1700018B08Rik",0,0,0
"1700018B24Rik",0,1,0
"1700018C11Rik",0,0,0
"1700018F24Rik",0,0,0
"1700018G05Rik",0,0,0
"1700018L02Rik",8,17,8
"1700019A02Rik",0,0,0
"1700019B03Rik",1,0,0
"1700019B21Rik",0,0,0
"1700019C18Rik",0,0,0
"1700019D03Rik",26,39,29
"1700019E08Rik",0,0,0
"1700019G17Rik",43,96,45
"1700019G24Rik",1,6,5
"1700019L03Rik",17,7,15
"1700019M22Rik",0,0,0
"1700019N19Rik",0,0,0
"1700019O17Rik",0,0,0
"1700020A23Rik",0,0,8
"1700020D05Rik",0,3,5
"1700020D14Rik",0,0,0
"1700020G17Rik",0,0,0
"1700020I14Rik",149,147,251
"1700020L24Rik",4,10,14
"1700020M21Rik",0,0,0
"1700020N01Rik",0,0,0
"1700020N15Rik",0,0,0
"1700020N18Rik",0,0,0
"1700021F05Rik",210,242,255
"1700021F07Rik",0,0,0
"1700021K19Rik",277,287,302
"1700021N21Rik",0,6,3
"1700022A21Rik",0,0,0
"1700022A22Rik",0,0,0
"1700022E09Rik",0,0,0
"1700022H01Rik",5,2,0
"1700022H16Rik",0,0,0
"1700022I11Rik",0,0,0
"1700023C21Rik",0,0,0
"1700023F02Rik",3,0,0
"1700023F06Rik",18,26,20
"1700024B18Rik",5,4,0
"1700024F13Rik",1,1,7
"1700024G13Rik",0,0,0
"1700024I08Rik",0,0,0
"1700024N05Rik",0,0,0
"1700024P04Rik",0,0,0
"1700024P16Rik",3,19,12
"1700025B11Rik",0,0,0
"1700025C18Rik",0,0,0
"1700025F22Rik",0,0,1
"1700025F24Rik",0,1,0
"1700025G04Rik",875,1054,1205
"1700025J12Rik",0,0,0
"1700025K24Rik",0,0,0
"1700025M24Rik",0,0,0
"1700025N23Rik",0,0,0
"1700026D08Rik",9,14,17
"1700026D11Rik",0,0,0
"1700026F02Rik",0,0,0
"1700026J14Rik",2,0,2
"1700026L06Rik",7,1,1
"1700027A15Rik",0,0,0
"1700027F06Rik",0,0,0
"1700027F09Rik",0,0,0
"1700027H10Rik",9,3,3
"1700027I24Rik",0,0,0
"1700027J07Rik",0,0,0
"1700028B04Rik",19,19,21
"1700028D13Rik",0,0,0
"1700028E10Rik",9,1,0
"1700028I16Rik",0,0,0
"1700028J19Rik",2,1,4
"1700028K03Rik",73,61,81
"1700028M03Rik",0,0,0
"1700028P14Rik",1,8,9
"1700028P15Rik",0,0,0
"1700029B22Rik",0,0,0
"1700029F12Rik",0,0,0
"1700029H14Rik",0,0,0
"1700029I15Rik",3,7,8
"1700029J03Rik",0,0,0
"1700029J07Rik",18,44,34
"1700029M20Rik",3,1,2
"1700029N11Rik",0,0,0
"1700029P11Rik",1,0,0
"1700030A11Rik",0,0,0
"1700030C10Rik",59,36,41
"1700030F04Rik",0,0,0
"1700030F18Rik",0,0,0
"1700030J22Rik",59,88,68
"1700030K09Rik",272,264,299
"1700030L20Rik",0,0,1
"1700030M09Rik",0,0,0
"1700030N03Rik",0,0,0
"1700030O20Rik",0,0,0
"1700031A10Rik",4,4,0
"1700031F05Rik",0,1,0
"1700031M16Rik",0,0,2
"1700031P21Rik",0,0,0
"1700034E13Rik",0,0,0
"1700034G24Rik",32,21,31
"1700034H15Rik",16,10,0
"1700034I23Rik",3,7,4
"1700034J05Rik",0,0,2
"1700034K08Rik",0,0,0
"1700034O15Rik",0,0,0
"1700034P13Rik",21,13,23
"1700036G14Rik",0,0,0
"1700037C18Rik",27,32,53
"1700037H04Rik",346,357,484
"1700039E15Rik",0,0,0
"1700039E22Rik",0,0,2
"1700040L02Rik",13,17,1
"1700041A01Rik",0,1,0
"1700041C23Rik",0,0,0
"1700041M19Rik",0,0,0
"1700042G07Rik",0,0,0
"1700042G15Rik",0,0,0
"1700042O10Rik",0,0,0
"1700044C05Rik",0,0,0
"1700044K03Rik",0,0,0
"1700045H11Rik",0,0,0
"1700046C09Rik",0,0,0
"1700047A11Rik",11,14,27
"1700047E10Rik",2,6,4
"1700047G03Rik",0,0,0
"1700047I17Rik2",689,834,795
"1700047L14Rik",0,0,0
"1700047M11Rik",82,58,87
"1700048M11Rik",0,0,0
"1700048O20Rik",41,37,39
"1700049E15Rik",0,0,0
"1700049E22Rik",0,0,0
"1700049G17Rik",22,30,27
"1700049L16Rik",0,0,0
"1700051A21Rik",0,0,0
"1700052I22Rik",0,0,0
"1700052K11Rik",58,63,64
"1700054A03Rik",0,0,0
"1700054K19Rik",0,0,0
"1700054M17Rik",1,0,0
"1700055C04Rik",0,0,0
"1700056E22Rik",1,3,15
"1700057G04Rik",0,0,0
"1700057H15Rik",0,0,0
"1700057H21Rik",0,0,0
"1700060C16Rik",0,0,0
"1700060C20Rik",0,0,0
"1700061F12Rik",0,0,0
"1700061G19Rik",2,1,1
"1700061I17Rik",0,0,0
"1700061J23Rik",0,0,0
"1700063A18Rik",0,0,0
"1700063D05Rik",2,2,12
"1700063O14Rik",0,0,0
"1700064J06Rik",0,0,0
"1700064M15Rik",0,4,0
"1700065D16Rik",5,4,1
"1700065I16Rik",0,0,0
"1700065J11Rik",0,0,0
"1700065J18Rik",3,4,6
"1700065L07Rik",0,0,0
"1700065O20Rik",0,0,0
"1700066B17Rik",0,0,0
"1700066B19Rik",2,0,2
"1700066J03Rik",0,0,0
"1700066M21Rik",135,125,124
"1700066N21Rik",0,0,0
"1700066O22Rik",0,0,0
"1700067G17Rik",0,0,0
"1700067K01Rik",2,0,0
"1700067P10Rik",0,0,0
"1700069L16Rik",0,0,0
"1700069P05Rik",0,0,0
"1700071K01Rik",2,1,4
"1700071M16Rik",0,0,0
"1700072B07Rik",0,0,0
"1700072I22Rik",0,0,0
"1700072O05Rik",0,0,0
"1700073E17Rik",0,3,0
"1700074H08Rik",0,3,0
"1700074P13Rik",2,0,0
"1700080E11Rik",0,0,0
"1700080N15Rik",0,0,0
"1700080O16Rik",0,0,0
"1700081H04Rik",0,0,0
"1700084C01Rik",19,36,55
"1700084D21Rik",0,0,0
"1700084E18Rik",1,3,5
"1700084F23Rik",0,0,0
"1700084J12Rik",3,1,8
"1700084M14Rik",0,0,0
"1700085C21Rik",0,0,0
"1700086L19Rik",49,49,73
"1700086O06Rik",52,70,69
"1700088E04Rik",37,39,44
"1700091H14Rik",0,0,0
"1700092C02Rik",0,0,0
"1700092C10Rik",0,0,0
"1700092E19Rik",0,0,0
"1700092K14Rik",0,4,2
"1700092M07Rik",0,0,0
"1700093K21Rik",0,0,0
"1700094D03Rik",54,77,57
"1700094J05Rik",125,177,200
"1700094M24Rik",0,0,0
"1700095A21Rik",0,0,0
"1700095B10Rik",0,0,0
"1700095J12Rik",0,0,0
"1700096J18Rik",0,0,0
"1700096K18Rik",37,24,44
"1700096P03Rik",0,0,0
"1700097N02Rik",0,0,0
"1700099I09Rik",13,10,3
"1700100I10Rik",0,1,0
"1700100L14Rik",0,0,0
"1700101E01Rik",0,0,0
"1700101I11Rik",80,79,55
"1700101O22Rik",0,1,0
"1700102H20Rik",9,13,4
"1700102P08Rik",6,4,1
"1700104L18Rik",0,0,0
"1700105P06Rik",0,0,1
"1700106J16Rik",0,0,0
"1700108F19Rik",0,2,0
"1700108J01Rik",0,0,0
"1700109G14Rik",0,0,0
"1700109G15Rik",0,0,0
"1700109H08Rik",26,37,42
"1700109I08Rik",0,0,0
"1700109K24Rik",4,4,4
"1700110C19Rik",0,0,2
"1700110I01Rik",0,1,0
"1700110I07Rik",0,0,0
"1700110K17Rik",2,3,1
"1700111N16Rik",0,0,0
"1700112E06Rik",3,0,1
"1700112H15Rik",0,0,0
"1700112J05Rik",0,0,0
"1700112J16Rik",15,28,20
"1700113A16Rik",1333,1460,1739
"1700113B09Rik",0,0,0
"1700113H08Rik",0,0,0
"1700116B05Rik",0,0,0
"1700119H24Rik",0,0,0
"1700120C14Rik",8,21,11
"1700120E14Rik",0,0,0
"1700120G07Rik",0,0,0
"1700120K04Rik",2,1,0
"1700121L16Rik",0,0,0
"1700121N20Rik",0,0,0
"1700122C19Rik",0,0,0
"1700122O11Rik",0,0,0
"1700123I01Rik",0,0,0
"1700123J17Rik",0,0,0
"1700123K08Rik",0,2,0
"1700123L14Rik",0,2,0
"1700123M08Rik",9,11,9
"1700123O12Rik",0,0,0
"1700123O20Rik",98,108,105
"1700123O21Rik",0,0,0
"1700124L16Rik",48,59,76
"1700125G02Rik",0,1,0
"1700125G22Rik",0,1,0
"1700125H03Rik",0,0,0
"1700125H20Rik",0,1,0
"1700126H18Rik",0,0,0
"1700128A07Rik",0,0,0
"1700128F08Rik",0,0,0
"1700129C05Rik",0,0,0
"1810006J02Rik",0,0,0
"1810007C17Rik",0,0,0
"1810007D17Rik",0,0,0
"1810008I18Rik",1,0,0
"1810009A15Rik",0,0,0
"1810009J06Rik",0,0,0
"1810010D01Rik",0,3,0
"1810010H24Rik",26,29,46
"1810011H11Rik",4,1,4
"1810011O10Rik",22,17,20
"1810012K16Rik",0,0,0
"1810013A23Rik",0,0,0
"1810013L24Rik",463,434,594
"1810014B01Rik",56,66,27
"1810018F18Rik",0,0,0
"1810019D21Rik",3,3,3
"1810020O05Rik",5,3,11
"1810021B22Rik",25,49,37
"1810022K09Rik",356,367,300
"1810024B03Rik",6,3,3
"1810026B05Rik",120,218,138
"1810026J23Rik",314,347,318
"1810030O07Rik",231,248,253
"1810032O08Rik",8,18,8
"1810034E14Rik",0,1,1
"1810037I17Rik",687,774,674
"1810041H14Rik",0,2,1
"1810041L15Rik",446,474,539
"1810043G02Rik",190,190,205
"1810043H04Rik",452,551,523
"1810044D09Rik",7,9,7
"1810046K07Rik",1,0,0
"1810053B23Rik",0,0,0
"1810055G02Rik",78,87,75
"1810058I24Rik",203,275,234
"1810062G17Rik",2,2,2
"1810062O18Rik",5,12,26
"1810063I02Rik",0,0,0
"1810064F22Rik",0,0,0
"1810065E05Rik",0,0,0
"2010001A14Rik",36,61,51
"2010001E11Rik",0,0,0
"2010003K11Rik",0,0,0
"2010005H15Rik",1,1,0
"2010009K17Rik",0,0,0
"2010010A06Rik",0,1,0
"2010012O05Rik",412,420,404
"2010016I18Rik",1,1,0
"2010106C02Rik",0,0,0
"2010106E10Rik",0,0,0
"2010107E04Rik",1618,1849,1771
"2010107G12Rik",4,0,8
"2010107G23Rik",242,244,266
"2010109A12Rik",1,0,0
"2010109I03Rik",0,2,0
"2010111I01Rik",55,71,92
"2010204K13Rik",595,687,815
"2010300C02Rik",1063,1000,1042
"2010308F09Rik",0,0,2
"2010310C07Rik",0,0,0
"2010315B03Rik",63,55,48
"2010320M18Rik",90,87,120
"2200002D01Rik",91,111,104
"2200002J24Rik",0,0,0
"2210010C04Rik",0,3,0
"2210011C24Rik",14,14,17
"2210013O21Rik",253,304,292
"2210015D19Rik",67,78,57
"2210016F16Rik",58,94,94
"2210016L21Rik",890,949,1116
"2210018M11Rik",356,470,392
"2210019I11Rik",0,0,0
"2210039B01Rik",0,0,1
"2210404E10Rik",0,0,0
"2210404O09Rik",18,36,41
"2210406O10Rik",30,47,39
"2210407C18Rik",0,0,0
"2210408F21Rik",125,179,159
"2210408I21Rik",67,85,80
"2210409D07Rik",1,2,0
"2210409E12Rik",4,0,0
"2210414B05Rik",0,0,0
"2210416O15Rik",11,16,8
"2210417A02Rik",0,0,0
"2210420H20Rik",0,0,0
"2300002M23Rik",1,0,0
"2300003K06Rik",0,0,0
"2300005B03Rik",0,0,0
"2300009A05Rik",208,290,282
"2310001H17Rik",0,1,0
"2310001K24Rik",1,2,0
"2310002D06Rik",9,12,9
"2310002F09Rik",8,6,8
"2310002L09Rik",0,0,0
"2310003N18Rik",0,0,5
"2310005A03Rik",0,0,0
"2310005E17Rik",0,0,0
"2310007B03Rik",0,0,0
"2310008N11Rik",0,0,0
"2310009A05Rik",126,153,130
"2310009B15Rik",118,131,126
"2310010G23Rik",3,1,5
"2310010J17Rik",104,105,95
"2310011J03Rik",215,220,203
"2310015A10Rik",33,44,71
"2310015D24Rik",1,0,0
"2310016D03Rik",0,0,0
"2310020H05Rik",0,0,0
"2310022A10Rik",122,152,165
"2310022B05Rik",673,894,940
"2310030A07Rik",0,0,0
"2310030G06Rik",4,5,10
"2310033P09Rik",181,190,270
"2310034C09Rik",0,0,0
"2310034G01Rik",20,11,19
"2310034O05Rik",0,1,1
"2310035C23Rik",221,278,252
"2310036O22Rik",629,770,915
"2310039H08Rik",48,63,45
"2310039L15Rik",0,0,0
"2310040G24Rik",28,16,24
"2310043L19Rik",1,5,3
"2310043O21Rik",0,0,0
"2310045N01Rik",26,26,36
"2310045n01rik-mef2b",0,0,0
"2310047M10Rik",416,454,449
"2310050C09Rik",0,0,0
"2310057J18Rik",0,0,0
"2310057M21Rik",164,188,138
"2310057N15Rik",0,0,0
"2310061I04Rik",611,649,774
"2310061N02Rik",0,0,0
"2310065F04Rik",0,2,0
"2310067B10Rik",110,153,88
"2310068J16Rik",13,7,7
"2310069B03Rik",0,0,0
"2310069G16Rik",15,21,10
"2310075C17Rik",1,1,4
"2310079G19Rik",0,0,0
"2310081J21Rik",2,1,3
"2400006E01Rik",0,1,0
"2410002F23Rik",193,202,202
"2410003L11Rik",0,0,6
"2410004B18Rik",134,165,128
"2410004I01Rik",4,1,0
"2410004P03Rik",9,17,23
"2410006H16Rik",303,351,392
"2410012E07Rik",0,0,0
"2410015M20Rik",331,477,462
"2410016O06Rik",192,258,314
"2410017I17Rik",0,0,0
"2410018L13Rik",5,10,8
"2410021H03Rik",0,0,0
"2410089E03Rik",170,228,234
"2410124H12Rik",0,1,4
"2410127L17Rik",66,88,76
"2410131K14Rik",66,67,79
"2410137M14Rik",1,5,2
"2410141K09Rik",0,0,0
"2500002B13Rik",2,10,10
"2500004C02Rik",45,64,43
"2510002D24Rik",288,316,306
"2510003B16Rik",8,13,11
"2510009E07Rik",443,470,491
"2510039O18Rik",187,225,247
"2610001J05Rik",301,385,459
"2610002M06Rik",412,415,379
"2610005L07Rik",36,45,46
"2610008E11Rik",176,183,175
"2610015P09Rik",127,131,115
"2610016A17Rik",0,0,0
"2610020C07Rik",10,12,22
"2610020H08Rik",20,4,14
"2610027K06Rik",52,48,92
"2610028E06Rik",3,10,0
"2610028H24Rik",13,2,3
"2610035D17Rik",72,104,160
"2610035F20Rik",1,4,4
"2610037D02Rik",2,1,1
"2610042L04Rik",3,9,3
"2610044O15Rik8",60,59,82
"2610100L16Rik",139,169,157
"2610203C22Rik",5,9,6
"2610206C17Rik",0,2,0
"2610301B20Rik",342,402,489
"2610305D13Rik",2,9,5
"2610306M01Rik",48,52,63
"2610307P16Rik",8,2,4
"2610316D01Rik",15,27,25
"2610318N02Rik",8,11,6
"2610507B11Rik",1126,1247,1643
"2610507I01Rik",171,174,192
"2610524H06Rik",101,126,198
"2610528A11Rik",13,6,10
"2610528J11Rik",2,0,0
"2700029M09Rik",412,519,583
"2700038G22Rik",14,30,0
"2700046A07Rik",0,4,10
"2700046G09Rik",25,33,29
"2700049A03Rik",42,46,46
"2700054A10Rik",12,11,26
"2700060E02Rik",697,800,870
"2700062C07Rik",69,75,91
"2700069I18Rik",8,17,1
"2700070H01Rik",14,15,12
"2700081O15Rik",667,874,607
"2700089I24Rik",0,0,0
"2700094K13Rik",164,280,249
"2700097O09Rik",37,33,30
"2700099C18Rik",26,24,21
"2810001G20Rik",111,149,148
"2810002D19Rik",44,30,28
"2810004N23Rik",361,417,405
"2810006K23Rik",95,119,145
"2810013P06Rik",242,216,330
"2810021J22Rik",29,63,26
"2810025M15Rik",147,168,151
"2810029C07Rik",47,45,45
"2810032G03Rik",66,56,59
"2810047C21Rik1",0,0,0
"2810049E08Rik",32,23,24
"2810403A07Rik",420,556,535
"2810403D21Rik",4,11,7
"2810404M03Rik",0,1,0
"2810405F15Rik",10,14,11
"2810408A11Rik",0,2,1
"2810408I11Rik",4,8,5
"2810410L24Rik",14,10,30
"2810417H13Rik",25,28,38
"2810428I15Rik",272,351,377
"2810429I04Rik",4,3,4
"2810433D01Rik",672,811,221
"2810442N19Rik",0,6,2
"2810454H06Rik",32,30,24
"2810459M11Rik",41,51,73
"2810468N07Rik",282,319,294
"2810471M01Rik",0,0,0
"2810474O19Rik",308,354,342
"2900005J15Rik",7,5,20
"2900008C10Rik",36,68,41
"2900009J06Rik",13,30,38
"2900011O08Rik",1382,1562,1776
"2900026A02Rik",212,248,259
"2900041M22Rik",17,10,15
"2900052N01Rik",306,300,303
"2900055J20Rik",171,171,205
"2900057B20Rik",0,0,0
"2900060B14Rik",857,998,2150
"2900076A07Rik",29,21,35
"2900079G21Rik",67,62,113
"2900092C05Rik",0,0,0
"2900092D14Rik",208,262,272
"2900097C17Rik",4414,4770,5044
"3000002C10Rik",11,15,6
"3010001F23Rik",1,7,4
"3010026O09Rik",66,77,119
"3100003L05Rik",0,0,0
"3110001I22Rik",16,26,17
"3110002H16Rik",196,208,289
"3110009E18Rik",20,22,23
"3110009F21Rik",0,0,0
"3110015C05Rik",0,0,0
"3110021A11Rik",26,13,30
"3110021N24Rik",27,45,14
"3110035E14Rik",2485,2458,2275
"3110039I08Rik",199,272,314
"3110039M20Rik",98,113,144
"3110040N11Rik",39,41,67
"3110043O21Rik",202,222,269
"3110045C21Rik",11,25,21
"3110052M02Rik",91,97,102
"3110056K07Rik",14,34,21
"3110057O12Rik",17,32,37
"3110062M04Rik",65,99,91
"3110070M22Rik",6,8,8
"3110079O15Rik",7,7,6
"3110082I17Rik",94,75,109
"3110082J24Rik",18,26,29
"3110099E03Rik",2,3,4
"3200001D21Rik",4,1,2
"3300002I08Rik",9,8,7
"3300002P13Rik",68,86,114
"3300005D01Rik",0,0,0
"3425401B19Rik",1,0,0
"3632451O06Rik",172,139,167
"3632454L22Rik",8,14,15
"3830403N18Rik",0,1,0
"3830406C13Rik",214,208,224
"3830408C21Rik",5,2,0
"3830417A13Rik",0,0,0
"3830432H09Rik",0,1,0
"3930402G23Rik",0,2,4
"4430402I18Rik",43,28,32
"4631405J19Rik",0,0,1
"4632404H12Rik",35,57,76
"4632415L05Rik",235,318,271
"4632427E13Rik",0,1,0
"4632428C04Rik",2,2,1
"4632428N05Rik",154,166,192
"4732416N19Rik",0,1,2
"4732456N10Rik",0,1,0
"4732471J01Rik",5,24,36
"4732490B19Rik",0,1,0
"4732491K20Rik",27,58,29
"4831407H17Rik",0,5,6
"4831440E17Rik",52,71,75
"4833411C07Rik",3,4,5
"4833412C05Rik",5,2,4
"4833415N18Rik",32,50,37
"4833417C18Rik",3,0,0
"4833418N02Rik",7,3,1
"4833419F23Rik",0,3,0
"4833420G17Rik",221,279,309
"4833422C13Rik",144,139,158
"4833422M21Rik",0,0,0
"4833423E24Rik",0,0,2
"4833427F10Rik",0,0,6
"4833427G06Rik",3,5,0
"4833428L15Rik",0,0,0
"4833439L19Rik",567,656,571
"4921501E09Rik",0,0,0
"4921504A21Rik",26,37,39
"4921504E06Rik",0,1,0
"4921506M07Rik",0,0,0
"4921507L20Rik",5,2,14
"4921507P07Rik",8,7,17
"4921508D12Rik",0,1,0
"4921509C19Rik",0,0,0
"4921509O07Rik",0,0,0
"4921511C10Rik",0,0,0
"4921511C20Rik",0,0,0
"4921511H03Rik",1,0,7
"4921511I17Rik",25,51,31
"4921511M17Rik",0,0,0
"4921513I03Rik",0,0,0
"4921515E04Rik",1,0,0
"4921517D22Rik",0,0,0
"4921518K17Rik",2,0,0
"4921524J17Rik",178,212,173
"4921524L21Rik",0,0,0
"4921525O09Rik",2,0,0
"4921529L05Rik",0,1,0
"4921530L21Rik",0,0,0
"4921531C22Rik",25,30,54
"4921531P14Rik",0,0,0
"4921533I20Rik",0,0,5
"4921534H16Rik",0,1,0
"4921536K21Rik",0,11,0
"4921539E11Rik",0,0,0
"4922502D21Rik",0,0,0
"4922502H24Rik",0,0,0
"4922502N22Rik",0,0,2
"4930401C15Rik",0,0,0
"4930401O10Rik",0,0,0
"4930401O12Rik",0,0,0
"4930402F06Rik",0,0,0
"4930402F11Rik",0,0,0
"4930402H24Rik",376,359,395
"4930402K13Rik",0,0,0
"4930404A05Rik",0,0,0
"4930404H11Rik",0,0,0
"4930404I05Rik",0,0,1
"4930404N11Rik",2,11,2
"4930405A10Rik",0,0,0
"4930405A21Rik",4,4,0
"4930405D11Rik",0,0,0
"4930405J17Rik",0,0,0
"4930405L22Rik",0,0,0
"4930405O22Rik",0,0,0
"4930406D18Rik",0,0,0
"4930407G08Rik",0,0,0
"4930407I10Rik",0,0,0
"4930407I19Rik",0,0,0
"4930412B13Rik",0,0,0
"4930412C18Rik",9,23,33
"4930412O13Rik",4,0,7
"4930413E15Rik",0,0,0
"4930413F20Rik",0,0,1
"4930413G21Rik",5,3,4
"4930413M19Rik",0,0,0
"4930414N06Rik",0,0,0
"4930415F15Rik",0,0,10
"4930415L06Rik",0,0,0
"4930415O20Rik",0,0,0
"4930417O13Rik",0,0,0
"4930417O22Rik",0,0,0
"4930419G24Rik",1,0,2
"4930423M02Rik",0,0,0
"4930425K10Rik",0,0,0
"4930425L21Rik",0,0,0
"4930425O10Rik",2,0,3
"4930426D05Rik",5,1,3
"4930426L09Rik",0,1,0
"4930427A07Rik",3,9,9
"4930428D20Rik",0,0,0
"4930428E07Rik",2,0,3
"4930428G15Rik",0,0,0
"4930428O21Rik",0,0,0
"4930429B21Rik",79,71,52
"4930429D17Rik",1,0,0
"4930429F11Rik",0,0,0
"4930429F24Rik",3,5,8
"4930430A15Rik",0,1,0
"4930430F08Rik",145,226,239
"4930430F21Rik",0,0,0
"4930430J02Rik",0,1,0
"4930431F12Rik",0,0,0
"4930431P03Rik",7,3,0
"4930432J09Rik",1,5,4
"4930432K21Rik",24,17,33
"4930432M17Rik",0,0,0
"4930433B08Rik",0,0,0
"4930433I11Rik",0,0,0
"4930433N12Rik",0,0,0
"4930434J06Rik",0,0,0
"4930435E12Rik",0,0,0
