"Gene_ID","GSM6614483","GSM6614484","GSM6614485"
"ENSMUSG00000026198",484,736,494
"ENSMUSG00000026199",569,595,473
"ENSMUSG00000026200",223,178,180
"ENSMUSG00000026201",5293,3900,4821
"ENSMUSG00000026202",7873,5777,7449
"ENSMUSG00000026203",3490,3208,3066
"ENSMUSG00000026204",17639,25695,14638
"ENSMUSG00000026205",0,24,13
"ENSMUSG00000026207",4668,3713,3676
"ENSMUSG00000026208",77,105,138
"ENSMUSG00000026209",1370,1294,1157
"ENSMUSG00000026211",450,570,602
"ENSMUSG00000026213",906,1013,919
"ENSMUSG00000026219",4954,5847,5058
"ENSMUSG00000026220",320,389,229
"ENSMUSG00000026222",66,56,82
"ENSMUSG00000026223",31055,23870,26990
"ENSMUSG00000026224",97,52,84
"ENSMUSG00000026226",27,0,36
"ENSMUSG00000026227",1142,755,763
"ENSMUSG00000026228",0,14,8
"ENSMUSG00000026229",5884,6713,5454
"ENSMUSG00000026234",15065,16487,12405
"ENSMUSG00000026235",13295,6882,9332
"ENSMUSG00000026237",4,0,4
"ENSMUSG00000026238",14613,15230,13828
"ENSMUSG00000026239",2145,1743,2004
"ENSMUSG00000026240",748,827,756
"ENSMUSG00000026241",133,124,115
"ENSMUSG00000026245",2779,2848,2278
"ENSMUSG00000026246",0,0,0
"ENSMUSG00000026247",55,808,178
"ENSMUSG00000026248",867,1050,720
"ENSMUSG00000026249",7169,5955,7546
"ENSMUSG00000026251",0,0,0
"ENSMUSG00000026253",0,0,0
"ENSMUSG00000026254",1893,2434,2573
"ENSMUSG00000026255",1888,580,1238
"ENSMUSG00000026258",6,0,0
"ENSMUSG00000026259",3769,4187,4183
"ENSMUSG00000026260",4512,5139,4211
"ENSMUSG00000026269",920,762,724
"ENSMUSG00000026270",1355,1085,1294
"ENSMUSG00000026271",22,16,18
"ENSMUSG00000026272",0,0,4
"ENSMUSG00000026273",776,710,688
"ENSMUSG00000026274",83,130,67
"ENSMUSG00000026275",4717,4608,4122
"ENSMUSG00000026276",764,507,630
"ENSMUSG00000026277",9532,9679,8317
"ENSMUSG00000026278",6508,3528,4745
"ENSMUSG00000026279",291,373,365
"ENSMUSG00000026280",2189,2467,2478
"ENSMUSG00000026281",1378,1611,1170
"ENSMUSG00000026283",646,778,531
"ENSMUSG00000026285",0,9,0
"ENSMUSG00000026288",420,600,481
"ENSMUSG00000026289",1790,1855,1537
"ENSMUSG00000026295",0,0,22
"ENSMUSG00000026301",68,28,44
"ENSMUSG00000026303",79,49,89
"ENSMUSG00000026304",0,5,0
"ENSMUSG00000026305",1393,2730,1358
"ENSMUSG00000026307",493,514,590
"ENSMUSG00000026308",9,4,12
"ENSMUSG00000026309",829,929,885
"ENSMUSG00000026311",2022,1637,1911
"ENSMUSG00000026312",272,130,279
"ENSMUSG00000026313",1949,2387,2125
"ENSMUSG00000026315",167,131,80
"ENSMUSG00000026317",1757,1634,1463
"ENSMUSG00000026319",1652,1554,1413
"ENSMUSG00000026321",105,216,171
"ENSMUSG00000026322",466,435,324
"ENSMUSG00000026327",0,0,0
"ENSMUSG00000026331",0,0,0
"ENSMUSG00000026333",276,234,244
"ENSMUSG00000026335",5049,4792,5300
"ENSMUSG00000026336",0,0,0
"ENSMUSG00000026339",1239,1673,1393
"ENSMUSG00000026341",9465,7369,9295
"ENSMUSG00000026342",1051,1400,848
"ENSMUSG00000026343",2066,1436,1881
"ENSMUSG00000026344",3107,2298,1715
"ENSMUSG00000026347",625,703,666
"ENSMUSG00000026348",28,11,10
"ENSMUSG00000026349",1589,1444,1711
"ENSMUSG00000026353",3633,4232,3306
"ENSMUSG00000026354",1651,70,1004
"ENSMUSG00000026355",793,905,678
"ENSMUSG00000026356",4328,3898,3453
"ENSMUSG00000026357",4,4,4
"ENSMUSG00000026358",4,5,22
"ENSMUSG00000026360",1726,3909,1846
"ENSMUSG00000026361",2436,2470,2343
"ENSMUSG00000026365",1545,2838,1981
"ENSMUSG00000026368",0,0,0
"ENSMUSG00000026374",4066,4474,3662
"ENSMUSG00000026377",1436,1726,1334
"ENSMUSG00000026380",236,157,231
"ENSMUSG00000026383",410,213,365
"ENSMUSG00000026384",4183,3663,6676
"ENSMUSG00000026385",6799,4871,5632
"ENSMUSG00000026387",46,0,4
"ENSMUSG00000026388",53,43,52
"ENSMUSG00000026389",345,406,336
"ENSMUSG00000026390",0,0,0
"ENSMUSG00000026393",1064,793,3705
"ENSMUSG00000026394",0,0,0
"ENSMUSG00000026395",115,379,132
"ENSMUSG00000026398",12,0,0
"ENSMUSG00000026399",294,182,236
"ENSMUSG00000026401",17,0,0
"ENSMUSG00000026404",333,393,294
"ENSMUSG00000026405",17,68,24
"ENSMUSG00000026407",25,33,67
"ENSMUSG00000026409",926,964,769
"ENSMUSG00000026411",3523,2750,2888
"ENSMUSG00000026413",5,0,0
"ENSMUSG00000026414",145,130,158
"ENSMUSG00000026415",0,0,0
"ENSMUSG00000026416",0,0,0
"ENSMUSG00000026417",0,9,0
"ENSMUSG00000026418",215,180,163
"ENSMUSG00000026420",0,0,0
"ENSMUSG00000026421",18068,4945,15883
"ENSMUSG00000026424",12994,7572,11492
"ENSMUSG00000026425",2566,3067,2532
"ENSMUSG00000026426",3456,3293,2709
"ENSMUSG00000026427",902,856,763
"ENSMUSG00000026429",42,41,33
"ENSMUSG00000026430",655,1218,686
"ENSMUSG00000026432",20,17,20
"ENSMUSG00000026433",161,316,181
"ENSMUSG00000026434",8215,7656,6591
"ENSMUSG00000026435",83,19,63
"ENSMUSG00000026436",1023,1147,953
"ENSMUSG00000026437",839,2564,1087
"ENSMUSG00000026439",1870,1862,2058
"ENSMUSG00000026442",10820,11307,9894
"ENSMUSG00000026443",8296,5602,6133
"ENSMUSG00000026447",984,497,970
"ENSMUSG00000026450",0,13,10
"ENSMUSG00000026452",1230,911,2030
"ENSMUSG00000026455",1601,1763,1659
"ENSMUSG00000026456",542,1701,693
"ENSMUSG00000026457",3405,4601,3042
"ENSMUSG00000026458",4643,2635,3717
"ENSMUSG00000026459",0,0,0
"ENSMUSG00000026463",2760,8078,4250
"ENSMUSG00000026466",1880,1705,1544
"ENSMUSG00000026468",0,0,0
"ENSMUSG00000026469",5395,5992,5446
"ENSMUSG00000026470",3134,2945,2638
"ENSMUSG00000026471",246,164,282
"ENSMUSG00000026473",86618,35187,84363
"ENSMUSG00000026475",792,693,1945
"ENSMUSG00000026478",1234,1829,1226
"ENSMUSG00000026479",79,972,222
"ENSMUSG00000026480",171,324,174
"ENSMUSG00000026482",3911,3877,3919
"ENSMUSG00000026483",159,172,159
"ENSMUSG00000026484",1829,1819,1528
"ENSMUSG00000026489",1903,2244,1534
"ENSMUSG00000026490",8655,6466,7511
"ENSMUSG00000026491",1629,1882,1974
"ENSMUSG00000026492",1009,1204,859
"ENSMUSG00000026494",1172,1016,750
"ENSMUSG00000026495",1082,696,1092
"ENSMUSG00000026496",5123,4068,3855
"ENSMUSG00000026497",0,0,0
"ENSMUSG00000026499",1721,2170,2093
"ENSMUSG00000026500",1064,596,928
"ENSMUSG00000026502",1034,1041,1137
"ENSMUSG00000026504",913,740,862
"ENSMUSG00000026509",3779,5667,4097
"ENSMUSG00000026510",1838,901,1642
"ENSMUSG00000026511",5401,5816,4482
"ENSMUSG00000026514",1848,2149,1788
"ENSMUSG00000026516",1402,1537,1441
"ENSMUSG00000026519",1447,760,1284
"ENSMUSG00000026520",1278,1466,1050
"ENSMUSG00000026523",0,0,0
"ENSMUSG00000026525",58,56,166
"ENSMUSG00000026526",3705,3313,3601
"ENSMUSG00000026527",2623,3104,2586
"ENSMUSG00000026531",0,0,0
"ENSMUSG00000026532",0,5,5
"ENSMUSG00000026535",0,101,0
"ENSMUSG00000026536",3,53,22
"ENSMUSG00000026542",0,0,0
"ENSMUSG00000026544",203,269,225
"ENSMUSG00000026546",236,120,199
"ENSMUSG00000026547",366,2725,386
"ENSMUSG00000026548",37,92,20
"ENSMUSG00000026553",7604,9399,7123
"ENSMUSG00000026554",8339,7196,6267
"ENSMUSG00000026556",711,426,625
"ENSMUSG00000026558",1660,3581,1324
"ENSMUSG00000026560",0,0,0
"ENSMUSG00000026563",1271,1490,1311
"ENSMUSG00000026564",40,14,71
"ENSMUSG00000026565",695,529,827
"ENSMUSG00000026566",1057,947,966
"ENSMUSG00000026567",16,0,6
"ENSMUSG00000026568",4136,3344,3940
"ENSMUSG00000026571",3743,2988,3042
"ENSMUSG00000026572",0,0,0
"ENSMUSG00000026573",2,0,0
"ENSMUSG00000026574",3,9,12
"ENSMUSG00000026575",9813,9568,10328
"ENSMUSG00000026576",78822,77402,78347
"ENSMUSG00000026577",1090,1042,910
"ENSMUSG00000026578",932,759,701
"ENSMUSG00000026579",654,18,760
"ENSMUSG00000026580",0,64,0
"ENSMUSG00000026581",0,36,0
"ENSMUSG00000026582",0,13,0
"ENSMUSG00000026584",784,835,671
"ENSMUSG00000026585",10786,10212,10370
"ENSMUSG00000026586",352,584,460
"ENSMUSG00000026587",7578,5981,7050
"ENSMUSG00000026589",11,95,8
"ENSMUSG00000026592",0,0,0
"ENSMUSG00000026594",1632,1552,1556
"ENSMUSG00000026596",4466,4398,3907
"ENSMUSG00000026600",1343,1234,1304
"ENSMUSG00000026601",20,0,15
"ENSMUSG00000026602",0,9,4
"ENSMUSG00000026603",1871,1747,2350
"ENSMUSG00000026604",555,525,758
"ENSMUSG00000026605",91,66,56
"ENSMUSG00000026608",3435,3926,3913
"ENSMUSG00000026609",0,5,0
"ENSMUSG00000026610",596,539,985
"ENSMUSG00000026611",9,14,31
"ENSMUSG00000026614",984,440,975
"ENSMUSG00000026615",4575,5299,4204
"ENSMUSG00000026616",8,12,16
"ENSMUSG00000026617",2288,2321,2524
"ENSMUSG00000026618",3283,3230,3082
"ENSMUSG00000026620",2306,3181,2627
"ENSMUSG00000026621",9,5,0
"ENSMUSG00000026622",52,65,22
"ENSMUSG00000026623",8018,10510,9042
"ENSMUSG00000026626",4628,4093,4055
"ENSMUSG00000026627",337,479,322
"ENSMUSG00000026628",24,719,36
"ENSMUSG00000026630",39,78,33
"ENSMUSG00000026632",264,213,187
"ENSMUSG00000026634",2257,2075,1923
"ENSMUSG00000026637",27,53,38
"ENSMUSG00000026638",9,0,31
"ENSMUSG00000026639",52,107,36
"ENSMUSG00000026640",3853,4306,3788
"ENSMUSG00000026641",1729,1572,1427
"ENSMUSG00000026643",3066,3109,2792
"ENSMUSG00000026644",8,12,18
"ENSMUSG00000026645",0,0,0
"ENSMUSG00000026646",253,379,220
"ENSMUSG00000026648",289,238,181
"ENSMUSG00000026649",114,43,86
"ENSMUSG00000026650",133,67,145
"ENSMUSG00000026655",826,593,653
"ENSMUSG00000026656",164,1000,131
"ENSMUSG00000026657",1892,3647,1966
"ENSMUSG00000026659",403,314,372
"ENSMUSG00000026662",1128,1079,1156
"ENSMUSG00000026663",3867,3566,2847
"ENSMUSG00000026664",2687,1782,3309
"ENSMUSG00000026667",16056,14166,15472
"ENSMUSG00000026668",53,136,91
"ENSMUSG00000026669",14,22,20
"ENSMUSG00000026670",1971,2349,2005
"ENSMUSG00000026672",771,556,608
"ENSMUSG00000026674",401,483,489
"ENSMUSG00000026675",1215,1727,1076
"ENSMUSG00000026676",984,601,672
"ENSMUSG00000026678",4128,3003,5209
"ENSMUSG00000026679",115,75,86
"ENSMUSG00000026683",190,105,166
"ENSMUSG00000026686",55,8,36
"ENSMUSG00000026687",1609,1111,1402
"ENSMUSG00000026688",3207,2195,3120
"ENSMUSG00000026691",0,0,0
"ENSMUSG00000026692",0,0,0
"ENSMUSG00000026694",536,504,402
"ENSMUSG00000026696",3048,3105,3582
"ENSMUSG00000026697",1100,295,1500
"ENSMUSG00000026698",523,476,493
"ENSMUSG00000026700",0,0,0
"ENSMUSG00000026701",7775,4988,7313
"ENSMUSG00000026705",667,774,635
"ENSMUSG00000026707",276,186,173
"ENSMUSG00000026708",69,57,48
"ENSMUSG00000026709",907,864,783
"ENSMUSG00000026712",281,348,240
"ENSMUSG00000026715",227,207,234
"ENSMUSG00000026718",2747,2815,2618
"ENSMUSG00000026721",5710,5478,5298
"ENSMUSG00000026723",200,150,215
"ENSMUSG00000026725",9,761,0
"ENSMUSG00000026726",19,13,30
"ENSMUSG00000026727",1137,960,779
"ENSMUSG00000026728",1508,5725,1300
"ENSMUSG00000026729",14,79,16
"ENSMUSG00000026730",2732,46,66
"ENSMUSG00000026734",0,0,0
"ENSMUSG00000026735",0,5,0
"ENSMUSG00000026736",38,67,8
"ENSMUSG00000026737",5211,3001,4894
"ENSMUSG00000026739",2149,1974,2180
"ENSMUSG00000026740",1158,1253,974
"ENSMUSG00000026743",834,821,641
"ENSMUSG00000026748",1378,1193,1513
"ENSMUSG00000026749",2198,4649,1846
"ENSMUSG00000026750",8025,8178,6764
"ENSMUSG00000026751",0,4,0
"ENSMUSG00000026753",2701,2428,2585
"ENSMUSG00000026754",1121,917,1255
"ENSMUSG00000026755",3668,3221,3323
"ENSMUSG00000026761",1670,1655,1531
"ENSMUSG00000026764",54084,49373,48136
"ENSMUSG00000026765",294,225,233
"ENSMUSG00000026766",1755,1637,1620
"ENSMUSG00000026767",2121,1806,1343
"ENSMUSG00000026768",442,222,300
"ENSMUSG00000026770",8,12,16
"ENSMUSG00000026771",935,891,993
"ENSMUSG00000026773",1549,1224,1559
"ENSMUSG00000026774",0,14,2
"ENSMUSG00000026775",4033,4402,4261
"ENSMUSG00000026778",715,163,761
"ENSMUSG00000026779",67,51,42
"ENSMUSG00000026781",4659,3145,4387
"ENSMUSG00000026782",1683,1751,1137
"ENSMUSG00000026784",244,336,286
"ENSMUSG00000026785",50,90,43
"ENSMUSG00000026786",179,467,140
"ENSMUSG00000026787",6187,7351,6663
"ENSMUSG00000026788",910,902,937
"ENSMUSG00000026790",1448,1599,1518
"ENSMUSG00000026791",537,412,498
"ENSMUSG00000026792",1168,1608,1115
"ENSMUSG00000026796",2416,4305,2084
"ENSMUSG00000026797",24283,29686,16190
"ENSMUSG00000026798",522,489,339
"ENSMUSG00000026799",746,820,657
"ENSMUSG00000026803",393,426,393
"ENSMUSG00000026805",20,0,12
"ENSMUSG00000026806",205,300,214
"ENSMUSG00000026807",65,58,42
"ENSMUSG00000026809",40,0,49
"ENSMUSG00000026810",837,1044,783
"ENSMUSG00000026811",6629,4996,6289
"ENSMUSG00000026812",2467,2305,2082
"ENSMUSG00000026814",492,650,657
"ENSMUSG00000026815",0,0,0
"ENSMUSG00000026816",711,911,620
"ENSMUSG00000026817",4192,5912,4022
"ENSMUSG00000026818",0,0,0
"ENSMUSG00000026819",2301,2820,1795
"ENSMUSG00000026820",1676,1747,1705
"ENSMUSG00000026821",2633,3116,2496
"ENSMUSG00000026822",7,615,18
"ENSMUSG00000026824",2720,1587,2111
"ENSMUSG00000026825",33729,34648,30433
"ENSMUSG00000026826",1211,1706,2003
"ENSMUSG00000026827",7578,6203,5972
"ENSMUSG00000026828",212,73,196
"ENSMUSG00000026829",17,38,34
"ENSMUSG00000026830",5877,1603,4433
"ENSMUSG00000026831",135,115,233
"ENSMUSG00000026832",0,70,31
"ENSMUSG00000026833",51517,35613,37310
"ENSMUSG00000026834",878,2108,786
"ENSMUSG00000026835",0,4,0
"ENSMUSG00000026836",1028,1926,883
"ENSMUSG00000026837",90,385,249
"ENSMUSG00000026839",1671,1024,1228
"ENSMUSG00000026840",129,148,205
"ENSMUSG00000026841",5765,4619,3835
"ENSMUSG00000026842",1453,1197,2377
"ENSMUSG00000026843",1600,1216,1245
"ENSMUSG00000026848",723,543,687
"ENSMUSG00000026849",1736,1535,1412
"ENSMUSG00000026851",4059,3246,3626
"ENSMUSG00000026853",1278,1223,1242
"ENSMUSG00000026854",3729,2916,3159
"ENSMUSG00000026856",462,579,520
"ENSMUSG00000026857",637,431,737
"ENSMUSG00000026858",2333,2072,2396
"ENSMUSG00000026860",4569,3563,4364
"ENSMUSG00000026864",3674,6097,7658
"ENSMUSG00000026866",0,0,4
"ENSMUSG00000026867",2453,2957,2860
"ENSMUSG00000026869",2760,3201,2679
"ENSMUSG00000026870",22,16,23
"ENSMUSG00000026872",11109,6160,5939
"ENSMUSG00000026873",37,48,27
"ENSMUSG00000026874",28,29,19
"ENSMUSG00000026875",38,31,47
"ENSMUSG00000026878",7549,7445,7774
"ENSMUSG00000026879",4427,1559,3572
"ENSMUSG00000026880",552,599,611
"ENSMUSG00000026882",0,0,0
"ENSMUSG00000026883",4793,3703,2614
"ENSMUSG00000026885",1884,1849,1650
"ENSMUSG00000026887",757,870,937
"ENSMUSG00000026888",1645,658,1472
"ENSMUSG00000026889",1694,2255,1725
"ENSMUSG00000026890",437,607,614
"ENSMUSG00000026893",808,398,928
"ENSMUSG00000026894",84,40,52
"ENSMUSG00000026895",4928,4874,4189
"ENSMUSG00000026896",157,165,169
"ENSMUSG00000026904",10781,16661,11986
"ENSMUSG00000026914",3169,3668,3145
"ENSMUSG00000026915",2596,3565,3013
"ENSMUSG00000026917",1061,1536,1034
"ENSMUSG00000026918",2256,2443,1874
"ENSMUSG00000026919",0,0,0
"ENSMUSG00000026921",859,1062,715
"ENSMUSG00000026922",84,162,65
"ENSMUSG00000026923",1484,1740,1177
"ENSMUSG00000026924",1334,2070,1535
"ENSMUSG00000026925",1486,1317,1484
"ENSMUSG00000026926",4591,4583,4271
"ENSMUSG00000026927",1542,1708,1558
"ENSMUSG00000026928",79,131,77
"ENSMUSG00000026930",1340,2318,1503
"ENSMUSG00000026931",16,24,4
"ENSMUSG00000026932",8166,4860,7472
"ENSMUSG00000026933",3880,3577,3721
"ENSMUSG00000026934",0,44,5
"ENSMUSG00000026936",0,0,0
"ENSMUSG00000026937",0,0,0
"ENSMUSG00000026938",40,8,46
"ENSMUSG00000026939",689,661,543
"ENSMUSG00000026940",30,51,44
"ENSMUSG00000026941",36,40,43
"ENSMUSG00000026942",507,794,455
"ENSMUSG00000026943",0,0,0
"ENSMUSG00000026944",9697,6260,9953
"ENSMUSG00000026946",133,182,170
"ENSMUSG00000026950",85,104,84
"ENSMUSG00000026955",85,36,62
"ENSMUSG00000026956",582,747,638
"ENSMUSG00000026958",641,482,625
"ENSMUSG00000026959",12043,11536,10101
"ENSMUSG00000026960",439,541,366
"ENSMUSG00000026961",50,54,65
"ENSMUSG00000026963",13,11,8
"ENSMUSG00000026965",3575,3482,3536
"ENSMUSG00000026966",1508,1560,1230
"ENSMUSG00000026969",236,5,228
"ENSMUSG00000026970",583,1298,721
"ENSMUSG00000026971",0,5,5
"ENSMUSG00000026972",165,137,104
"ENSMUSG00000026974",1928,2167,1954
"ENSMUSG00000026975",636,730,586
"ENSMUSG00000026976",0,0,0
"ENSMUSG00000026977",1906,1837,1402
"ENSMUSG00000026979",23,50,52
"ENSMUSG00000026980",17,57,45
"ENSMUSG00000026981",0,176,0
"ENSMUSG00000026983",0,0,0
"ENSMUSG00000026984",0,0,0
"ENSMUSG00000026985",0,0,0
"ENSMUSG00000026986",956,644,909
"ENSMUSG00000026987",997,911,794
"ENSMUSG00000026988",393,320,322
"ENSMUSG00000026989",4,16,0
"ENSMUSG00000026991",15890,9143,12463
"ENSMUSG00000026994",150,140,74
"ENSMUSG00000026999",483,606,544
"ENSMUSG00000027001",997,595,900
"ENSMUSG00000027002",32061,23665,25009
"ENSMUSG00000027004",860,552,668
"ENSMUSG00000027006",3375,3354,3217
"ENSMUSG00000027007",2396,3414,2786
"ENSMUSG00000027009",860,483,769
"ENSMUSG00000027010",6867,7000,7130
"ENSMUSG00000027011",3163,2673,3268
"ENSMUSG00000027012",3721,3618,3905
"ENSMUSG00000027014",683,648,406
"ENSMUSG00000027015",282,210,223
"ENSMUSG00000027016",932,741,821
"ENSMUSG00000027018",914,1025,930
"ENSMUSG00000027022",11,0,9
"ENSMUSG00000027030",3140,2888,3242
"ENSMUSG00000027035",2217,2660,1842
"ENSMUSG00000027048",4,0,0
"ENSMUSG00000027067",3454,4299,2785
"ENSMUSG00000027068",0,16,0
"ENSMUSG00000027070",19,36,17
"ENSMUSG00000027071",54,98,53
"ENSMUSG00000027072",0,0,0
"ENSMUSG00000027073",0,4,0
"ENSMUSG00000027074",4,50,33
"ENSMUSG00000027075",16,9,15
"ENSMUSG00000027076",1166,1312,1006
"ENSMUSG00000027077",0,0,0
"ENSMUSG00000027078",211,251,72
"ENSMUSG00000027079",246,270,240
"ENSMUSG00000027080",1357,1599,1204
"ENSMUSG00000027082",173,184,232
"ENSMUSG00000027086",436,359,300
"ENSMUSG00000027087",832,4839,1953
"ENSMUSG00000027088",766,726,849
"ENSMUSG00000027091",5117,5859,5197
"ENSMUSG00000027099",2050,1846,1850
"ENSMUSG00000027102",0,0,0
"ENSMUSG00000027104",3550,3579,3475
"ENSMUSG00000027107",54,100,27
"ENSMUSG00000027108",3736,3414,3172
"ENSMUSG00000027109",1912,1657,1938
"ENSMUSG00000027111",975,1497,914
"ENSMUSG00000027115",44,161,34
"ENSMUSG00000027120",0,0,0
"ENSMUSG00000027122",1402,1401,1632
"ENSMUSG00000027130",4208,3058,4221
"ENSMUSG00000027131",4190,4140,3817
"ENSMUSG00000027132",550,707,550
"ENSMUSG00000027133",1754,1732,1505
"ENSMUSG00000027134",1899,1794,1829
"ENSMUSG00000027157",0,0,0
"ENSMUSG00000027160",829,358,700
"ENSMUSG00000027162",6452,5462,5773
"ENSMUSG00000027163",1061,1156,1013
"ENSMUSG00000027164",737,807,799
"ENSMUSG00000027165",780,505,774
"ENSMUSG00000027166",274,296,285
"ENSMUSG00000027167",682,669,532
"ENSMUSG00000027168",434,355,415
"ENSMUSG00000027170",3370,2796,3063
"ENSMUSG00000027171",55,72,61
"ENSMUSG00000027173",95,4,106
"ENSMUSG00000027175",1154,1057,1025
"ENSMUSG00000027176",1231,1256,1207
"ENSMUSG00000027177",3795,3495,3954
"ENSMUSG00000027180",2846,2259,3300
"ENSMUSG00000027184",8599,8707,9026
"ENSMUSG00000027185",741,957,670
"ENSMUSG00000027186",35,0,20
"ENSMUSG00000027187",2315,1473,2043
"ENSMUSG00000027188",478,561,569
"ENSMUSG00000027189",14736,14909,14031
"ENSMUSG00000027193",4378,4753,4622
"ENSMUSG00000027194",1152,1221,1170
"ENSMUSG00000027195",3698,2387,3671
"ENSMUSG00000027196",2,8,4
"ENSMUSG00000027198",1307,1810,1329
"ENSMUSG00000027199",6142,3884,5158
"ENSMUSG00000027200",2032,1225,1738
"ENSMUSG00000027201",2537,2502,2720
"ENSMUSG00000027202",0,0,4
"ENSMUSG00000027203",1346,1254,1213
"ENSMUSG00000027204",370,294,259
"ENSMUSG00000027206",5107,3274,5171
"ENSMUSG00000027207",1014,1017,995
"ENSMUSG00000027208",30,18,20
"ENSMUSG00000027209",23,28,58
"ENSMUSG00000027210",1630,2017,2005
"ENSMUSG00000027215",1700,705,579
"ENSMUSG00000027217",1012,1055,914
"ENSMUSG00000027219",5,5,5
"ENSMUSG00000027220",10810,14258,10460
"ENSMUSG00000027221",10420,12838,7768
"ENSMUSG00000027222",1263,1074,1003
"ENSMUSG00000027223",19097,16740,16533
"ENSMUSG00000027224",4,0,5
"ENSMUSG00000027225",0,0,4
"ENSMUSG00000027227",1017,535,760
"ENSMUSG00000027229",0,0,0
"ENSMUSG00000027230",187,594,110
"ENSMUSG00000027233",13,0,4
"ENSMUSG00000027236",2643,4064,3010
"ENSMUSG00000027238",1164,758,1383
"ENSMUSG00000027239",739,452,808
"ENSMUSG00000027242",120,105,63
"ENSMUSG00000027243",218,217,178
"ENSMUSG00000027244",2902,2908,3273
"ENSMUSG00000027245",1520,1474,1283
"ENSMUSG00000027246",51,130,60
"ENSMUSG00000027247",1413,1699,1107
"ENSMUSG00000027248",7271,8899,8936
"ENSMUSG00000027249",0,8,0
"ENSMUSG00000027253",1909,1093,1740
"ENSMUSG00000027254",53572,35089,41891
"ENSMUSG00000027255",3406,3863,3143
"ENSMUSG00000027257",1233,720,1041
"ENSMUSG00000027259",438,444,539
"ENSMUSG00000027261",0,0,0
"ENSMUSG00000027263",947,741,725
"ENSMUSG00000027270",1422,838,1437
"ENSMUSG00000027272",2558,2440,2397
"ENSMUSG00000027273",80570,68208,79771
"ENSMUSG00000027274",1830,1836,2121
"ENSMUSG00000027276",246,573,268
"ENSMUSG00000027281",261,376,362
"ENSMUSG00000027282",3785,3482,3128
"ENSMUSG00000027284",673,862,771
"ENSMUSG00000027285",1332,1322,1063
"ENSMUSG00000027286",1119,682,967
"ENSMUSG00000027287",654,686,699
"ENSMUSG00000027288",12684,11103,10689
"ENSMUSG00000027291",2918,3571,2968
"ENSMUSG00000027293",431,933,555
"ENSMUSG00000027296",13220,6886,9754
"ENSMUSG00000027297",313,388,329
"ENSMUSG00000027298",4924,5933,5301
"ENSMUSG00000027300",569,584,388
"ENSMUSG00000027301",0,0,12
"ENSMUSG00000027303",9537,8459,8292
"ENSMUSG00000027304",4048,3831,3543
"ENSMUSG00000027305",797,769,798
"ENSMUSG00000027306",56,50,114
"ENSMUSG00000027309",5190,3844,4857
"ENSMUSG00000027312",9924,9072,8453
"ENSMUSG00000027313",248,385,322
"ENSMUSG00000027314",100,216,83
"ENSMUSG00000027315",79,524,39
"ENSMUSG00000027316",1641,1342,1159
"ENSMUSG00000027317",0,0,0
"ENSMUSG00000027318",5,48,6
"ENSMUSG00000027322",4,17,12
"ENSMUSG00000027323",355,319,158
"ENSMUSG00000027324",251,296,210
"ENSMUSG00000027326",0,8,18
"ENSMUSG00000027327",1336,1909,1101
"ENSMUSG00000027329",306,297,543
"ENSMUSG00000027330",346,244,327
"ENSMUSG00000027331",49,32,36
"ENSMUSG00000027332",2593,826,2979
"ENSMUSG00000027333",1442,2160,1749
"ENSMUSG00000027335",2501,2157,1765
"ENSMUSG00000027338",0,0,0
"ENSMUSG00000027339",4492,2045,4044
"ENSMUSG00000027340",6211,8308,6050
"ENSMUSG00000027341",892,1008,886
"ENSMUSG00000027342",2970,3450,2248
"ENSMUSG00000027344",39,12,19
"ENSMUSG00000027345",0,5,0
"ENSMUSG00000027346",3430,2160,4048
"ENSMUSG00000027347",24569,17078,18131
"ENSMUSG00000027349",1823,2083,1826
"ENSMUSG00000027350",24353,16962,19446
"ENSMUSG00000027351",5507,9518,7125
"ENSMUSG00000027353",339,345,258
"ENSMUSG00000027355",66,29,37
"ENSMUSG00000027356",45,145,87
"ENSMUSG00000027357",1312,845,903
"ENSMUSG00000027358",187,178,110
"ENSMUSG00000027359",88,159,148
"ENSMUSG00000027360",94,38,93
"ENSMUSG00000027361",500,804,487
"ENSMUSG00000027363",2898,3294,2700
"ENSMUSG00000027364",16,23,26
"ENSMUSG00000027365",1593,1245,1373
"ENSMUSG00000027366",2201,1912,2136
"ENSMUSG00000027367",2188,2483,2227
"ENSMUSG00000027368",25,46,33
"ENSMUSG00000027371",464,328,451
"ENSMUSG00000027374",1802,1926,1606
"ENSMUSG00000027375",22025,4360,18061
"ENSMUSG00000027376",11,40,11
"ENSMUSG00000027377",27,72,16
"ENSMUSG00000027378",921,893,902
"ENSMUSG00000027379",8,7,8
"ENSMUSG00000027380",0,9,4
"ENSMUSG00000027381",182,201,205
"ENSMUSG00000027384",1256,1164,1105
"ENSMUSG00000027386",43,26,95
"ENSMUSG00000027387",179,206,183
"ENSMUSG00000027394",3264,2588,3068
"ENSMUSG00000027395",338,636,418
"ENSMUSG00000027397",2541,5910,3144
"ENSMUSG00000027398",8,135,7
"ENSMUSG00000027399",26,82,15
"ENSMUSG00000027400",497,227,402
"ENSMUSG00000027401",4,15,40
"ENSMUSG00000027403",0,0,0
"ENSMUSG00000027404",3351,3811,2976
"ENSMUSG00000027405",2353,2599,1866
"ENSMUSG00000027406",10896,9897,10585
"ENSMUSG00000027408",242,230,166
