"Gene_ID","GSM7012039","GSM7012040"
"ENSMUSG00000022671",124,141
"ENSMUSG00000022672",597,536
"ENSMUSG00000022673",323,277
"ENSMUSG00000022674",236,280
"ENSMUSG00000022676",0,3
"ENSMUSG00000022677",362,362
"ENSMUSG00000022678",627,621
"ENSMUSG00000022679",370,371
"ENSMUSG00000022680",1269,1263
"ENSMUSG00000022681",355,364
"ENSMUSG00000022682",1046,1061
"ENSMUSG00000022683",0,0
"ENSMUSG00000022684",401,397
"ENSMUSG00000022685",499,515
"ENSMUSG00000022686",267,252
"ENSMUSG00000022687",580,519
"ENSMUSG00000022696",74,73
"ENSMUSG00000022698",440,445
"ENSMUSG00000022701",116,122
"ENSMUSG00000022702",123,119
"ENSMUSG00000022704",250,251
"ENSMUSG00000022705",6,15
"ENSMUSG00000022706",152,166
"ENSMUSG00000022707",213,219
"ENSMUSG00000022708",13117,13766
"ENSMUSG00000022710",2679,2782
"ENSMUSG00000022711",508,519
"ENSMUSG00000022715",1,0
"ENSMUSG00000022718",626,557
"ENSMUSG00000022721",404,375
"ENSMUSG00000022722",119,125
"ENSMUSG00000022723",116,141
"ENSMUSG00000022724",158,169
"ENSMUSG00000022738",0,3
"ENSMUSG00000022742",174,149
"ENSMUSG00000022744",421,432
"ENSMUSG00000022747",125,158
"ENSMUSG00000022748",64,48
"ENSMUSG00000022749",731,739
"ENSMUSG00000022750",731,725
"ENSMUSG00000022751",121,129
"ENSMUSG00000022752",1539,1695
"ENSMUSG00000022753",16,19
"ENSMUSG00000022754",3,6
"ENSMUSG00000022755",0,1
"ENSMUSG00000022756",216,201
"ENSMUSG00000022757",667,756
"ENSMUSG00000022758",232,186
"ENSMUSG00000022759",167,158
"ENSMUSG00000022760",120,104
"ENSMUSG00000022761",837,929
"ENSMUSG00000022762",317,341
"ENSMUSG00000022763",166,159
"ENSMUSG00000022765",417,403
"ENSMUSG00000022766",1,0
"ENSMUSG00000022768",60,71
"ENSMUSG00000022769",38,38
"ENSMUSG00000022770",1221,1406
"ENSMUSG00000022771",843,943
"ENSMUSG00000022772",760,840
"ENSMUSG00000022773",535,509
"ENSMUSG00000022774",354,315
"ENSMUSG00000022779",694,671
"ENSMUSG00000022780",17,32
"ENSMUSG00000022781",1156,1255
"ENSMUSG00000022783",374,359
"ENSMUSG00000022787",45,52
"ENSMUSG00000022788",1011,1094
"ENSMUSG00000022789",1752,1916
"ENSMUSG00000022790",1552,1637
"ENSMUSG00000022791",812,762
"ENSMUSG00000022792",65,93
"ENSMUSG00000022793",415,380
"ENSMUSG00000022797",518,449
"ENSMUSG00000022798",0,0
"ENSMUSG00000022799",704,749
"ENSMUSG00000022800",531,595
"ENSMUSG00000022801",1580,1688
"ENSMUSG00000022802",335,356
"ENSMUSG00000022803",10,7
"ENSMUSG00000022805",232,259
"ENSMUSG00000022807",352,364
"ENSMUSG00000022808",985,1073
"ENSMUSG00000022809",3,10
"ENSMUSG00000022811",1622,1680
"ENSMUSG00000022812",5409,5890
"ENSMUSG00000022814",260,264
"ENSMUSG00000022816",1242,1268
"ENSMUSG00000022817",716,695
"ENSMUSG00000022818",2,1
"ENSMUSG00000022820",197,230
"ENSMUSG00000022821",4,2
"ENSMUSG00000022822",2984,2909
"ENSMUSG00000022824",1,0
"ENSMUSG00000022827",151,157
"ENSMUSG00000022828",499,494
"ENSMUSG00000022829",383,458
"ENSMUSG00000022831",4,6
"ENSMUSG00000022832",0,0
"ENSMUSG00000022833",163,194
"ENSMUSG00000022836",66,79
"ENSMUSG00000022837",132,153
"ENSMUSG00000022838",10,14
"ENSMUSG00000022840",1196,1185
"ENSMUSG00000022841",4006,3588
"ENSMUSG00000022842",103,93
"ENSMUSG00000022843",432,400
"ENSMUSG00000022844",30,46
"ENSMUSG00000022847",13,15
"ENSMUSG00000022848",966,917
"ENSMUSG00000022849",185,168
"ENSMUSG00000022853",18,18
"ENSMUSG00000022855",1043,1127
"ENSMUSG00000022856",66,50
"ENSMUSG00000022857",0,0
"ENSMUSG00000022858",1067,1206
"ENSMUSG00000022860",19,28
"ENSMUSG00000022861",322,339
"ENSMUSG00000022863",156,153
"ENSMUSG00000022864",160,135
"ENSMUSG00000022865",2319,2337
"ENSMUSG00000022867",340,360
"ENSMUSG00000022868",0,0
"ENSMUSG00000022871",1,0
"ENSMUSG00000022875",0,0
"ENSMUSG00000022876",0,0
"ENSMUSG00000022877",0,0
"ENSMUSG00000022878",0,0
"ENSMUSG00000022881",62,40
"ENSMUSG00000022883",2182,2319
"ENSMUSG00000022884",2305,2450
"ENSMUSG00000022885",367,398
"ENSMUSG00000022886",0,0
"ENSMUSG00000022887",203,224
"ENSMUSG00000022889",312,355
"ENSMUSG00000022890",547,556
"ENSMUSG00000022892",6981,7341
"ENSMUSG00000022893",229,264
"ENSMUSG00000022894",70,70
"ENSMUSG00000022895",253,238
"ENSMUSG00000022897",2037,2055
"ENSMUSG00000022898",503,550
"ENSMUSG00000022899",385,374
"ENSMUSG00000022900",2,2
"ENSMUSG00000022901",1,0
"ENSMUSG00000022902",0,0
"ENSMUSG00000022905",1187,1156
"ENSMUSG00000022906",104,144
"ENSMUSG00000022911",161,193
"ENSMUSG00000022912",108,101
"ENSMUSG00000022913",123,151
"ENSMUSG00000022914",2115,2112
"ENSMUSG00000022931",0,0
"ENSMUSG00000022935",464,455
"ENSMUSG00000022938",0,0
"ENSMUSG00000022940",129,119
"ENSMUSG00000022941",0,0
"ENSMUSG00000022945",58,76
"ENSMUSG00000022946",1761,1763
"ENSMUSG00000022947",72,53
"ENSMUSG00000022948",106,93
"ENSMUSG00000022949",5,7
"ENSMUSG00000022951",385,443
"ENSMUSG00000022952",5,4
"ENSMUSG00000022956",82,93
"ENSMUSG00000022957",3825,4091
"ENSMUSG00000022960",135,172
"ENSMUSG00000022961",9660,10146
"ENSMUSG00000022962",481,414
"ENSMUSG00000022964",492,520
"ENSMUSG00000022965",698,724
"ENSMUSG00000022967",1120,1127
"ENSMUSG00000022969",9,26
"ENSMUSG00000022971",93,83
"ENSMUSG00000022972",223,228
"ENSMUSG00000022973",2916,3000
"ENSMUSG00000022974",1284,1265
"ENSMUSG00000022978",61,47
"ENSMUSG00000022982",695,641
"ENSMUSG00000022983",1040,1082
"ENSMUSG00000022986",0,0
"ENSMUSG00000022987",122,119
"ENSMUSG00000022991",1,2
"ENSMUSG00000022992",575,564
"ENSMUSG00000022993",3,3
"ENSMUSG00000022994",716,679
"ENSMUSG00000022995",3754,3927
"ENSMUSG00000022996",2,9
"ENSMUSG00000022997",0,1
"ENSMUSG00000022999",153,145
"ENSMUSG00000023000",2,0
"ENSMUSG00000023004",1459,1408
"ENSMUSG00000023007",723,739
"ENSMUSG00000023008",238,220
"ENSMUSG00000023009",485,449
"ENSMUSG00000023010",2420,2362
"ENSMUSG00000023011",817,809
"ENSMUSG00000023013",2,0
"ENSMUSG00000023015",455,472
"ENSMUSG00000023017",1119,1109
"ENSMUSG00000023018",1917,2059
"ENSMUSG00000023019",172,155
"ENSMUSG00000023020",185,157
"ENSMUSG00000023021",549,593
"ENSMUSG00000023022",539,548
"ENSMUSG00000023025",825,985
"ENSMUSG00000023026",3195,3329
"ENSMUSG00000023027",193,193
"ENSMUSG00000023030",556,583
"ENSMUSG00000023031",1,5
"ENSMUSG00000023032",1399,1313
"ENSMUSG00000023033",2440,2573
"ENSMUSG00000023034",116,113
"ENSMUSG00000023036",722,721
"ENSMUSG00000023039",0,0
"ENSMUSG00000023041",0,0
"ENSMUSG00000023043",2,0
"ENSMUSG00000023044",210,188
"ENSMUSG00000023045",0,0
"ENSMUSG00000023046",3,3
"ENSMUSG00000023047",7,4
"ENSMUSG00000023048",99,108
"ENSMUSG00000023050",1406,1538
"ENSMUSG00000023051",142,160
"ENSMUSG00000023052",8,7
"ENSMUSG00000023055",631,656
"ENSMUSG00000023057",0,0
"ENSMUSG00000023064",7,4
"ENSMUSG00000023066",190,239
"ENSMUSG00000023067",403,459
"ENSMUSG00000023068",503,563
"ENSMUSG00000023070",2,2
"ENSMUSG00000023072",345,389
"ENSMUSG00000023073",4,0
"ENSMUSG00000023074",59,70
"ENSMUSG00000023075",498,445
"ENSMUSG00000023078",0,0
"ENSMUSG00000023079",725,739
"ENSMUSG00000023083",0,0
"ENSMUSG00000023084",86,95
"ENSMUSG00000023087",608,630
"ENSMUSG00000023088",653,591
"ENSMUSG00000023089",120,169
"ENSMUSG00000023092",2496,2554
"ENSMUSG00000023093",0,0
"ENSMUSG00000023094",83,70
"ENSMUSG00000023104",380,433
"ENSMUSG00000023106",349,399
"ENSMUSG00000023110",1243,1229
"ENSMUSG00000023118",1548,1611
"ENSMUSG00000023120",0,0
"ENSMUSG00000023122",0,0
"ENSMUSG00000023132",0,0
"ENSMUSG00000023140",0,0
"ENSMUSG00000023143",48,52
"ENSMUSG00000023147",744,711
"ENSMUSG00000023150",2534,2537
"ENSMUSG00000023151",1,1
"ENSMUSG00000023153",22,11
"ENSMUSG00000023156",160,206
"ENSMUSG00000023159",3,1
"ENSMUSG00000023165",0,0
"ENSMUSG00000023169",4786,4832
"ENSMUSG00000023170",198,204
"ENSMUSG00000023175",2048,2166
"ENSMUSG00000023176",0,0
"ENSMUSG00000023185",0,0
"ENSMUSG00000023186",311,340
"ENSMUSG00000023191",263,189
"ENSMUSG00000023192",200,150
"ENSMUSG00000023206",63,53
"ENSMUSG00000023210",0,0
"ENSMUSG00000023216",0,0
"ENSMUSG00000023224",78,85
"ENSMUSG00000023232",89,93
"ENSMUSG00000023235",393,427
"ENSMUSG00000023236",792,761
"ENSMUSG00000023243",10,24
"ENSMUSG00000023247",4,3
"ENSMUSG00000023249",400,360
"ENSMUSG00000023257",0,0
"ENSMUSG00000023259",207,189
"ENSMUSG00000023262",69,70
"ENSMUSG00000023263",0,0
"ENSMUSG00000023266",104,108
"ENSMUSG00000023267",2,3
"ENSMUSG00000023272",134,132
"ENSMUSG00000023274",5,4
"ENSMUSG00000023277",105,146
"ENSMUSG00000023279",0,0
"ENSMUSG00000023284",208,194
"ENSMUSG00000023286",389,406
"ENSMUSG00000023289",0,0
"ENSMUSG00000023307",490,504
"ENSMUSG00000023328",123,124
"ENSMUSG00000023330",49,43
"ENSMUSG00000023333",0,0
"ENSMUSG00000023336",15,22
"ENSMUSG00000023341",50,72
"ENSMUSG00000023345",79,70
"ENSMUSG00000023348",172,190
"ENSMUSG00000023349",0,0
"ENSMUSG00000023350",0,0
"ENSMUSG00000023353",1178,1241
"ENSMUSG00000023367",71,101
"ENSMUSG00000023387",0,1
"ENSMUSG00000023391",442,439
"ENSMUSG00000023393",8,13
"ENSMUSG00000023403",0,0
"ENSMUSG00000023411",31,17
"ENSMUSG00000023433",0,0
"ENSMUSG00000023439",0,3
"ENSMUSG00000023443",0,0
"ENSMUSG00000023452",380,384
"ENSMUSG00000023456",1087,1063
"ENSMUSG00000023460",974,1104
"ENSMUSG00000023467",0,1
"ENSMUSG00000023473",2317,2246
"ENSMUSG00000023484",7,13
"ENSMUSG00000023495",707,759
"ENSMUSG00000023505",153,152
"ENSMUSG00000023571",54,52
"ENSMUSG00000023572",371,451
"ENSMUSG00000023707",100,89
"ENSMUSG00000023723",218,235
"ENSMUSG00000023737",7,10
"ENSMUSG00000023755",63,55
"ENSMUSG00000023764",338,314
"ENSMUSG00000023781",5,9
"ENSMUSG00000023791",211,235
"ENSMUSG00000023795",153,129
"ENSMUSG00000023800",1116,1118
"ENSMUSG00000023802",0,0
"ENSMUSG00000023805",121,147
"ENSMUSG00000023806",110,120
"ENSMUSG00000023809",1101,1106
"ENSMUSG00000023826",169,180
"ENSMUSG00000023827",431,435
"ENSMUSG00000023828",2,6
"ENSMUSG00000023829",0,0
"ENSMUSG00000023830",1354,1256
"ENSMUSG00000023832",493,502
"ENSMUSG00000023845",2004,2123
"ENSMUSG00000023852",601,779
"ENSMUSG00000023861",320,332
"ENSMUSG00000023868",1944,1958
"ENSMUSG00000023873",34,41
"ENSMUSG00000023882",7,11
"ENSMUSG00000023883",767,841
"ENSMUSG00000023885",73,111
"ENSMUSG00000023886",41,32
"ENSMUSG00000023892",22,27
"ENSMUSG00000023902",2,2
"ENSMUSG00000023903",0,0
"ENSMUSG00000023904",335,312
"ENSMUSG00000023905",51,62
"ENSMUSG00000023906",0,1
"ENSMUSG00000023908",56,70
"ENSMUSG00000023909",552,610
"ENSMUSG00000023911",17,19
"ENSMUSG00000023912",452,517
"ENSMUSG00000023913",3120,3123
"ENSMUSG00000023914",2,5
"ENSMUSG00000023915",855,963
"ENSMUSG00000023918",24,15
"ENSMUSG00000023919",53,66
"ENSMUSG00000023921",430,409
"ENSMUSG00000023923",587,524
"ENSMUSG00000023926",0,0
"ENSMUSG00000023927",616,654
"ENSMUSG00000023930",1,0
"ENSMUSG00000023931",155,213
"ENSMUSG00000023932",781,750
"ENSMUSG00000023935",72,75
"ENSMUSG00000023938",158,165
"ENSMUSG00000023939",76,83
"ENSMUSG00000023940",43,52
"ENSMUSG00000023942",48,52
"ENSMUSG00000023943",0,0
"ENSMUSG00000023944",8555,9236
"ENSMUSG00000023945",7,11
"ENSMUSG00000023947",43,35
"ENSMUSG00000023949",88,97
"ENSMUSG00000023951",446,452
"ENSMUSG00000023952",483,459
"ENSMUSG00000023953",181,191
"ENSMUSG00000023959",5,5
"ENSMUSG00000023960",2219,2164
"ENSMUSG00000023961",308,269
"ENSMUSG00000023963",137,156
"ENSMUSG00000023964",1,2
"ENSMUSG00000023965",506,553
"ENSMUSG00000023966",177,186
"ENSMUSG00000023967",324,366
"ENSMUSG00000023968",68,86
"ENSMUSG00000023971",140,131
"ENSMUSG00000023972",499,525
"ENSMUSG00000023973",317,352
"ENSMUSG00000023977",1765,1802
"ENSMUSG00000023978",0,0
"ENSMUSG00000023979",10,11
"ENSMUSG00000023980",233,189
"ENSMUSG00000023982",0,0
"ENSMUSG00000023984",31,24
"ENSMUSG00000023987",0,0
"ENSMUSG00000023988",249,270
"ENSMUSG00000023990",68,65
"ENSMUSG00000023991",406,430
"ENSMUSG00000023992",11,6
"ENSMUSG00000023993",2,2
"ENSMUSG00000023994",662,637
"ENSMUSG00000023995",6,0
"ENSMUSG00000023999",185,206
"ENSMUSG00000024002",2820,2977
"ENSMUSG00000024006",1112,1100
"ENSMUSG00000024007",137,172
"ENSMUSG00000024008",592,596
"ENSMUSG00000024011",15,17
"ENSMUSG00000024012",1381,1438
"ENSMUSG00000024013",9,3
"ENSMUSG00000024014",48,56
"ENSMUSG00000024018",236,279
"ENSMUSG00000024019",254,276
"ENSMUSG00000024026",722,780
"ENSMUSG00000024027",3,5
"ENSMUSG00000024028",0,0
"ENSMUSG00000024029",0,0
"ENSMUSG00000024030",255,287
"ENSMUSG00000024032",0,0
"ENSMUSG00000024033",267,301
"ENSMUSG00000024034",0,0
"ENSMUSG00000024036",80,72
"ENSMUSG00000024037",188,204
"ENSMUSG00000024038",379,436
"ENSMUSG00000024039",328,381
"ENSMUSG00000024041",0,0
"ENSMUSG00000024042",397,401
"ENSMUSG00000024043",14,16
"ENSMUSG00000024044",3792,3780
"ENSMUSG00000024045",1287,1267
"ENSMUSG00000024048",65,86
"ENSMUSG00000024049",35,61
"ENSMUSG00000024050",1077,1147
"ENSMUSG00000024052",1353,1298
"ENSMUSG00000024053",12,11
"ENSMUSG00000024054",1187,1113
"ENSMUSG00000024055",160,200
"ENSMUSG00000024056",63,58
"ENSMUSG00000024059",781,791
"ENSMUSG00000024063",646,620
"ENSMUSG00000024064",122,124
"ENSMUSG00000024065",681,724
"ENSMUSG00000024066",10,9
"ENSMUSG00000024067",168,181
"ENSMUSG00000024068",1265,1286
"ENSMUSG00000024069",184,122
"ENSMUSG00000024070",744,727
"ENSMUSG00000024072",126,182
"ENSMUSG00000024073",6457,6388
"ENSMUSG00000024074",620,590
"ENSMUSG00000024076",253,241
"ENSMUSG00000024077",1320,1266
"ENSMUSG00000024078",183,214
"ENSMUSG00000024079",441,464
"ENSMUSG00000024081",506,446
"ENSMUSG00000024082",349,327
"ENSMUSG00000024083",2881,3162
"ENSMUSG00000024084",109,114
"ENSMUSG00000024085",223,215
"ENSMUSG00000024087",171,189
"ENSMUSG00000024088",0,0
"ENSMUSG00000024091",997,1017
"ENSMUSG00000024095",806,804
"ENSMUSG00000024096",511,510
"ENSMUSG00000024097",699,650
"ENSMUSG00000024098",702,713
"ENSMUSG00000024099",845,860
"ENSMUSG00000024101",321,365
"ENSMUSG00000024104",1727,1748
"ENSMUSG00000024105",0,0
"ENSMUSG00000024107",19,17
"ENSMUSG00000024109",5428,5628
"ENSMUSG00000024112",932,965
"ENSMUSG00000024114",0,0
"ENSMUSG00000024116",0,0
"ENSMUSG00000024118",72,79
"ENSMUSG00000024120",1160,1105
"ENSMUSG00000024121",1349,1392
"ENSMUSG00000024122",1290,1279
"ENSMUSG00000024124",3,2
"ENSMUSG00000024125",0,0
"ENSMUSG00000024127",3187,3239
"ENSMUSG00000024128",2,1
"ENSMUSG00000024130",3467,3437
"ENSMUSG00000024131",25,31
"ENSMUSG00000024132",158,162
"ENSMUSG00000024134",0,0
"ENSMUSG00000024135",246,243
"ENSMUSG00000024136",79,64
"ENSMUSG00000024137",303,301
"ENSMUSG00000024140",903,948
"ENSMUSG00000024142",449,469
"ENSMUSG00000024143",452,417
"ENSMUSG00000024145",37,45
"ENSMUSG00000024146",397,453
"ENSMUSG00000024150",193,201
"ENSMUSG00000024151",354,340
"ENSMUSG00000024154",0,3
"ENSMUSG00000024155",0,0
"ENSMUSG00000024158",240,241
"ENSMUSG00000024160",241,234
"ENSMUSG00000024163",3936,4061
"ENSMUSG00000024164",2538,2734
"ENSMUSG00000024165",473,519
"ENSMUSG00000024168",0,1
"ENSMUSG00000024169",1136,1111
"ENSMUSG00000024170",325,308
"ENSMUSG00000024171",0,0
"ENSMUSG00000024172",621,690
"ENSMUSG00000024173",0,0
"ENSMUSG00000024174",127,153
"ENSMUSG00000024175",91,77
"ENSMUSG00000024176",317,330
"ENSMUSG00000024177",28,20
"ENSMUSG00000024180",130,121
"ENSMUSG00000024181",240,228
"ENSMUSG00000024182",511,487
"ENSMUSG00000024184",2,1
"ENSMUSG00000024186",128,133
"ENSMUSG00000024187",400,395
"ENSMUSG00000024188",1557,1646
"ENSMUSG00000024190",123,115
"ENSMUSG00000024191",181,211
"ENSMUSG00000024193",134,148
"ENSMUSG00000024194",308,368
"ENSMUSG00000024197",176,218
"ENSMUSG00000024201",1124,1184
"ENSMUSG00000024205",1,0
"ENSMUSG00000024206",314,300
"ENSMUSG00000024207",0,2
"ENSMUSG00000024208",166,187
"ENSMUSG00000024209",0,0
"ENSMUSG00000024210",6,1
"ENSMUSG00000024211",314,324
"ENSMUSG00000024212",1052,1069
"ENSMUSG00000024213",1416,1352
"ENSMUSG00000024215",22,14
"ENSMUSG00000024217",542,628
"ENSMUSG00000024218",209,236
"ENSMUSG00000024219",708,704
"ENSMUSG00000024220",935,918
"ENSMUSG00000024222",230,310
"ENSMUSG00000024223",0,0
"ENSMUSG00000024224",0,0
"ENSMUSG00000024225",0,0
"ENSMUSG00000024227",4,3
"ENSMUSG00000024228",57,51
"ENSMUSG00000024231",460,546
"ENSMUSG00000024232",106,99
"ENSMUSG00000024233",0,0
"ENSMUSG00000024234",178,234
"ENSMUSG00000024235",26,47
"ENSMUSG00000024236",391,402
"ENSMUSG00000024238",1852,1865
"ENSMUSG00000024240",1261,1247
"ENSMUSG00000024241",1606,1616
"ENSMUSG00000024242",1171,1245
"ENSMUSG00000024245",133,134
"ENSMUSG00000024246",90,108
"ENSMUSG00000024247",80,108
"ENSMUSG00000024248",664,623
"ENSMUSG00000024251",643,635
"ENSMUSG00000024253",249,208
"ENSMUSG00000024254",1,2
"ENSMUSG00000024256",17,18
"ENSMUSG00000024258",117,150
"ENSMUSG00000024259",570,663
"ENSMUSG00000024260",1026,1210
"ENSMUSG00000024261",977,959
"ENSMUSG00000024266",0,2
"ENSMUSG00000024268",4696,5142
"ENSMUSG00000024269",601,603
"ENSMUSG00000024270",890,973
"ENSMUSG00000024271",1247,1289
"ENSMUSG00000024273",118,148
"ENSMUSG00000024274",38,37
"ENSMUSG00000024276",579,679
"ENSMUSG00000024277",4553,4592
"ENSMUSG00000024283",1766,1916
"ENSMUSG00000024286",1140,1217
"ENSMUSG00000024287",404,523
"ENSMUSG00000024290",488,547
"ENSMUSG00000024292",84,104
"ENSMUSG00000024293",188,192
"ENSMUSG00000024294",2825,2796
"ENSMUSG00000024295",10,7
"ENSMUSG00000024298",2577,2575
"ENSMUSG00000024299",351,361
"ENSMUSG00000024300",10,11
"ENSMUSG00000024301",84,71
"ENSMUSG00000024302",3953,4048
"ENSMUSG00000024304",3822,4136
"ENSMUSG00000024306",0,1
"ENSMUSG00000024308",529,583
"ENSMUSG00000024309",197,203
"ENSMUSG00000024312",150,146
"ENSMUSG00000024313",0,0
"ENSMUSG00000024317",116,147
"ENSMUSG00000024319",737,724
"ENSMUSG00000024325",239,236
"ENSMUSG00000024327",6,2
"ENSMUSG00000024330",96,103
"ENSMUSG00000024331",39,41
"ENSMUSG00000024334",0,3
"ENSMUSG00000024335",2964,2956
"ENSMUSG00000024338",19,24
"ENSMUSG00000024339",117,124
"ENSMUSG00000024340",0,0
"ENSMUSG00000024346",225,225
"ENSMUSG00000024347",698,705
"ENSMUSG00000024349",7,5
"ENSMUSG00000024350",1501,1578
"ENSMUSG00000024352",53,51
"ENSMUSG00000024353",13,9
"ENSMUSG00000024354",0,0
"ENSMUSG00000024357",206,212
"ENSMUSG00000024359",2231,2277
"ENSMUSG00000024360",975,1018
"ENSMUSG00000024365",0,0
"ENSMUSG00000024366",0,0
"ENSMUSG00000024369",281,258
"ENSMUSG00000024370",947,1013
"ENSMUSG00000024371",9,4
"ENSMUSG00000024376",507,444
"ENSMUSG00000024378",220,204
"ENSMUSG00000024379",0,2
"ENSMUSG00000024381",1697,1806
"ENSMUSG00000024382",498,469
"ENSMUSG00000024383",965,951
"ENSMUSG00000024384",885,889
"ENSMUSG00000024386",0,0
"ENSMUSG00000024387",970,991
"ENSMUSG00000024388",2,14
"ENSMUSG00000024391",1,1
"ENSMUSG00000024392",2734,2976
"ENSMUSG00000024393",6836,7020
"ENSMUSG00000024395",51,43
"ENSMUSG00000024397",4,3
"ENSMUSG00000024399",3,2
"ENSMUSG00000024400",1235,1256
"ENSMUSG00000024401",2,2
"ENSMUSG00000024402",0,0
"ENSMUSG00000024403",1230,1303
"ENSMUSG00000024404",935,1037
"ENSMUSG00000024406",0,0
"ENSMUSG00000024409",7,4
"ENSMUSG00000024410",385,424
"ENSMUSG00000024411",10127,10505
"ENSMUSG00000024413",1216,1275
"ENSMUSG00000024414",172,168
"ENSMUSG00000024420",504,522
"ENSMUSG00000024421",69,94
"ENSMUSG00000024422",376,376
"ENSMUSG00000024423",1068,1057
"ENSMUSG00000024424",606,613
"ENSMUSG00000024425",1191,1145
"ENSMUSG00000024426",1678,1863
"ENSMUSG00000024427",164,155
"ENSMUSG00000024429",596,639
"ENSMUSG00000024430",63,96
"ENSMUSG00000024431",663,605
"ENSMUSG00000024436",185,144
"ENSMUSG00000024437",42,33
"ENSMUSG00000024440",0,0
"ENSMUSG00000024442",389,397
"ENSMUSG00000024446",89,65
"ENSMUSG00000024448",0,0
"ENSMUSG00000024451",7,4
"ENSMUSG00000024454",1067,1098
"ENSMUSG00000024456",864,839
"ENSMUSG00000024457",471,469
"ENSMUSG00000024459",105,103
"ENSMUSG00000024462",5469,5395
"ENSMUSG00000024471",3,2
"ENSMUSG00000024472",662,671
"ENSMUSG00000024474",679,744
"ENSMUSG00000024477",484,557
"ENSMUSG00000024479",243,241
"ENSMUSG00000024480",320,300
"ENSMUSG00000024481",7,0
"ENSMUSG00000024483",1300,1384
"ENSMUSG00000024485",4,6
"ENSMUSG00000024486",241,238
"ENSMUSG00000024487",523,584
"ENSMUSG00000024491",768,864
"ENSMUSG00000024493",843,844
"ENSMUSG00000024497",0,2
"ENSMUSG00000024498",984,1094
"ENSMUSG00000024500",1228,1363
"ENSMUSG00000024501",13867,13877
"ENSMUSG00000024502",1063,1050
"ENSMUSG00000024503",0,0
"ENSMUSG00000024505",27,45
"ENSMUSG00000024507",784,808
"ENSMUSG00000024510",0,0
"ENSMUSG00000024511",101,109
"ENSMUSG00000024512",0,0
"ENSMUSG00000024513",424,495
"ENSMUSG00000024515",1070,1051
"ENSMUSG00000024516",214,214
"ENSMUSG00000024517",10,19
"ENSMUSG00000024518",0,0
"ENSMUSG00000024519",0,0
"ENSMUSG00000024521",61,60
"ENSMUSG00000024524",2726,2760
"ENSMUSG00000024525",53,61
"ENSMUSG00000024526",14,7
"ENSMUSG00000024527",868,899
"ENSMUSG00000024528",196,188
"ENSMUSG00000024529",14,7
"ENSMUSG00000024530",236,256
"ENSMUSG00000024532",1,0
"ENSMUSG00000024533",2472,2675
"ENSMUSG00000024534",755,782
"ENSMUSG00000024535",168,121
"ENSMUSG00000024537",118,117
"ENSMUSG00000024538",135,124
"ENSMUSG00000024539",278,259
"ENSMUSG00000024542",449,505
"ENSMUSG00000024544",239,231
"ENSMUSG00000024546",0,1
"ENSMUSG00000024548",2198,2275
"ENSMUSG00000024552",52,29
"ENSMUSG00000024553",1,4
"ENSMUSG00000024556",402,423
"ENSMUSG00000024558",824,800
"ENSMUSG00000024560",480,525
"ENSMUSG00000024561",825,796
"ENSMUSG00000024563",926,963
"ENSMUSG00000024565",887,882
"ENSMUSG00000024566",1226,1265
"ENSMUSG00000024570",169,174
"ENSMUSG00000024571",421,372
"ENSMUSG00000024575",4,1
"ENSMUSG00000024576",4011,4342
"ENSMUSG00000024578",0,0
"ENSMUSG00000024579",233,190
"ENSMUSG00000024580",375,385
"ENSMUSG00000024581",898,899
"ENSMUSG00000024583",453,426
"ENSMUSG00000024587",1779,1858
"ENSMUSG00000024588",631,732
"ENSMUSG00000024589",2716,2652
"ENSMUSG00000024590",450,508
"ENSMUSG00000024592",105,106
"ENSMUSG00000024593",668,659
"ENSMUSG00000024594",544,481
"ENSMUSG00000024597",601,599
"ENSMUSG00000024598",829,833
"ENSMUSG00000024600",2,2
"ENSMUSG00000024601",1520,1572
"ENSMUSG00000024603",1961,2055
"ENSMUSG00000024604",626,632
"ENSMUSG00000024608",1877,1846
"ENSMUSG00000024610",0,5
"ENSMUSG00000024613",385,406
"ENSMUSG00000024614",447,477
"ENSMUSG00000024617",3944,4242
"ENSMUSG00000024619",0,0
"ENSMUSG00000024620",301,313
"ENSMUSG00000024621",21,21
"ENSMUSG00000024622",768,795
"ENSMUSG00000024639",3337,3513
"ENSMUSG00000024640",2035,1930
"ENSMUSG00000024642",748,893
"ENSMUSG00000024644",396,399
"ENSMUSG00000024645",102,159
"ENSMUSG00000024646",579,603
"ENSMUSG00000024647",54,52
"ENSMUSG00000024650",4,3
"ENSMUSG00000024653",0,0
"ENSMUSG00000024654",3428,3504
"ENSMUSG00000024658",16,13
"ENSMUSG00000024659",32,15
"ENSMUSG00000024660",266,291
"ENSMUSG00000024661",4162,4617
"ENSMUSG00000024663",40,53
"ENSMUSG00000024664",396,401
"ENSMUSG00000024665",6608,6636
"ENSMUSG00000024666",154,144
"ENSMUSG00000024667",104,123
"ENSMUSG00000024668",460,466
"ENSMUSG00000024669",0,0
"ENSMUSG00000024670",0,0
"ENSMUSG00000024672",7,8
"ENSMUSG00000024673",0,0
"ENSMUSG00000024675",0,1
"ENSMUSG00000024677",4,1
"ENSMUSG00000024678",0,1
"ENSMUSG00000024679",9,17
"ENSMUSG00000024680",0,0
"ENSMUSG00000024681",0,0
"ENSMUSG00000024682",0,0
"ENSMUSG00000024683",168,166
"ENSMUSG00000024687",1131,1067
