"Gene_ID","GSM7329492","GSM7329493","GSM7329494","GSM7329495","GSM7329500","GSM7329501","GSM7329502","GSM7329506","GSM7329507","GSM7329508"
"1110018N20Rik",21,21,14,29,21,14,19,29,26,34
"1110019D14Rik",16,17,15,31,7,11,9,11,10,20
"1110020A21Rik",51,54,77,115,39,45,57,37,47,88
"1110025L11Rik",0,0,0,0,0,0,0,0,0,0
"1110025M09Rik",51,49,48,88,52,49,42,71,26,49
"1110028F11Rik",0,0,0,0,0,2,0,0,0,0
"1110028F18Rik",0,0,0,0,0,0,0,0,0,0
"1110032A03Rik",591,658,530,1120,427,459,505,575,695,796
"1110032F04Rik",18,10,9,32,16,6,15,12,36,24
"1110034G24Rik",83,93,82,180,60,61,57,73,79,119
"1110035H17Rik",11,9,3,16,10,11,6,7,5,13
"1110036E04Rik",0,0,0,0,0,0,0,0,0,0
"1110037F02Rik",1612,1473,1348,2934,1325,1420,1519,1753,1956,2591
"1110038B12Rik",55,93,81,202,81,89,62,62,81,124
"1110038F14Rik",171,137,125,300,138,123,118,146,131,202
"1110046J04Rik",37,33,46,67,30,46,38,35,58,47
"1110051M20Rik",780,786,827,1816,673,595,753,812,1078,1370
"1110057P08Rik",0,0,0,0,0,0,0,0,0,0
"1110059E24Rik",808,845,693,1405,519,599,674,883,917,1360
"1110059G10Rik",475,496,442,787,347,377,396,461,411,653
"1110065P20Rik",146,148,152,314,106,115,104,166,175,216
"1190002F15Rik",0,0,0,0,2,1,0,0,0,0
"1190002N15Rik",9455,8852,9921,17683,6943,8447,8645,8103,7150,10898
"1190003K10Rik",3,7,1,8,2,0,1,11,6,6
"1190005I06Rik",4,1,2,2,0,5,2,1,0,1
"1190007I07Rik",36,45,21,83,37,29,46,31,36,52
"1200007C13Rik",0,0,0,0,0,0,0,0,0,0
"1200014J11Rik",1070,1058,963,1944,787,848,853,884,1010,1278
"1300002E11Rik",369,349,329,629,239,275,260,309,271,450
"1300017J02Rik",0,0,1,1,0,0,3,3,0,2
"1500002C15Rik",60,54,69,165,53,57,38,44,89,78
"1500002F19Rik",2,2,1,8,2,2,0,6,4,10
"1500004A13Rik",1443,1336,1163,2395,1165,1191,1165,1139,1308,1656
"1500009C09Rik",969,1040,964,1798,630,670,680,924,1196,1467
"1500009L16Rik",126,107,150,210,117,109,157,104,162,204
"1500011B03Rik",832,878,714,1735,632,603,628,710,883,1172
"1500011K16Rik",334,362,252,520,199,176,280,234,236,349
"1500012F01Rik",129,157,114,268,143,139,140,184,175,221
"1500012K07Rik",5,5,0,3,2,2,2,4,2,10
"1500015A07Rik",114,128,152,290,125,139,136,146,159,219
"1500015L24Rik",4,1,2,4,4,9,1,11,7,6
"1500015O10Rik",36,269,94,618,14,14,16,201,307,111
"1500017E21Rik",10,9,11,11,7,8,8,2,12,22
"1500026H17Rik",60,53,48,129,60,42,53,62,58,63
"1500035N22Rik",10,7,10,19,4,10,11,7,9,10
"1520401A03Rik",1,0,3,5,2,6,2,3,6,4
"1600002D24Rik",0,0,0,0,0,0,0,0,0,0
"1600002H07Rik",171,200,191,417,149,187,180,162,213,212
"1600002K03Rik",36,34,23,70,28,39,32,26,29,53
"1600010M07Rik",2,0,0,0,0,0,0,0,0,0
"1600012H06Rik",644,682,623,1312,512,580,624,648,596,928
"1600012P17Rik",0,0,0,0,0,0,0,0,0,0
"1600014C10Rik",611,518,477,1353,472,494,506,596,744,890
"1600014C23Rik",1,0,0,1,1,0,1,0,0,0
"1600014K23Rik",0,0,0,0,0,0,0,0,0,0
"1600015I10Rik",1,1,0,0,0,0,0,0,0,0
"1600017P15Rik",2,3,3,2,2,1,0,0,0,7
"1600019K03Rik",0,0,0,0,0,0,0,0,0,0
"1600020E01Rik",112,105,143,231,86,103,93,126,105,146
"1600025M17Rik",0,0,0,0,0,0,0,0,0,0
"1600029O15Rik",1,0,1,0,0,0,3,4,2,0
"1700001C02Rik",2,5,0,16,0,1,8,4,5,9
"1700001C19Rik",1,0,0,0,0,1,0,0,0,1
"1700001D01Rik",0,0,0,0,0,0,0,0,0,0
"1700001F09Rik",0,1,0,0,0,0,0,0,1,0
"1700001G01Rik",0,0,0,0,0,0,0,0,0,0
"1700001G11Rik",5,9,0,18,4,0,8,5,18,7
"1700001G17Rik",8,17,8,8,8,5,3,10,8,10
"1700001J03Rik",3,2,1,6,0,0,2,1,0,0
"1700001J04Rik",0,0,0,0,0,0,0,0,0,0
"1700001J11Rik",1,0,2,0,0,1,0,0,1,0
"1700001K19Rik",0,0,0,0,0,0,0,0,0,0
"1700001L05Rik",12,8,7,18,5,8,5,3,11,14
"1700001L19Rik",25,13,15,32,16,4,25,14,33,21
"1700001O22Rik",16,19,19,38,15,20,21,16,37,31
"1700001P01Rik",9,7,11,24,8,6,5,3,5,10
"1700003C15Rik",0,0,0,0,0,0,0,0,0,0
"1700003D09Rik",36,29,22,44,18,17,17,46,52,90
"1700003E16Rik",30,18,32,85,39,25,38,56,80,81
"1700003E24Rik",0,0,0,0,0,0,0,0,0,0
"1700003F12Rik",4,2,2,5,0,1,5,2,0,4
"1700003G13Rik",0,0,0,0,0,0,0,0,0,0
"1700003G18Rik",0,0,0,4,0,0,0,0,0,0
"1700003H04Rik",0,0,0,0,0,0,0,0,0,0
"1700003I22Rik",0,0,0,0,0,0,0,0,0,0
"1700003L19Rik",0,0,0,0,0,0,0,0,1,0
"1700003M02Rik",26,36,20,93,11,8,15,28,65,36
"1700003M07Rik",15,17,7,17,14,9,26,10,35,38
"1700003N22Rik",0,1,0,0,3,0,2,3,1,2
"1700003P14Rik",0,0,0,0,0,0,0,0,0,0
"1700006A11Rik",0,0,0,0,0,0,0,0,0,0
"1700006E09Rik",0,0,0,0,0,0,0,0,0,0
"1700006F04Rik",0,0,0,0,0,0,0,0,0,0
"1700006H21Rik",0,0,0,0,0,0,0,0,0,0
"1700006J14Rik",0,0,1,1,0,0,1,1,0,3
"1700006P03Rik",0,0,0,0,0,0,0,0,0,0
"1700007B14Rik",1,2,0,0,1,2,0,1,1,2
"1700007E05Rik",0,0,0,0,0,0,0,0,0,0
"1700007F19Rik",5,0,3,2,1,0,0,1,2,2
"1700007G11Rik",5,8,1,26,3,6,6,10,13,6
"1700007J10Rik",23,11,14,15,10,10,12,25,44,33
"1700007K09Rik",7,0,3,4,0,1,3,1,3,1
"1700007K13Rik",21,26,20,58,8,5,13,22,37,29
"1700007L15Rik",2,4,1,5,1,5,3,7,2,7
"1700007M16Rik",0,0,0,0,0,0,0,0,0,0
"1700007P06Rik",0,1,1,3,0,0,1,0,1,0
"1700008A23Rik",0,0,0,0,0,1,0,0,1,1
"1700008F21Rik",0,0,0,0,0,0,0,0,0,0
"1700008J07Rik",82,67,76,127,51,70,70,70,77,102
"1700008K24Rik",2,0,0,0,0,0,0,0,0,0
"1700008O03Rik",24,19,22,46,19,11,10,16,37,37
"1700008P02Rik",0,0,0,0,0,0,0,0,0,0
"1700009C05Rik",1,0,2,1,0,0,0,0,0,2
"1700009J07Rik",0,0,0,0,1,0,0,1,0,0
"1700009N14Rik",0,0,0,0,0,0,0,0,0,0
"1700010B08Rik",0,0,0,0,0,0,0,0,0,0
"1700010B13Rik",0,0,1,0,0,0,1,0,1,0
"1700010D01Rik",0,0,0,0,0,0,0,0,0,0
"1700010H22Rik",0,0,0,0,0,0,0,0,0,0
"1700010I02Rik",0,0,0,0,0,0,0,0,0,0
"1700010I14Rik",18,10,17,29,10,6,18,15,23,27
"1700010J16Rik",0,0,0,0,0,0,0,0,0,0
"1700010K23Rik",6,4,3,2,4,4,7,9,10,5
"1700010K24Rik",2,0,0,3,0,0,0,0,0,0
"1700010L04Rik",1,0,0,0,0,0,0,0,0,0
"1700010N08Rik",0,0,0,0,0,0,0,0,0,0
"1700011A15Rik",0,0,0,0,0,0,0,0,0,0
"1700011B04Rik",0,0,0,0,0,0,0,0,0,0
"1700011E24Rik",0,1,0,1,0,0,0,1,2,1
"1700011H14Rik",1,0,0,1,0,0,0,0,0,0
"1700011I03Rik",4,5,1,4,2,4,0,5,7,12
"1700011L22Rik",0,0,0,1,0,0,0,0,0,0
"1700011M02Rik",0,0,0,0,0,0,0,0,0,0
"1700012A03Rik",0,0,0,0,0,0,0,0,0,0
"1700012B07Rik",0,0,0,0,0,0,0,0,0,0
"1700012B09Rik",12,5,5,19,4,0,13,20,19,4
"1700012C08Rik",0,0,0,0,0,0,0,0,0,0
"1700012C14Rik",1,0,1,2,1,0,1,0,0,0
"1700012E03Rik",0,0,0,0,0,0,0,0,0,0
"1700012I11Rik",0,0,0,0,0,0,0,0,0,0
"1700012J22Rik",0,0,2,0,0,0,0,0,0,0
"1700012L04Rik",0,0,1,0,0,0,0,0,0,0
"1700012P22Rik",3,4,3,8,2,0,2,5,5,2
"1700013D24Rik",0,0,1,0,0,0,0,0,1,0
"1700013F07Rik",10,4,11,31,8,3,4,12,7,12
"1700013G24Rik",0,0,0,0,0,0,0,0,0,0
"1700013H16Rik",0,0,0,2,0,0,0,1,0,2
"1700013N06Rik",0,0,0,0,0,0,0,0,0,0
"1700014D04Rik",1,0,0,0,0,0,1,0,1,1
"1700015E13Rik",0,0,0,0,0,0,0,0,0,0
"1700015F17Rik",0,4,1,3,1,4,1,1,2,5
"1700015G11Rik",4,6,0,7,4,0,2,0,1,7
"1700015O11Rik",0,0,0,0,0,0,0,0,0,0
"1700016A09Rik",4,4,8,14,4,3,4,6,4,9
"1700016C15Rik",0,0,0,0,0,1,0,0,0,0
"1700016D06Rik",0,0,0,0,0,0,0,0,0,0
"1700016D08Rik",0,0,0,0,0,0,0,0,0,0
"1700016G14Rik",0,1,0,1,0,0,1,2,0,0
"1700016G22Rik",0,0,0,1,0,0,2,0,0,0
"1700016H13Rik",1,1,0,0,0,0,1,0,0,0
"1700016K19Rik",9,7,6,32,7,1,3,16,7,16
"1700016L21Rik",0,0,0,0,0,0,0,0,0,0
"1700016P03Rik",5,6,7,13,9,9,9,5,10,16
"1700016P04Rik",0,0,0,0,0,0,0,0,0,0
"1700017B05Rik",158,148,120,397,134,121,118,159,151,254
"1700017D01Rik",0,0,0,0,0,0,0,0,0,0
"1700017G19Rik",0,1,1,3,1,2,2,1,4,1
"1700017I07Rik",0,0,0,0,0,0,0,0,0,0
"1700017J07Rik",0,0,0,0,0,0,0,0,0,0
"1700017N19Rik",0,0,0,0,0,1,0,0,1,0
"1700018A04Rik",0,2,0,1,0,1,2,0,0,0
"1700018A14Rik",1,0,0,0,0,0,0,0,0,0
"1700018B08Rik",0,0,0,1,0,0,0,0,0,0
"1700018B24Rik",0,0,0,0,0,0,0,0,0,0
"1700018C11Rik",0,0,0,0,0,0,0,0,0,0
"1700018F24Rik",0,0,0,0,0,0,0,0,0,0
"1700018L02Rik",4,4,7,17,6,9,8,5,13,31
"1700018M17Rik",1,0,0,0,0,0,0,0,0,0
"1700019A02Rik",41,15,15,39,18,33,27,21,17,26
"1700019B03Rik",0,0,1,0,0,2,1,3,0,0
"1700019B21Rik",0,0,0,1,0,0,0,0,0,1
"1700019D03Rik",467,422,453,947,372,433,475,434,583,636
"1700019E08Rik",0,0,0,0,0,0,0,0,0,0
"1700019G17Rik",433,422,338,929,309,322,342,414,488,627
"1700019G24Rik",0,0,2,4,3,0,0,3,4,2
"1700019L03Rik",9,13,8,43,1,6,6,10,7,4
"1700019M22Rik",0,0,0,0,0,0,0,0,0,0
"1700019N19Rik",0,0,0,0,0,0,0,0,0,0
"1700019O17Rik",0,0,0,0,0,0,0,0,0,0
"1700019P21Rik",0,0,0,0,0,0,0,0,0,0
"1700020A23Rik",0,0,0,0,0,0,0,0,0,0
"1700020D05Rik",34,26,31,48,18,21,25,17,22,11
"1700020G17Rik",0,0,0,0,1,1,0,0,0,0
"1700020I14Rik",37707,32703,29591,56615,21437,24213,26455,28126,29167,38167
"1700020L24Rik",3,2,4,9,4,7,2,5,5,5
"1700020M21Rik",0,0,0,0,0,0,0,0,0,0
"1700020N01Rik",0,1,0,0,1,2,0,0,0,0
"1700020N15Rik",0,0,0,0,0,0,0,0,0,0
"1700020N18Rik",2,5,5,9,4,3,5,4,6,1
"1700021A07Rik",0,0,0,0,0,0,0,0,0,0
"1700021F05Rik",542,526,490,853,358,395,459,433,476,775
"1700021F07Rik",0,0,0,0,0,0,0,0,0,0
"1700021J08Rik",5,2,5,0,1,1,3,7,7,6
"1700021K19Rik",925,845,767,1968,722,710,807,914,1188,1509
"1700021L23Rik",0,0,0,0,0,0,0,0,0,0
"1700021N21Rik",7,7,10,11,4,4,7,17,8,7
"1700021P04Rik",0,0,0,0,0,0,0,0,0,0
"1700022A21Rik",0,0,0,0,0,0,0,0,0,0
"1700022A22Rik",0,0,0,0,0,0,0,0,0,0
"1700022E09Rik",0,0,0,0,1,0,0,0,0,0
"1700022F17Rik",0,2,0,4,2,0,1,3,4,0
"1700022H16Rik",0,0,0,0,0,0,0,0,0,0
"1700022I11Rik",37,36,11,22,12,5,9,68,105,107
"1700022N22Rik",0,3,4,3,0,0,1,1,1,4
"1700023C21Rik",0,0,0,0,0,0,0,0,0,0
"1700023E05Rik",17,30,16,54,25,27,24,16,23,36
"1700023F02Rik",0,0,0,0,0,0,0,0,0,0
"1700023F06Rik",48,39,42,119,48,53,28,61,56,59
"1700023G09Rik",0,0,0,0,0,0,0,0,0,0
"1700023H06Rik",1,0,0,6,0,0,0,0,0,1
"1700024B05Rik",0,0,0,0,0,0,2,0,0,0
"1700024B18Rik",0,0,0,0,0,0,0,0,0,0
"1700024G13Rik",4,2,0,8,0,0,2,2,6,1
"1700024J04Rik",0,0,0,0,0,0,0,0,0,0
"1700024P04Rik",0,0,0,0,0,0,0,0,0,0
"1700024P16Rik",0,0,0,1,0,0,3,2,1,0
"1700025B11Rik",0,0,0,0,0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0,0,0,0,0
"1700025D23Rik",0,0,0,0,0,0,0,0,0,0
"1700025F22Rik",0,0,0,0,0,0,0,0,0,0
"1700025F24Rik",0,0,0,0,0,0,1,0,0,0
"1700025G04Rik",4450,3994,4473,7510,3181,3843,3811,4314,4574,5529
"1700025H01Rik",0,0,0,0,0,0,0,0,0,0
"1700025K24Rik",0,0,0,0,0,0,0,0,0,0
"1700025M24Rik",0,0,0,0,0,0,1,0,0,0
"1700025N21Rik",0,0,0,0,0,0,0,0,0,0
"1700025N23Rik",0,0,0,0,0,0,0,0,0,0
"1700025O08Rik",0,0,0,0,0,0,0,0,0,0
"1700026D08Rik",26,10,17,52,10,7,15,30,29,28
"1700026D11Rik",0,0,1,1,0,0,0,2,0,0
"1700026F02Rik",0,0,0,0,0,0,0,0,2,1
"1700026J12Rik",0,0,0,0,0,0,0,0,0,0
"1700026J14Rik",0,0,1,0,0,0,0,0,0,0
"1700026L06Rik",1,4,0,5,1,0,1,0,2,7
"1700027A07Rik",1,3,2,16,4,2,2,5,3,2
"1700027A15Rik",1,0,1,0,0,0,0,1,1,0
"1700027F09Rik",0,0,0,0,0,0,0,0,0,0
"1700027H10Rik",0,0,0,1,0,1,0,3,0,0
"1700027I24Rik",0,0,0,0,0,0,0,0,0,0
"1700028B04Rik",0,0,0,0,0,0,0,0,0,0
"1700028D13Rik",0,0,0,0,0,0,0,0,0,0
"1700028E10Rik",32,27,20,48,23,51,21,35,29,39
"1700028I16Rik",1,2,0,0,0,0,1,0,0,0
"1700028J19Rik",5,7,3,15,1,8,2,4,3,13
"1700028K03Rik",4,3,4,6,3,6,1,0,1,4
"1700028M03Rik",0,0,0,0,0,0,0,0,0,0
"1700028N14Rik",0,0,1,1,3,0,0,0,0,0
"1700028P14Rik",23,30,19,52,8,5,15,16,24,27
"1700028P15Rik",0,0,0,0,0,0,0,0,0,0
"1700029B22Rik",0,0,0,0,0,0,0,0,0,0
"1700029E06Rik",0,0,0,0,0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,0,0,0,0,0
"1700029H14Rik",0,1,0,1,0,0,0,0,0,0
"1700029I15Rik",18,22,19,29,16,9,14,24,34,29
"1700029J03Rik",0,0,0,0,0,0,0,0,0,0
"1700029J07Rik",81,114,110,168,107,127,80,59,74,87
"1700029M03Rik",0,0,0,2,0,0,0,0,0,0
"1700029M20Rik",2,1,0,0,0,0,1,2,0,0
"1700029N11Rik",0,0,0,0,0,0,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0
"1700030A11Rik",0,0,0,0,0,0,0,0,0,0
"1700030C10Rik",0,0,0,0,0,0,0,0,0,0
"1700030C12Rik",3,4,3,2,4,3,0,4,3,3
"1700030C14Rik",0,0,0,0,0,0,0,0,0,0
"1700030F04Rik",5,0,1,0,3,0,0,3,5,8
"1700030I03Rik",0,0,0,0,0,0,0,0,0,0
"1700030J22Rik",69,65,76,144,56,43,55,65,94,93
"1700030K09Rik",90,107,82,219,55,77,69,94,99,122
"1700030L20Rik",0,0,0,0,0,0,0,0,0,0
"1700030M09Rik",0,1,0,1,0,0,0,0,2,0
"1700030N03Rik",0,0,0,0,0,0,0,0,0,0
"1700030O20Rik",0,0,0,0,0,0,0,0,0,0
"1700031A10Rik",0,0,0,0,0,0,0,0,0,0
"1700031F05Rik",0,0,1,0,0,0,0,2,0,0
"1700031F10Rik",0,0,0,0,0,0,0,0,0,0
"1700031L13Rik",0,0,0,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,0,0
"1700031P21Rik",0,0,0,1,0,0,0,0,0,0
"1700034B16Rik",0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0
"1700034G24Rik",0,0,0,0,0,0,0,0,0,0
"1700034H15Rik",64,49,58,140,44,64,58,44,56,69
"1700034I23Rik",3,8,9,8,0,4,1,2,1,9
"1700034J04Rik",0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",0,0,0,0,0,0,0,0,0,0
"1700034K08Rik",0,0,0,0,0,0,0,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0
"1700034P13Rik",4,7,3,4,5,2,3,8,16,7
"1700036A12Rik",1,1,4,6,4,1,2,3,5,0
"1700036G14Rik",0,0,0,0,0,0,0,0,0,0
"1700036O09Rik",0,0,0,0,0,0,0,0,0,0
"1700037C06Rik",0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",38,26,25,49,17,23,18,25,47,50
"1700037F24Rik",0,0,0,0,0,0,0,0,0,0
"1700037H04Rik",241,255,264,571,188,188,196,253,329,401
"1700039E15Rik",0,0,0,0,0,0,0,0,0,0
"1700039E22Rik",0,0,0,0,2,0,0,0,0,0
"1700039I01Rik",0,0,0,0,0,0,0,0,0,0
"1700039M10Rik",0,0,0,0,0,1,0,0,0,0
"1700039M15Rik",0,0,0,0,0,0,0,0,0,0
"1700040D17Rik",16,14,15,44,24,22,10,10,11,19
"1700040F15Rik",0,0,0,0,0,0,0,0,0,0
"1700040F17Rik",0,0,0,0,0,0,0,0,0,0
"1700040K01Rik",1,0,1,1,1,0,0,0,0,0
"1700040L02Rik",28,40,13,84,9,15,17,31,61,34
"1700041C23Rik",0,0,0,0,0,0,0,0,0,0
"1700041G16Rik",4,0,2,4,1,4,0,4,4,12
"1700041M05Rik",0,0,0,0,0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0,0,0,0,0
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0,0,0,0,0
"1700042O10Rik",0,1,0,0,0,0,0,0,0,0
"1700044C05Rik",0,0,0,0,0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0,0,1,0,0
"1700045I11Rik",0,0,0,0,1,0,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0
"1700047A11Rik",0,0,0,0,0,0,0,0,0,1
"1700047F07Rik",26,14,27,59,12,22,22,25,26,17
"1700047G03Rik",0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0
"1700047K16Rik",2,2,6,7,3,1,1,1,0,2
"1700047L14Rik",0,0,0,0,0,0,0,0,0,0
"1700047M11Rik",307,360,360,682,334,414,322,244,244,346
"1700047N06Rik",0,0,0,0,0,0,0,0,0,0
"1700048M11Rik",0,0,0,0,0,0,0,0,0,0
"1700048O20Rik",171,223,227,274,263,213,236,183,216,302
"1700049E15Rik",0,0,0,0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0
"1700049E22Rik",0,0,0,0,0,0,0,0,0,0
"1700049G17Rik",443,373,355,733,299,340,317,346,378,541
"1700049J03Rik",0,2,1,0,1,0,0,1,0,2
"1700049L16Rik",0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,0
"1700051O22Rik",1,3,1,2,0,1,2,0,2,2
"1700052I22Rik",0,0,0,0,0,0,0,0,0,0
"1700052K11Rik",307,256,249,468,156,179,180,255,280,421
"1700054A03Rik",0,0,0,1,0,0,0,0,0,0
"1700054K02Rik",0,0,0,0,0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,3,0,0,0,0,0,1
"1700054O19Rik",0,0,0,0,0,0,0,0,0,0
"1700055C04Rik",0,0,0,0,0,0,0,0,0,0
"1700055D18Rik",5,6,8,19,6,4,3,5,14,12
"1700056E22Rik",4,0,10,8,5,2,1,6,3,4
"1700056N10Rik",26,33,19,37,17,24,15,28,18,30
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0
"1700057H15Rik",0,1,0,2,1,0,0,0,0,0
"1700057H21Rik",0,0,0,0,0,0,0,0,0,0
"1700058P15Rik",0,0,0,2,0,1,0,0,0,2
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0,0,0,0,0
"1700060J05Rik",7,6,4,6,5,5,8,9,9,17
"1700060O08Rik",0,0,0,0,4,0,0,0,1,1
"1700061E17Rik",2,3,1,5,1,1,0,1,2,0
"1700061E18Rik",0,1,0,3,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,0,1,0,0,0,1,2,2,0
"1700061H18Rik",0,0,0,0,0,0,0,0,0,0
"1700061I17Rik",0,0,0,0,0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",14,9,18,28,15,15,14,9,31,22
"1700063H04Rik",0,0,0,0,0,0,0,0,0,0
"1700063H06Rik",0,0,0,0,1,0,0,1,0,0
"1700063I16Rik",0,0,0,0,0,0,0,0,0,0
"1700063K16Rik",0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,0,2,1,1,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,0,1,0,1,0,1,1,0,2
"1700065D16Rik",8,2,3,18,2,2,2,1,11,1
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",2,0,1,0,0,0,1,0,3,5
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",1,0,0,1,0,0,0,0,0,0
"1700066B19Rik",2,2,4,0,0,6,0,0,1,6
"1700066C05Rik",0,0,0,0,0,0,0,0,0,0
"1700066J03Rik",1,0,2,0,2,0,0,1,0,0
"1700066M21Rik",771,655,667,1270,589,582,665,789,847,1000
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,1,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",1,1,0,4,1,2,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0
"1700069B07Rik",0,0,2,4,2,0,0,3,0,0
"1700069L16Rik",1,9,3,12,1,3,2,5,5,12
"1700071G01Rik",0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0
"1700071M16Rik",3,1,0,1,1,0,0,1,1,5
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0
"1700072G22Rik",0,0,0,0,0,0,1,0,0,0
"1700073E17Rik",0,0,0,0,0,0,0,0,0,0
"1700074A21Rik",0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0
"1700080G11Rik",0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,1,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0
"1700082M22Rik",3,0,0,2,1,1,1,1,0,3
"1700083H02Rik",0,0,0,0,0,0,0,0,0,0
"1700084C01Rik",536,614,508,1162,462,397,488,616,737,827
"1700084C06Rik",3,3,1,2,1,5,2,0,13,2
"1700084E18Rik",7,6,5,12,10,0,1,5,2,10
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",0,0,0,1,0,1,0,2,0,2
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0
