"entrezgene_id","external_gene_name","ensembl_gene_id"
21672,"Prdx2","ENSMUSG00000005161"
18477,"Prdx1","ENSMUSG00000028691"
14776,"Gpx2","ENSMUSG00000042808"
14775,"Gpx1","ENSMUSG00000063856"
625249,"Gpx4","ENSMUSG00000075706"
14778,"Gpx3","ENSMUSG00000018339"
75512,"Gpx6","ENSMUSG00000004341"
67305,"Gpx7","ENSMUSG00000028597"
11757,"Prdx3","ENSMUSG00000024997"
14854,"Gss","ENSMUSG00000027610"
14598,"Ggt1","ENSMUSG00000006345"
234889,"Gucy1a2","ENSMUSG00000041624"
54195,"Gucy1b1","ENSMUSG00000028005"
230103,"Npr2","ENSMUSG00000028469"
245650,"Gucy2f","ENSMUSG00000042282"
14917,"Gucy2c","ENSMUSG00000042638"
18160,"Npr1","ENSMUSG00000027931"
14919,"Gucy2e","ENSMUSG00000020890"
60596,"Gucy1a1","ENSMUSG00000033910"
14544,"Gda","ENSMUSG00000058624"
12352,"Car5a","ENSMUSG00000025317"
56078,"Car5b","ENSMUSG00000031373"
27392,"Pign","ENSMUSG00000056536"
230801,"Pigv","ENSMUSG00000043257"
99439,"Duox1","ENSMUSG00000033268"
214593,"Duox2","ENSMUSG00000068452"
11833,"Aqp8","ENSMUSG00000030762"
56703,"Pigo","ENSMUSG00000028454"
18701,"Pigf","ENSMUSG00000024145"
433931,"Pigg","ENSMUSG00000029263"
239827,"Pigz","ENSMUSG00000045625"
329777,"Pigk","ENSMUSG00000039047"
14731,"Gpaa1","ENSMUSG00000022561"
228812,"Pigu","ENSMUSG00000038383"
276846,"Pigs","ENSMUSG00000041958"
78928,"Pigt","ENSMUSG00000017721"
15108,"Hsd17b10","ENSMUSG00000025260"
15107,"Hadh","ENSMUSG00000027984"
15118,"Has3","ENSMUSG00000031910"
15116,"Has1","ENSMUSG00000003665"
15117,"Has2","ENSMUSG00000022367"
71883,"Coq2","ENSMUSG00000029319"
20535,"Slc4a2","ENSMUSG00000028962"
240215,"Slc4a9","ENSMUSG00000024485"
20533,"Slc4a1","ENSMUSG00000006574"
20536,"Slc4a3","ENSMUSG00000006576"
103988,"Gck","ENSMUSG00000041798"
15277,"Hk2","ENSMUSG00000000628"
15275,"Hk1","ENSMUSG00000037012"
216019,"Hkdc1","ENSMUSG00000020080"
212032,"Hk3","ENSMUSG00000025877"
15233,"Hgd","ENSMUSG00000022821"
58875,"Hibadh","ENSMUSG00000029776"
15186,"Hdc","ENSMUSG00000027360"
11944,"Atp4a","ENSMUSG00000005553"
11945,"Atp4b","ENSMUSG00000031449"
70789,"Kynu","ENSMUSG00000026866"
208715,"Hmgcs1","ENSMUSG00000093930"
15360,"Hmgcs2","ENSMUSG00000027875"
15356,"Hmgcl","ENSMUSG00000028672"
208982,"Hmgcll1","ENSMUSG00000007908"
15368,"Hmox1","ENSMUSG00000005413"
15369,"Hmox2","ENSMUSG00000004070"
56794,"Hacl1","ENSMUSG00000021884"
52815,"Ldhd","ENSMUSG00000031958"
27029,"Sgsh","ENSMUSG00000005043"
15483,"Hsd11b1","ENSMUSG00000016194"
15484,"Hsd11b2","ENSMUSG00000031891"
15485,"Hsd17b1","ENSMUSG00000019301"
14979,"Hsd17b8","ENSMUSG00000073422"
15486,"Hsd17b2","ENSMUSG00000031844"
15490,"Hsd17b7","ENSMUSG00000026675"
15497,"Hsd3b6","ENSMUSG00000027869"
15492,"Hsd3b1","ENSMUSG00000027871"
15496,"Hsd3b5","ENSMUSG00000038092"
15494,"Hsd3b3","ENSMUSG00000062410"
15493,"Hsd3b2","ENSMUSG00000063730"
15495,"Hsd3b4","ENSMUSG00000095143"
100043456,"Hsd3b8","ENSMUSG00000095388"
101502,"Hsd3b7","ENSMUSG00000042289"
57028,"Pdxp","ENSMUSG00000116165"
15929,"Idh3g","ENSMUSG00000002010"
170718,"Idh3b","ENSMUSG00000027406"
67834,"Idh3a","ENSMUSG00000032279"
15926,"Idh1","ENSMUSG00000025950"
269951,"Idh2","ENSMUSG00000030541"
22018,"Tpo","ENSMUSG00000020673"
15932,"Idua","ENSMUSG00000033540"
12036,"Bcat2","ENSMUSG00000030826"
72401,"Slc43a1","ENSMUSG00000027075"
56727,"Miox","ENSMUSG00000022613"
239606,"Slc2a13","ENSMUSG00000036298"
53881,"Slc5a3","ENSMUSG00000089774"
319554,"Idi1","ENSMUSG00000058258"
320581,"Idi2","ENSMUSG00000033520"
216225,"Slc5a8","ENSMUSG00000020062"
56451,"Suclg1","ENSMUSG00000052738"
20917,"Suclg2","ENSMUSG00000061838"
20916,"Sucla2","ENSMUSG00000022110"
20498,"Slc12a4","ENSMUSG00000017765"
20499,"Slc12a7","ENSMUSG00000017756"
107723,"Slc12a6","ENSMUSG00000027130"
57138,"Slc12a5","ENSMUSG00000017740"
16548,"Khk","ENSMUSG00000029162"
236727,"Slc9a7","ENSMUSG00000037341"
77031,"Slc9a8","ENSMUSG00000039463"
98256,"Kmo","ENSMUSG00000039783"
226413,"Lct","ENSMUSG00000026354"
11432,"Acp2","ENSMUSG00000002103"
16816,"Lcat","ENSMUSG00000035237"
171405,"Slc22a27","ENSMUSG00000067656"
207151,"Slc22a19","ENSMUSG00000024757"
236149,"Slc22a26","ENSMUSG00000053303"
236293,"Slc22a29","ENSMUSG00000075044"
319800,"Slc22a30","ENSMUSG00000052562"
434674,"Slc22a28","ENSMUSG00000063590"
327951,"Cyb5d1","ENSMUSG00000044795"
64008,"Aqp9","ENSMUSG00000032204"
106648,"Cyp4f15","ENSMUSG00000073424"
16987,"Lss","ENSMUSG00000033105"
18783,"Pla2g4a","ENSMUSG00000056220"
12735,NA,NA
19193,"Pipox","ENSMUSG00000017453"
16956,"Lpl","ENSMUSG00000015568"
15450,"Lipc","ENSMUSG00000032207"
12613,"Cel","ENSMUSG00000026818"
116939,"Pnpla3","ENSMUSG00000041653"
23945,"Mgll","ENSMUSG00000033174"
237625,"Pla2g3","ENSMUSG00000034579"
79235,"Lrat","ENSMUSG00000028003"
235293,"Sc5d","ENSMUSG00000032018"
16993,"Lta4h","ENSMUSG00000015889"
17001,"Ltc4s","ENSMUSG00000020377"
66447,"Mgst3","ENSMUSG00000026688"
211666,"Mgst2","ENSMUSG00000074604"
14874,"Gstz1","ENSMUSG00000021033"
14387,"Gaa","ENSMUSG00000025579"
72039,"Mccc1","ENSMUSG00000027709"
78038,"Mccc2","ENSMUSG00000021646"
56690,"Mlycd","ENSMUSG00000074064"
246221,"Mpst","ENSMUSG00000071711"
17448,"Mdh2","ENSMUSG00000019179"
17449,"Mdh1","ENSMUSG00000020321"
107029,"Me2","ENSMUSG00000024556"
17436,"Me1","ENSMUSG00000032418"
109264,"Me3","ENSMUSG00000030621"
15930,"Ido1","ENSMUSG00000031551"
13095,"Cyp2c29","ENSMUSG00000003053"
13076,"Cyp1a1","ENSMUSG00000032315"
13078,"Cyp1b1","ENSMUSG00000024087"
13077,"Cyp1a2","ENSMUSG00000032310"
11720,"Mat1a","ENSMUSG00000037798"
108645,"Mat2b","ENSMUSG00000042032"
232087,"Mat2a","ENSMUSG00000053907"
238505,"Mtr","ENSMUSG00000021311"
17855,"Mvk","ENSMUSG00000041939"
16331,"Inpp5d","ENSMUSG00000026288"
104015,"Synj1","ENSMUSG00000022973"
16332,"Inppl1","ENSMUSG00000032737"
170835,"Inpp5j","ENSMUSG00000034570"
16330,"Inpp5b","ENSMUSG00000028894"
64436,"Inpp5e","ENSMUSG00000026925"
212111,"Inpp5a","ENSMUSG00000025477"
16329,"Inpp1","ENSMUSG00000026102"
228550,"Itpka","ENSMUSG00000027296"
233011,"Itpkc","ENSMUSG00000003752"
320404,"Itpkb","ENSMUSG00000038855"
71780,"Isyna1","ENSMUSG00000019139"
269180,"Inpp4a","ENSMUSG00000026113"
234515,"Inpp4b","ENSMUSG00000037940"
76051,"Ganc","ENSMUSG00000062646"
73724,"Mcee","ENSMUSG00000033429"
17850,"Mmut","ENSMUSG00000023921"
68393,"Mogat1","ENSMUSG00000012187"
233549,"Mogat2","ENSMUSG00000052396"
66902,"Mtap","ENSMUSG00000062937"
17768,"Mthfd2","ENSMUSG00000005667"
94192,"C1galt1","ENSMUSG00000042460"
11484,"Aspa","ENSMUSG00000020774"
71670,"Acy3","ENSMUSG00000024866"
17939,"Naga","ENSMUSG00000022453"
59033,"Slc4a8","ENSMUSG00000023032"
94229,"Slc4a10","ENSMUSG00000026904"
114479,"Slc5a5","ENSMUSG00000000792"
11931,"Atp1b1","ENSMUSG00000026576"
232975,"Atp1a3","ENSMUSG00000040907"
98660,"Atp1a2","ENSMUSG00000007097"
67821,"Atp1b4","ENSMUSG00000016327"
11933,"Atp1b3","ENSMUSG00000032412"
11928,"Atp1a1","ENSMUSG00000033161"
27222,"Atp1a4","ENSMUSG00000007107"
11932,"Atp1b2","ENSMUSG00000041329"
20544,"Slc9a1","ENSMUSG00000028854"
105243,"Slc9a3","ENSMUSG00000036123"
226999,"Slc9a2","ENSMUSG00000026062"
338403,"Cndp1","ENSMUSG00000056162"
66054,"Cndp2","ENSMUSG00000024644"
20497,"Slc12a3","ENSMUSG00000031766"
238384,"Slc24a4","ENSMUSG00000041771"
94249,"Slc24a3","ENSMUSG00000063873"
214111,"Slc24a1","ENSMUSG00000034452"
76376,"Slc24a2","ENSMUSG00000037996"
76025,"Cant1","ENSMUSG00000025575"
66422,"Dctpp1","ENSMUSG00000042462"
67464,"Entpd4","ENSMUSG00000095463"
100862375,"Entpd4b","ENSMUSG00000022066"
21915,"Dtymk","ENSMUSG00000026281"
79059,"Nme3","ENSMUSG00000073435"
18103,"Nme2","ENSMUSG00000020857"
18102,"Nme1","ENSMUSG00000037601"
54369,"Nme6","ENSMUSG00000032478"
171567,"Nme7","ENSMUSG00000026575"
56520,"Nme4","ENSMUSG00000024177"
58176,"Rhbg","ENSMUSG00000104445"
19743,"Rhag","ENSMUSG00000023926"
20495,"Slc12a1","ENSMUSG00000027202"
20496,"Slc12a2","ENSMUSG00000024597"
74080,"Nmnat3","ENSMUSG00000032456"
66454,"Nmnat1","ENSMUSG00000028992"
226518,"Nmnat2","ENSMUSG00000042751"
59027,"Nampt","ENSMUSG00000020572"
18113,"Nnmt","ENSMUSG00000032271"
18948,"Pnmt","ENSMUSG00000038216"
18127,"Nos3","ENSMUSG00000028978"
18125,"Nos1","ENSMUSG00000029361"
18126,"Nos2","ENSMUSG00000020826"
667034,"Pnp2","ENSMUSG00000068417"
18950,"Pnp","ENSMUSG00000115338"
20517,"Slc22a1","ENSMUSG00000023829"
20445,"St6galnac1","ENSMUSG00000009588"
50773,"Nt5c","ENSMUSG00000020736"
18675,"Phex","ENSMUSG00000057457"
103850,"Nt5m","ENSMUSG00000032615"
23959,"Nt5e","ENSMUSG00000032420"
69983,"Sis","ENSMUSG00000027790"
18416,"Otc","ENSMUSG00000031173"
67041,"Oxct1","ENSMUSG00000022186"
353371,"Oxct2b","ENSMUSG00000076438"
13171,"Dbt","ENSMUSG00000000340"
12040,"Bckdhb","ENSMUSG00000032263"
12039,"Bckdha","ENSMUSG00000060376"
75475,"Oplah","ENSMUSG00000022562"
18242,"Oat","ENSMUSG00000030934"
22247,"Umps","ENSMUSG00000022814"
13521,"Slc26a2","ENSMUSG00000034320"
231583,"Slc26a1","ENSMUSG00000046959"
13487,"Slc26a3","ENSMUSG00000001225"
13070,"Cyp11a1","ENSMUSG00000032323"
13072,"Cyp11b2","ENSMUSG00000022589"
110115,"Cyp11b1","ENSMUSG00000075604"
13074,"Cyp17a1","ENSMUSG00000003555"
13075,"Cyp19a1","ENSMUSG00000032274"
56388,"Cyp3a25","ENSMUSG00000029630"
13113,"Cyp3a13","ENSMUSG00000029727"
13114,"Cyp3a16","ENSMUSG00000038656"
337924,"Cyp3a44","ENSMUSG00000054417"
13112,"Cyp3a11","ENSMUSG00000056035"
100041449,"Cyp3a59","ENSMUSG00000061292"
622127,"Cyp3a57","ENSMUSG00000070419"
100041375,"Cyp3a41b","ENSMUSG00000075552"
13079,"Cyp21a1","ENSMUSG00000024365"
104086,"Cyp27a1","ENSMUSG00000026170"
13086,"Cyp2a4","ENSMUSG00000074254"
13087,"Cyp2a5","ENSMUSG00000005547"
72082,"Cyp2c55","ENSMUSG00000025002"
13097,"Cyp2c38","ENSMUSG00000032808"
13098,"Cyp2c39","ENSMUSG00000025003"
69888,"Cyp2c66","ENSMUSG00000067229"
72303,"Cyp2c65","ENSMUSG00000067231"
56448,"Cyp2d22","ENSMUSG00000061740"
13107,"Cyp2f2","ENSMUSG00000052974"
56050,"Cyp39a1","ENSMUSG00000023963"
53973,"Cyp3a41a","ENSMUSG00000075551"
13116,"Cyp46a1","ENSMUSG00000021259"
64385,"Cyp4f14","ENSMUSG00000024292"
170716,"Cyp4f13","ENSMUSG00000024055"
72054,"Cyp4f18","ENSMUSG00000003484"
13123,"Cyp7b1","ENSMUSG00000039519"
13124,"Cyp8b1","ENSMUSG00000050445"
209027,"Pycr1","ENSMUSG00000025140"
100163,"Pafah2","ENSMUSG00000037366"
18475,"Pafah1b2","ENSMUSG00000003131"
18476,"Pafah1b3","ENSMUSG00000005447"
18472,"Pafah1b1","ENSMUSG00000020745"
27226,"Pla2g7","ENSMUSG00000023913"
73836,"Slc35b2","ENSMUSG00000037089"
11982,"Atp10a","ENSMUSG00000025324"
18806,"Pld2","ENSMUSG00000020828"
18805,"Pld1","ENSMUSG00000027695"
266645,"Acmsd","ENSMUSG00000026348"
18563,"Pcx","ENSMUSG00000024892"
18670,"Abcb4","ENSMUSG00000042476"
54611,"Pde3a","ENSMUSG00000041741"
18578,"Pde4b","ENSMUSG00000028525"
18584,"Pde8a","ENSMUSG00000025584"
18574,"Pde1b","ENSMUSG00000022489"
18583,"Pde7a","ENSMUSG00000069094"
110385,"Pde4c","ENSMUSG00000031842"
18575,"Pde1c","ENSMUSG00000004347"
238871,"Pde4d","ENSMUSG00000021699"
18573,"Pde1a","ENSMUSG00000059173"
18576,"Pde3b","ENSMUSG00000030671"
23984,"Pde10a","ENSMUSG00000023868"
18577,"Pde4a","ENSMUSG00000032177"
207728,"Gm45837","ENSMUSG00000030653"
207728,"Pde2a","ENSMUSG00000110195"
29863,"Pde7b","ENSMUSG00000019990"
241489,"Pde11a","ENSMUSG00000075270"
218461,"Pde8b","ENSMUSG00000021684"
110855,"Pde6c","ENSMUSG00000024992"
18585,"Pde9a","ENSMUSG00000041119"
242202,"Pde5a","ENSMUSG00000053965"
225600,"Pde6a","ENSMUSG00000024575"
18587,"Pde6b","ENSMUSG00000029491"
78600,"Pde6h","ENSMUSG00000064330"
18582,"Pde6d","ENSMUSG00000026239"
18588,"Pde6g","ENSMUSG00000025386"
18598,"Pdha2","ENSMUSG00000047674"
68263,"Pdhb","ENSMUSG00000021748"
235339,"Dlat","ENSMUSG00000000168"
18597,"Pdha1","ENSMUSG00000031299"
103711,"Pnpo","ENSMUSG00000018659"
11980,"Atp8a1","ENSMUSG00000037685"
18534,"Pck1","ENSMUSG00000027513"
74551,"Pck2","ENSMUSG00000040618"
80911,"Acox3","ENSMUSG00000029098"
68671,"Pcyt2","ENSMUSG00000025137"
18618,"Pemt","ENSMUSG00000000301"
236539,"Phgdh","ENSMUSG00000053398"
19215,"Ptgds","ENSMUSG00000015090"
54486,"Hpgds","ENSMUSG00000029919"
96979,"Ptges2","ENSMUSG00000026820"
64292,"Ptges","ENSMUSG00000050737"
19223,"Ptgis","ENSMUSG00000017969"
66461,"Ptpmt1","ENSMUSG00000063235"
74451,"Pgs1","ENSMUSG00000017715"
19225,"Ptgs2","ENSMUSG00000032487"
19224,"Ptgs1","ENSMUSG00000047250"
234724,"Tat","ENSMUSG00000001670"
18478,"Pah","ENSMUSG00000020051"
16922,"Phyh","ENSMUSG00000026664"
19211,"Pten","ENSMUSG00000013663"
20975,"Synj2","ENSMUSG00000023805"
18720,"Pip5k1a","ENSMUSG00000028126"
18717,"Pip5k1c","ENSMUSG00000034902"
18719,"Pip5k1b","ENSMUSG00000024867"
84095,"Pi4k2a","ENSMUSG00000025178"
224020,"Pi4ka","ENSMUSG00000041720"
107650,"Pi4kb","ENSMUSG00000038861"
74769,"Pik3cb","ENSMUSG00000032462"
18708,"Pik3r1","ENSMUSG00000041417"
18707,"Pik3cd","ENSMUSG00000039936"
18710,"Pik3r3","ENSMUSG00000028698"
18709,"Pik3r2","ENSMUSG00000031834"
18706,"Pik3ca","ENSMUSG00000027665"
23900,"Hcst","ENSMUSG00000064109"
30955,"Pik3cg","ENSMUSG00000020573"
320207,"Pik3r5","ENSMUSG00000020901"
320634,"Ocrl","ENSMUSG00000001173"
18795,"Plcb1","ENSMUSG00000051177"
234779,"Plcg2","ENSMUSG00000034330"
269615,"Plch2","ENSMUSG00000029055"
72469,"Plcd3","ENSMUSG00000020937"
114875,"Plcz1","ENSMUSG00000030230"
18802,"Plcd4","ENSMUSG00000026173"
18796,"Plcb2","ENSMUSG00000040061"
18803,"Plcg1","ENSMUSG00000016933"
74055,"Plce1","ENSMUSG00000024998"
18799,"Plcd1","ENSMUSG00000010660"
18798,"Plcb4","ENSMUSG00000039943"
18797,"Plcb3","ENSMUSG00000024960"
227120,"Plcl1","ENSMUSG00000038349"
433022,"Plcxd2","ENSMUSG00000087141"
269437,"Plch1","ENSMUSG00000036834"
18711,"Pikfyve","ENSMUSG00000025949"
108083,"Pip4k2b","ENSMUSG00000018547"
117150,"Pip4k2c","ENSMUSG00000025417"
18718,"Pip4k2a","ENSMUSG00000026737"
53357,"Pla2g6","ENSMUSG00000042632"
18780,"Pla2g2a","ENSMUSG00000058908"
66350,"Pla2g12a","ENSMUSG00000027999"
18784,"Pla2g5","ENSMUSG00000041193"
26971,"Pla2g2f","ENSMUSG00000028749"
211429,"Pla2g4b","ENSMUSG00000098488"
329502,"Pla2g4e","ENSMUSG00000050211"
18778,"Pla2g1b","ENSMUSG00000029522"
18782,"Pla2g2d","ENSMUSG00000041202"
26565,"Pla2g10","ENSMUSG00000022683"
26970,"Pla2g2e","ENSMUSG00000028751"
68603,"Pmvk","ENSMUSG00000027952"
271424,"Ip6k3","ENSMUSG00000024210"
27399,"Ip6k1","ENSMUSG00000032594"
76500,"Ip6k2","ENSMUSG00000032599"
74776,"Ppa2","ENSMUSG00000028013"
50784,"Plpp2","ENSMUSG00000052151"
19012,"Plpp1","ENSMUSG00000021759"
67916,"Plpp3","ENSMUSG00000028517"
19044,"Ppox","ENSMUSG00000062729"
13861,"Epx","ENSMUSG00000052234"
11758,"Prdx6","ENSMUSG00000026701"
17523,"Mpo","ENSMUSG00000009350"
19125,"Prodh","ENSMUSG00000003526"
24059,"Slco2a1","ENSMUSG00000032548"
320951,"Pisd","ENSMUSG00000023452"
19210,"Ptdss1","ENSMUSG00000021518"
27388,"Ptdss2","ENSMUSG00000025495"
171210,"Acot2","ENSMUSG00000021226"
170789,"Acot8","ENSMUSG00000017307"
171282,"Acot4","ENSMUSG00000052392"
19286,"Pts","ENSMUSG00000032067"
20229,"Sat1","ENSMUSG00000025283"
69215,"Sat2","ENSMUSG00000069835"
216134,"Pdxk","ENSMUSG00000032788"
22271,"Upp1","ENSMUSG00000020407"
76654,"Upp2","ENSMUSG00000026839"
14863,"Gstm2","ENSMUSG00000040562"
71336,"Rbks","ENSMUSG00000029136"
19682,"Rdh5","ENSMUSG00000025350"
54150,"Rdh7","ENSMUSG00000040134"
216453,"Rdh19","ENSMUSG00000054052"
103142,"Rdh9","ENSMUSG00000056148"
19683,"Rdh16","ENSMUSG00000069456"
216454,"Rdh16f2","ENSMUSG00000074639"
107605,"Rdh1","ENSMUSG00000089789"
98711,"Rdh10","ENSMUSG00000025921"
108841,"Rdh13","ENSMUSG00000008435"
77974,"Rdh12","ENSMUSG00000021123"
17252,"Rdh11","ENSMUSG00000066441"
242285,"Sdr16c5","ENSMUSG00000028236"
105014,"Rdh14","ENSMUSG00000020621"
235033,"Rdh8","ENSMUSG00000053773"
69698,"Slc52a3","ENSMUSG00000027463"
225994,"Nmrk1","ENSMUSG00000037847"
20443,"St3gal4","ENSMUSG00000032038"
20442,"St3gal1","ENSMUSG00000013846"
20444,"St3gal2","ENSMUSG00000031749"
338362,"Ust","ENSMUSG00000047712"
23908,"Hs2st1","ENSMUSG00000040151"
15931,"Ids","ENSMUSG00000035847"
15476,"Hs3st1","ENSMUSG00000051022"
628779,"Hs3st4","ENSMUSG00000078591"
319415,"Hs3st5","ENSMUSG00000044499"
195646,"Hs3st2","ENSMUSG00000046321"
15478,"Hs3st3a1","ENSMUSG00000047759"
54710,"Hs3st3b1","ENSMUSG00000070407"
328779,"Hs3st6","ENSMUSG00000039628"
72136,"Chst14","ENSMUSG00000074916"
58250,"Chst11","ENSMUSG00000034612"
71797,"Chst13","ENSMUSG00000056643"
59031,"Chst12","ENSMUSG00000036599"
11881,"Arsb","ENSMUSG00000042082"
56773,"Chst5","ENSMUSG00000031952"
54371,"Chst2","ENSMUSG00000033350"
26887,"Chst4","ENSMUSG00000035930"
76969,"Chst1","ENSMUSG00000027221"
53374,"Chst3","ENSMUSG00000057337"
60322,"Chst7","ENSMUSG00000037347"
50787,"Hs6st3","ENSMUSG00000053465"
50785,"Hs6st1","ENSMUSG00000045216"
50786,"Hs6st2","ENSMUSG00000062184"
75612,"Gns","ENSMUSG00000034707"
30956,"Aass","ENSMUSG00000029695"
69156,"Comtd1","ENSMUSG00000021773"
140483,"Hnmt","ENSMUSG00000026986"
192166,"Sardh","ENSMUSG00000009614"
81535,"Sgpp1","ENSMUSG00000021054"
20322,"Sord","ENSMUSG00000027227"
20280,"Scp2","ENSMUSG00000028603"
20540,"Slc7a7","ENSMUSG00000000958"
268656,"Sptlc1","ENSMUSG00000021468"
20773,"Sptlc2","ENSMUSG00000021036"
228677,"Sptlc3","ENSMUSG00000039092"
13885,"Esd","ENSMUSG00000021996"
20397,"Sgpl1","ENSMUSG00000020097"
20454,"St3gal5","ENSMUSG00000056091"
56632,"Sphk2","ENSMUSG00000057342"
20698,"Sphk1","ENSMUSG00000061878"
76668,"Mdh1b","ENSMUSG00000025963"
58994,"Smpd3","ENSMUSG00000031906"
238011,"Enpp7","ENSMUSG00000046697"
77626,"Smpd4","ENSMUSG00000005899"
20597,"Smpd1","ENSMUSG00000037049"
20598,"Smpd2","ENSMUSG00000019822"
208449,"Sgms1","ENSMUSG00000040451"
208890,"Slc26a7","ENSMUSG00000040569"
320718,"Slc26a9","ENSMUSG00000042268"
224661,"Slc26a8","ENSMUSG00000036196"
268512,"Slc26a11","ENSMUSG00000039908"
243755,"Slc13a4","ENSMUSG00000029843"
20652,"Soat1","ENSMUSG00000026600"
20657,"Sod3","ENSMUSG00000072941"
20656,"Sod2","ENSMUSG00000006818"
20655,"Sod1","ENSMUSG00000022982"
20751,"Spr","ENSMUSG00000033735"
20603,"Sms","ENSMUSG00000071708"
20810,"Srm","ENSMUSG00000006442"
20775,"Sqle","ENSMUSG00000022351"
14137,"Fdft1","ENSMUSG00000021273"
78925,"Srd5a1","ENSMUSG00000021594"
94224,"Srd5a2","ENSMUSG00000038541"
11298,"Aanat","ENSMUSG00000020804"
15567,"Slc6a4","ENSMUSG00000020838"
20441,"St3gal3","ENSMUSG00000028538"
54613,"St3gal6","ENSMUSG00000022747"
20446,"St6galnac2","ENSMUSG00000057286"
20447,"St6galnac3","ENSMUSG00000052544"
50935,"St6galnac6","ENSMUSG00000026811"
26938,"St6galnac5","ENSMUSG00000039037"
20449,"St8sia1","ENSMUSG00000030283"
225742,"St8sia5","ENSMUSG00000025425"
20905,"Sts","ENSMUSG00000121914"
66945,"Sdha","ENSMUSG00000021577"
66925,"Sdhd","ENSMUSG00000000171"
66052,"Sdhc","ENSMUSG00000058076"
67680,"Sdhb","ENSMUSG00000009863"
211389,"Suox","ENSMUSG00000049858"
21366,"Slc6a6","ENSMUSG00000030096"
13180,"Pcbd1","ENSMUSG00000020098"
18115,"Nnt","ENSMUSG00000025453"
105663,"Thtpa","ENSMUSG00000045691"
20502,"Slc16a2","ENSMUSG00000033965"
72962,"Tymp","ENSMUSG00000022615"
192289,NA,NA
50493,"Txnrd1","ENSMUSG00000020250"
212974,"Pgghg","ENSMUSG00000062031"
58866,"Treh","ENSMUSG00000032098"
21990,"Tph1","ENSMUSG00000040046"
216343,"Tph2","ENSMUSG00000006764"
56720,"Tdo2","ENSMUSG00000028011"
209176,"Ido2","ENSMUSG00000031549"
55961,"Slc13a1","ENSMUSG00000029700"
21391,"Tbxas1","ENSMUSG00000029925"
21823,"Th","ENSMUSG00000000214"
22178,"Tyrp1","ENSMUSG00000005994"
50798,"Gne","ENSMUSG00000028479"
66248,"Alg5","ENSMUSG00000036632"
22232,"Slc35a2","ENSMUSG00000031156"
22235,"Ugdh","ENSMUSG00000029201"
242585,"Slc35d1","ENSMUSG00000028521"
67883,"Uxs1","ENSMUSG00000057363"
18606,"Enpp2","ENSMUSG00000022425"
58246,"Slc35b4","ENSMUSG00000018999"
16770,"Lalba","ENSMUSG00000022991"
22234,"Ugcg","ENSMUSG00000028381"
70484,"Slc35d2","ENSMUSG00000033114"
394434,"Ugt1a9","ENSMUSG00000090175"
394430,"Ugt1a10","ENSMUSG00000090165"
94284,"Ugt1a6a","ENSMUSG00000054545"
394432,"Ugt1a7c","ENSMUSG00000090124"
394435,"Ugt1a6b","ENSMUSG00000090145"
394433,"Ugt1a5","ENSMUSG00000089943"
22236,"Ugt1a2","ENSMUSG00000090171"
394436,"Ugt1a1","ENSMUSG00000089960"
243085,"Ugt2b35","ENSMUSG00000035811"
231396,"Ugt2b36","ENSMUSG00000070704"
22238,"Ugt2b5","ENSMUSG00000054630"
112417,"Ugt2b37","ENSMUSG00000057425"
100559,"Ugt2b38","ENSMUSG00000061906"
71773,"Ugt2b1","ENSMUSG00000035836"
100727,"Ugt2b34","ENSMUSG00000029260"
68556,"Uckl1","ENSMUSG00000089917"
22436,"Xdh","ENSMUSG00000024066"
102448,"Xylb","ENSMUSG00000035769"
233781,"Xylt1","ENSMUSG00000030657"
217119,"Xylt2","ENSMUSG00000020868"
67880,"Dcxr","ENSMUSG00000039450"
76429,"Lhpp","ENSMUSG00000030946"
67895,"Ppa1","ENSMUSG00000020089"
76055,"Oga","ENSMUSG00000025220"
12870,"Cp","ENSMUSG00000003617"
14325,"Ftl1","ENSMUSG00000050708"
14319,"Fth1","ENSMUSG00000024661"
67634,"Ftmt","ENSMUSG00000024510"
109754,"Cyb5r3","ENSMUSG00000018042"
72017,"Cyb5r1","ENSMUSG00000026456"
320635,"Cyb5r2","ENSMUSG00000048065"
26462,"Txnrd2","ENSMUSG00000075704"
71743,"Coasy","ENSMUSG00000001755"
76952,"Nt5c2","ENSMUSG00000025041"
230718,"Nt5c1a","ENSMUSG00000054958"
107569,"Nt5c3","ENSMUSG00000029780"
70881,"Nt5c1b","ENSMUSG00000020622"
15452,"Hprt1","ENSMUSG00000025630"
11821,"Aprt","ENSMUSG00000006589"
52633,"Nit2","ENSMUSG00000022751"
18770,"Pklr","ENSMUSG00000041237"
207182,"Ggt7","ENSMUSG00000027603"
71522,"Ggt6","ENSMUSG00000040471"
18641,"Pfkl","ENSMUSG00000020277"
107869,"Cth","ENSMUSG00000028179"
14555,"Gpd1","ENSMUSG00000023019"
69080,"Gmppa","ENSMUSG00000033021"
331026,"Gmppb","ENSMUSG00000070284"
12411,"Cbs","ENSMUSG00000024039"
11647,"Alpl","ENSMUSG00000028766"
19895,"Rpia","ENSMUSG00000053604"
66355,"Gmpr","ENSMUSG00000000253"
105446,"Gmpr2","ENSMUSG00000002326"
107239,"Carns1","ENSMUSG00000075289"
229363,"Gmps","ENSMUSG00000027823"
70025,"Acot7","ENSMUSG00000028937"
19063,"Ppt1","ENSMUSG00000028657"
